	id	conclusion	premises	stance	rank
0	Sff0947ec-A46d54897	Colleges should abolish the ability for teachers to be tenured.	"Since I assume their opening statement was made in their R1 post, I will begin mine as well. I will be arguing against the idea that tenure for college professors should be abolished. I have three main claims: [Claim 1]: Tenure is a necessity [Claim 2]: Tenured teachers can still be fired (and other misconceptions) [Claim 3]: Research supports tenure [C1]: Tenure is a necessity The concept of tenure dates back over 100 years ago to the early 20 century, when working in the field of education was much different than what it is today [1]. It was female-dominated, classrooms were larger, and working conditions were poorer [2]. Before tenure, teachers could be fired for any reason. If a teacher had the audacity to get married or, even more horrific, pregnant, the schoolboard could immediately fire her. Tenure and teachers' unions were created to guarantee some amount of job protection for teachers. They wanted the peace of mind to know their job wouldn't be terminated for seemingly no reason. At the high school level, most schools require teachers work at the same school for 3-5 years before being considered for tenure, and there are many factors taken into account, with the most important one being a teacher's ability to teach. At the university level, I believe you have to have taught for 6 years before tenure consideration. Once a teacher is granted tenure, however, it does not mean they are immune from being fired. ""Tenure protects academic freedom. In the absence of tenure, teachers may be fired for any reason. Teachers may be fired if the principal doesn't like them or if they are experienced and become too expensive. Teachers may be fired for being outspoken. [2]"" In other words, tenure gives teachers a safeguard to be able to be more involved with the decisions being made at their school, as opposed to being complacent and accepting any and all changes. At the college level, this is incredibly important as professors want to challenge their students and (sometimes) have them confront and critique their already-established beliefs. When I took a Sociology course my senior year of university, our professor warned us of an upcoming lecture the following week where she was going to discuss religion and look at many of the popular ones under a critical lens. I thought this was a strange warning, as anyone whose convictions are strong enough should be fine with having their beliefs challenged. To my surprise, however, many students' parents would contact her to complain. Tenure in this situation protects the professor from being fired simply because a student didn't like one of their lectures. [C2]: Tenured teachers can still be fired (and other misconceptions) There are a lot of myths surrounding the idea of tenure, which is primarily the reason why I accepted this debate in the first place. Some people, for example, think that tenured teachers cannot be fired and have permanent job security forever and can therefore sit back and be a less effective teacher with no criticism whatsoever. This is absolutely not true. Again, tenure grants teachers job security and the inability to be fired without due process. Ineffective (or ""bad"") teachers can still be terminated. However, I think firing someone with no intervention or professional development workshops to help them is a bit harsh. Tenure (especially at the university level) is something that needs to be earned from the hardest-working teachers after a long and arduous process. They have to have committed some amount of research outside their teaching hours, demonstrate very strong teaching abilities, among many other factors. Tenure does not ""protect"" ""burnt-out"" teachers either. ""How many students have complained about a teacher they see as too strict or ""boring"" - only to realize later in life that this teacher made a profound difference in their lives? Research shows that there is no one style that equates to effective teaching - which underscores why a fair hearing is needed before the imposition of a serious consequence such as firing a teacher who has demonstrated years of effective teaching. [3]"" [C3]: Research supports tenure Not only have we established tenure does not help bad teachers keep their job, but there is abolutely no research that suggests students perform worse on standardized tests when taught by a tenured teacher, nor is there evidence that supports perform better with non-tenured teachers [2]. Not only this, but tenured teachers and professors also feel to have a higher obligation to be involved in school-making decisions. ""Research finds that when teachers have a say in how schools are run, they are more likely to be invested in the school and to stay longer, and are more engaged with colleagues in cooperative work. [4]"" In conclusion, tenure is a necessary provision for good teachers and promotes a stronger school culture, thus increasing academic achievement, not hindering it. The myth that tenure protects ineffective teachers is simply untrue. I await Pro's response. Thank you. Sources: [1] http://www.peoplesworld.org... [2] http://www.nytimes.com... [3] http://www.nysut.org... [4] http://www.aft.org..."	CON	1
1	Se3f07189-A638f0f08	Should teachers union be abolished	"""Verizon and general motors aren't teaching the future."" Of course they are not but a union is a union. If it is my opponent's argument that the teachers union should be abolished because they have the ability to strike, perhaps my opponent can state how many times teachers have took to the picket lines, the length of time of the strikes and exactly how these strikes hurt the future of America. Please elaborate how this is relevant to the debate. The barrier to entry into the profession is relevant to this debate. A teacher in New York City has a to achieve a level of education comparable to doctors and attorneys. New York is a right to work state, meaning that employees can be fired at any time for any reason, except if the employer violates the Equal Employment Opportunity Act. With this being said, it is my argument that it would not be beneficial to society if a teaching professional who has obtained a bachelor's degree, a master's degree, passed state licensing exams, and completed an internship to be terminated simply because a principal may not like the teacher personally. A principal could do this if it were not for the protection that the teachers union provides. ""Your right. There are a lot more variables to why a student might fail. But when you have a teacher who is show over and over again to be proven ineffective, that's not a coincidence. But because it's nearly impossible to fire that teacher due to the unions, there's a problem."" It takes 3 years of teaching in a classroom before tenure is awarded. When a teacher becomes tenured the teacher is considered to be qualified to continue as a teaching professional. In the event that a school board or city wishes to terminate a teacher, the first step in the process is remediation, where the teacher is given a 1 year period in which to improve his or her job performance. In the event the teacher fails during the remediation period a series of hearings take place to ensure the reasons for the teacher to be fired are warranted. This process takes approximately 10 months but only takes place if the teacher requests the hearings. At the end of the hearings, which again take approximately 10 months if the school board agrees with the finding the teacher is terminated. [1] As you can see, this process takes approximately 2 years in which a majority of the time is spent trying to correct the teacher's deficiencies. It's not impossible, it's called due process. ""That's not a sufficient enough argument to justify why teachers deserve union protection."" Fair enough, ""the point of tenure is to protect teachers from arbitrarily being fired. Teachers need protection from over-zealous bosses and ideological politicians. This is the same thinking behind seniority rules, which protect more expensive teachers from being laid off due to budget cuts. Teaching is not a high-paying job compared to jobs in the private sector, and one of the benefits is some job security. Occasionally this means bad teachers take longer to fire."" [1] I have an idea! How about we make teachers unions illegal, and if a teacher is show to be effective we give them a pay raise, if not we fire them. Simple. Merit pay is a topic for another debate but if a teacher is not performing as he or she should they can be fired via due process. I fail to see how abolishing the teachers union will have a positive effect on the education the future of America receives. [1]http://www.forbes.com..."	CON	2
2	Se3f07189-Aecbb7c4b	Should teachers union be abolished	"I would like to begin my rebuttal by addressing my opponent""s statement that ""teachers have to strike."" As with any unionized profession a strike is a last resort and normally occurs when there is a standstill in negotiations. However, in places such as New York City, teachers are not allowed to strike as a result of the Taylor Law [1]. The Taylor Law makes it illegal for any unionized public employee to strike. In the event that public employees do strike they are penalized by having to pay two (2) day""s worth of wages for each (1) strike day. Stating that teachers have to strike is the same as saying that auto workers have to strike. With regard to tenure, tenure is earned after a probationary period of 3 years. [2] During this 3 year period a teacher can be terminated for being ineffective. Although the term tenure is, for the most part, synonymous with the profession of educator the term probationary period is not. Correction officers, police officers, firefighters and others in public service must also serve a probationary period in order to be afforded union protection against unfair and unjust termination. Non effective teachers are not protected by tenure. As with any unionized member in any profession, a non-effective employee can be terminated for job performance whether tenured or not. However, being tenured allows for due process should a school district or city wish to terminate a teacher for ineffectiveness. My opponent is correct in the statement that ""unions donate to politicians to push their own agenda."" However, the teachers union is one of many unions. Basing an argument on this statement, I could easily argue that all unions should be abolished on this premise. However, unions donating to push their own agenda are no different than a person voting Republican, a person voting Democrat or for any other party line. Politics in itself revolves around agendas. Why does the National Rifle Association donate approximately $7,000,000 per year to Congress? [3] One has to ask, what is the agenda of teachers in the public education system? Personally I feel it is to educate the future of America. If not, why deal with the negative stigma of the profession which on average earns a person approximetly $42,000 per year. [4] [1] http://www.perb.ny.gov... [2] http://teaching.about.com... [3]http://ivn.us... [4]http://www.payscale.com..."	CON	3
3	Se3f07189-A2885f8e4	Should teachers union be abolished	However, in places such as New York City, teachers are not allowed to strike as a result of the Taylor Law This is true. However teachers in other places can still go on strike as they did in Chicago (the 3rd largest district in the US) in September [1]. During this 3 year period a teacher can be terminated for being ineffective. Again this is true. One again though after tenure is earned the process of firing a teacher is long complicated process that is costly [2]. In New York firing a teacher is like breaking a diamond. What happens is the ineffective teachers typically get passed along from school to school without ever getting fired. I'd agree with my opponent’s agenda point. why deal with the negative stigma of the profession which on average earns a person approximately $42,000 per year. It's important to that teachers wages tend to rise with experience and there are other factors too like cost-of living. For example a teacher North Dakota makes half of the average salary but living costs are cheaper in North Dakota then in New York [4]. The reason we should deal with the negative stigma is because as said they're teaching the future of America. There only a handful of jobs that guide the direction of America’s future economic viability. [1] http://www.huffingtonpost.com... [2] http://nj1015.com... [3] http://www.oprah.com... [4] http://www.payscale.com...	PRO	4
4	Se3f07189-A23b4f76b	Should teachers union be abolished	My opponent has failed to meet his burden of proof as to why the teachers union should be abolished as well as what benefit would be provided to the students of America in the event that the teachers union is abolished. In addition my opponent has forfeited the final round of this debate. As such I respectfully request a vote for Con.	CON	5
5	Se3f07189-A44ef099a	Should teachers union be abolished	"The teachers in Chicago did indeed strike. As I stated earlier in my argument a strike is normally a last resort and is a result of a breakdown in negotiations which is exactly what happened in Chicago. [1] Strikes that come to mind included the auto workers of General Motors as well as the workers of Verizon in New York. Arguing that the teachers union should be abolished because some can strike is the same as saying that the auto workers union should be abolished because they can strike. My opponent has stated that ""In New York firing a teacher is like breaking a diamond. What happens is the ineffective teachers typically get passed along from school to school without ever getting fired."" My opponent is correct in stating that firing teachers in New York is costly. I will attack this argument making two points. My first point is that New York State has a very high barrier to entry into the profession of teaching. Teachers must obtain a Bachelor's Degree in order to obtain their Initial Teaching Certificate which is valid for a period of five years. During the period of time the teacher is earning his or her Bachelor's Degree the teacher must also obtain the Internship Certificate. Within this five year period the teacher must also earn a Master's Degree and must continue ongoing professional development in order to earn the Professional Certificate. [2] There are also exams that must be passed in order to obtain both the Initial Certificate and Professional Certificate. My second point is that there is a serious question as to exactly what makes a teacher ineffective. Politicians and the media alike feel that the most effective way to evaluate a teacher is to tie the teacher""s performance to standardized test scores. However, simply tying teacher performance to standardized test scores ignores the individual learning ability of each child, economic factors and most important as far as I'm concerned is the level of involvement of each student""s parent or parents. How can a teacher should be held accountable for a student not performing if the student continuously misses classroom days, does not complete homework assignments and project assignments? A student such as this will simply not perform up to standards. A teacher""s job is to educate children not raise peoples children for them. If a school district or city feels that a teacher is that detrimental to students then why is cost a factor, especially if educating the future of America is of the utmost importance? With regard to my opponent""s final point with regard to salary and negative stigma, salaries in most professions will vary depending on cost of living within different geographical areas. However, when considering the level of entry and education needed to become a teaching professional there are easier alternatives that can earn a person with the same level of education. In fact, approximately 20% of teacher quit the profession with two years. [3] According to a survey conducted by The National Center for Education Statistics ""61% cited more professional working conditions in their new careers verses their time teaching. That same group said their workload was 65% more manageable outside of teaching and they were 65% more likely to better balance their personal and professional life after leaving their teaching career."" [3] There is no denying that being a teaching professional is a difficult career. In my opinion it makes it even more difficult when the general population has no idea of how difficult and challenging the career is. Especially when politicians who have never been in a classroom setting wish to dictate exactly how to educate students and wishes to terminate teachers as being ineffective when there is no concrete way to judge exactly what makes a teacher ineffective. For this reason alone, teachers deserve union protection. I fail to see any argument that my opponent has made thus far that shows how abolishing the teachers union will have a positive impact on the education received by America's students. [1] http://www.cnn.com... [2]http://schools.nyc.gov... [3]http://teaching.monster.com..."	CON	6
6	Se3f07189-Aead8dad7	Should teachers union be abolished	First i'd like to thank my opponent for accepting this debate. As i'm looking forward to a productive debate. To begin, i'd like to state why teachers unions should be abolished. Teacher's unions are detrimental to this nation's public education system because, teacher's have the to strike which interrupts learning of the student, tenure, protection for proven noneffective teachers, and union's donate to politicians to advance their own agenda. These unions put their own agenda in front of what be a number #1 priority for them, teaching this nation's children.	PRO	7
7	Se3f07189-Ad19d53a4	Should teachers union be abolished	"Strikes that come to mind included the auto workers of General Motors as well as the workers of Verizon in New York. Arguing that the teachers union should be abolished because some can strike is the same as saying that the auto workers union should be abolished because they can strike. Verizon and general motors aren't teaching the future. My first point is that New York State has a very high barrier to entry into the profession of teaching. Teachers must obtain a Bachelor's Degree in order to obtain their Initial Teaching Certificate which is valid for a period of five years. During the period of time the teacher is earning his or her Bachelor's Degree the teacher must also obtain the Internship Certificate. Within this five year period the teacher must also earn a Master's Degree and must continue ongoing professional development in order to earn the Professional Certificate. [2] There are also exams that must be passed in order to obtain both the Initial Certificate and Professional Certificate. Please elaborate how this is relevant to the debate. My second point is that there is a serious question as to exactly what makes a teacher ineffective. Politicians and the media alike feel that the most effective way to evaluate a teacher is to tie the teacher""s performance to standardized test scores. However, simply tying teacher performance to standardized test scores ignores the individual learning ability of each child, economic factors and most important as far as I'm concerned is the level of involvement of each student""s parent or parents. How can a teacher should be held accountable for a student not performing if the student continuously misses classroom days, does not complete homework assignments and project assignments? A student such as this will simply not perform up to standards. A teacher""s job is to educate children not raise peoples children for them. If a school district or city feels that a teacher is that detrimental to students then why is cost a factor, especially if educating the future of America is of the utmost importance? Your right. There are a lot more variables to why a student might fail. But when you have a teacher who is show over and over again to be proven ineffective, that's not a coincidence. But because it's nearly impossible to fire that teacher due to the unions, there's a problem. http://www.youtube.com... For this reason alone, teachers deserve union protection That's not a sufficient enough argument to justify why teachers deserve union protection. I have an idea! How about we make teachers unions illegal, and if a teacher is show to be effective we give them a pay raise, if not we fire them. Simple."	PRO	8
8	S1b03f390-Aa73ba80f	The collective bargaining rights of teachers should be removed	I thank my opponent for his reply. I will not debunk some of my opponents claims. Introduction I resent that my opponent stated that it is ‘unfortunate’ that we are having this debate both here on a national level. This statement is outrageous. Should the status quo not be challenged, especial If the status quo is harming America’s economic performance, and damaging America’s schools? Also, this debate is not about whether education and teachers are important. Of course I realize the value of teachers and education. This is the common ground that we both agree on. However, it is because I favor them that I am opposed to teacher unions. Education and the future of America should not be hijacked by special interests aimed at helping adults rather than students. To state that anti-union is anti-teacher is like saying being in favor of antitrust law is anti-business. Protecting Teachers My opponent first claims that teachers need protection. This is a false claim. Here’s why a school board would be unwilling to fire a teacher haphazardly: First, the process of searching and finding a teacher is a lengthy and expense process. To find a teacher one has to look over many applications, set up interviews, and pay for advertising the job. Once the teacher is hired, one has to pay for teacher orientation, and file paper work for the new employee. Second off, it’s risky business to fire a teacher that is competent and replace him or her with a teacher that has the potential to be incompetent. In the hiring process, even If one thoroughly looks over credentials, there is still a great possibility that the applicant is incompetent. So as long as the teacher has a decent level of competency, it is much better for the school to keep the teacher then to fire the teacher and risk a new teacher. Third, If a school or school district is known to have a high turnover rate, then it’s unlikely that competent teachers will apply there. Therefore a school district is unlikely to do this. Employees in the private sector do not need to be protected, in which 93.1% of employees in the private sector are not part of unions. Even in the public sector, 63.8% of employees are not unionized. However, it should be noted that If incompetent teachers are not fired, then it means that recent college graduates and those seeking a teacher position that are component are unable to do so. The problem is that teachers are protected too much. It is nearly impossible to fire a teacher once he or she receives tenure. In New York City, a “rubber room” was creates specifically designed to pay bad teachers to do nothing. Literally, teachers that got in trouble for sexual misconduct, unwilling to follow the curriculum, or abusiveness were just sent to a building to do what they wanted with pay and benefits[1]. Teachers receive more job security than any other occupation. There is no reason for this. Protecting bad teachers simply hurt the schools. Students do not learn what they need to. Often times, teachers need to review material that should have been learned previous years, but an incompetent teacher simply did not teach the material. This drags everyone down. Education is too important for bad teachers to recieve protection. According to this video, If just the bottom 6-10 percent of all teachers were eliminated, then American education would be at the level of Finland, a nation with top education.(watch 1:08 onward). Past Practices If I am correct, my opponent’s main argument here is that teachers have the right to collective bargaining because it is not specifically prohibited in state and local law. This argument fails for many reasons. For one, this debate framework is based on moral principles not legal principals. I specially stated that I was using an Unitarianism framework. This is a basic appeal to authority argument, using the law as a legit authority. It would equivalent to if this was the year 1940 in Nazi, Germany for me to argue that one should not hide Jews from the government because it is against the law. Second, this argument easily fails once a law is introduced to bar teachers from collective right bargaining. Other Legal Issues I will repeat my argument that I stated earlier. Legal issues should not be a major consideration since laws can be changed, and are not a moral authority. My opponent states that teachers should receive collective bargaining rights since other public employees like firefighters, police, etc. also maintain the right. Just because other public employees engage in collective bargaining does not make it morally right. This is analogous stating that a murderer should not be locked in jail since other murders get away with it scot free. I am against collective bargaining in the public sector. I would remove the collective bargaining rights of firefighters and other public employees, however this debate is specifically about teachers. In terms of the argument that the NLRA does not cover public employees, there are also many checks that exist in the private sector that reduce the power of unions while these checks do not exist in the public sector. It should also be noted that many public employees can not engage in specific collective bargaining tactics. For example, police officers are not allowed to go on strike. So it is not unreasonable to remove teacher’s rights to collective bargaining. Specialization and Demands My opponent states that since teachers invest in a college education to obtain a teaching degree, that he or she should be protected. I will explain the problem with this. There is no reason to suspect that teacher unions increase teacher employment. If you protect bad teachers you can’t let potentially good teachers enter the market. So this argument actually works in my favor, since college graduates spend many years studying the field and get into debt, only to find that they can’t get a job because there are no vacancies. It’s also another point in my favor that teacher unions increase the salary and benefts of teachers, creating a surplus of teacher applicants and increasing the number of those who will invest in a teaching degree but will not be able to find a teaching career. Many other jobs that require more specialization are less protected. For example, Doctors and Lawyers have to spend much more years and tuition to practice in the field. However, neither doctors nor lawyers are unionized. One out of every 57 doctor will lose their medical license and one out of 97 lawyers will lose their license to practice law. Remember, this is losing their license to practice, not just getting fired, the latter a far less severe punishment. For teachers, 1 in every 1000 teacher is fired after tenure for performance based reasons [2]. However, the question is: should people be protected from the financial risks they make? No. Society should not bare the risks of an individul's choice. An entrepreneur that decides to start a new business must bear the risks as well. Consumers should not be forced to buy the product and the business should not be protected. If new technology automates jobs, then there’s no reason these jobs should be protected. Once one gets into the mindset that jobs must be protected in order to save them from mal-investments, economic growth, consumer choice and efficiency cannot be maintained. Jobs will always exist through this creative destructive process; they will just be reallocated to different fields. Even If a college graduate is unable to find a teacher career, a college degree is versatile and many people enter careers outside of their specialization. Conclusion: I have refuted the legal claims and protectionism claims my opponent has made. I look forward to my opponents response to my arguments. http://tinyurl.com...[1] http://www.youtube.com...[2] http://tinyurl.com...[	PRO	9
9	S591127c0-Ad4834c95	Tenured teachers don't always deserve protection from unions	We are going to make two points. The first is to stipulate as factual Instigator's contention bad teachers are allowed to remain in the classroom rather than give an opportunity to more innovative and qualified teachers. The second is to state it's not the unions fault. The fault lies with the administration and with the school board. What Instigator suggests is the unions not do their job or at least one of their jobs which is to represent and protect the interests of their members. Ethical standards and legal requirements do not allow them to decline to represent 'bad' teachers. There is a way to get rid of bad teachers-- school boards can enact policies allowing for removing such teachers; and administrators can document cases against them. Unions can fight it as they should but if the school boards and administrators do their jobs the bad teachers will go-- and the good teachers who may be unfairly or mistakenly targeted. will be protected. It is the last point why unions should be allowed to protect bad teachers	CON	10
