id	conclusion	premises	stance	rank
S8703c5ca-Aeb117cc	Standardized testing should remain in our schools.	Alright, wrap up. Standardized testing fails at assessing every one's knowledge to full extend due to the lack of open answer questions, which has been proven to be the ideal way to asses knowledge. Standardized testing favors and rewards proficient students (scholarships when you get a perfect SAT score) and discriminates and punishes students under proficiency (getting put into special ed programs, not getting into colleges that they wish to attend). Standardized testing is riducously expensive (http://www.huffingtonpost.com...), and that money could go towards much better programs that actually improve the education provided in schools. So my question to you is, if it is proven not to truly asses a students knowledge, if it barres lower scoring students from succeeding in life, and if it cost an absolute absurd amount of money every year, money that could be better spend on other projects, why do we still have standardized tests? (Good luck on your debate, good idea of doing this on here before you have the real debate, that way you can really see your opponents viewpoint and main arguments, and you can fine tune your own argument. I will see you around!)	CON	1
S8703c5ca-Ad679a484	Standardized testing should remain in our schools.	"Alright, let's go. I am assuming when you talk of ""our schools"" you mean US schools, correct? Therefore I will be basing my argumentation on the US school system. Sadly, Standardized testing is one of the cornerstones of present day US schooling. Administered generally by the state, such as the Regents examinations in NY, they are a overall assessment of a subject such as chemistry. Most states have these, or comparable, examinations, which nearly always have a direct impact on the students grade. This already creates a problem due to these reasons. The test is a one time assessment, and doesn't consider a plethora of factors that could negatively impact the score such as anxiety. Also, due for it being a one time assessment, individual growth is not considered. A teacher may have helped a student grow tremendously over the year, but the student still fails to score proficient. Adequate yearly progress (http://teaching.about.com...) which is part of the No child Left Behind project, focuses soly on that one grade. This creates a further problem, since if schools perform badly on standardized tests, the No child Left Behind project can oversee that particular school, and leave little control in the schools hands. Due to the test having a major impact on the students grade, teachers are pressured to teach to the test, under a strict curriculum that doesn't allow room for creativity on the teachers and the students part. Since the Standardized tests determine much of a students school life, several other problems arise. Minority's are at a disadvantage, since they often have inadequate educations. When they score low on standardized tests, they are placed into Special Ed programs, which they rarely can grow out of. So the standardized tests cause minority's to have less chances to progress in school, or even get admitted to certain schools (http://www.naacpldf.org...) Furthermore, Standardized tests are not an accurate examination of a students skill level. A recent study showed that colleges barred students from attending their college if they had a SAT score of under 700, stating that these students would not be able to complete college work. But on the contrary, of these students 86% actually exxeled at their college freshmens year work. Secretary of Education Arne Duncan has said “State assessments in mathematics and English often fail to capture the full spectrum of what students know and can do. Students, parents, and educators know there is much more to a sound education than picking the right answer on a multiple-choice question.” But by the virtue of standardized tests, they are often Multiple choice So when even the Secretary of Education admits state assements are not working, clearly something is wrong, and standardized tests have to be lessened, ore even completely removed."	CON	2
S8703c5ca-A43122a89	Standardized testing should remain in our schools.	"(Why, Thank you. I haven't seen many of our age group on here that can argument as well as you do.) Alright, Rebuttal. Or rather rebuttal of the rebuttal. ""You said, ""it creates stress in students."""" I mentioned this to further support my stand that a one day test can not accurately display a students skill. (For further reading http://edge.ascd.org...) "" The reason for that is because they know that it does not count as a grade."" Actually most standardized tests count as test grades. For example, the Regents in NY I was referring to count as 1\5 of your overall grade for that class. And Pro says it doesn't count? And the grades are also required to graduate. (For further reading http://en.wikipedia.org...). And of course the SAT and ACT. While those tests don't count as a test grade per se, they do have a huge influence on what colleges you can go to, and what job opportunities you are going to get. (For further reading http://en.wikipedia.org... and http://en.wikipedia.org...) ""Teachers also know, walking into their job, that they will have to have that pressure on them at some point. It's just a part of the job."" Of course teachers have to succumb to pressure, but that doesn't mean it should be constantly lingering. (For further reading http://everydaylife.globalpost.com...) ""Standardized testing also sees where more materials need to be taught."" But if standardized tests count as a grade, that grade will obviously reflect what you have learned and what you didn't learn. Diagnostic tests would be much more helpful for that. (For further reading http://classroom.synonym.com...) Lastly, there is a major problem with these tests being mostly made up of Multiple choice. The U.S. is the only economically advanced nation to rely heavily on multiple-choice tests. Other nations use performance-based assessment to evaluate students on the basis of real work such as essays, projects and activities. Ironically, because these nations do not focus on teaching to multiple-choice and short-answer tests, they score higher on international exams."	CON	3
S4c11bb9f-A73d55189	Voucher competition spurs schools to improve academic achievement	Voucher competition between public school districts spurs public schools to improve student outcomes. In Chile, attending a private school subsidized by vouchers is associated with increased standardized test scores.	PRO	4
S8703c5ca-A99818ef9	Standardized testing should remain in our schools.	Okay first of all, standardized testing is needed to see where each individual is at academic wise. Standardized testing is proved to be the only way to see that without having to do one kid at a time and not having control over the classroom. Second of all, standardized testing helps see which teachers should remain teaching. Let's say that you have a really clumsy teacher who does not teach anything at all. And you know that nobody will believe you if you tell them that the teacher is not teaching. Standardized testing is a good way to see where the teachers are at, as well as the students. Standardized testing is also not expensive at all! The average amount of students in a school is 800 and each student costs $7 for testing materials and booklets. $7 times 800 equals an average of $5,600 dollars per school with testing, which is nothing compared to what the schools make! And with the money they give to the school systems, they know that the cost is beneficial to their school.	PRO	5
S8703c5ca-Af12a3402	Standardized testing should remain in our schools.	Hello, thanks for accepting my debate! I am arguing that we do need standardized testing, so my opponent has to argue for the CON side.	PRO	6
S8703c5ca-Aa36b1a41	Standardized testing should remain in our schools.	"Okay let's wrap thing up here on both of our sides. Overall, having standardized testing in our school systems are more beneficial than bad. Let's recap, the cost is low, it prepares students for higher level testing, helps school systems need to see where they need to teach more of, helps compare different school's grades, sees where each student is at individually, and does help prepare the students for some jobs later on. My question to you is, ""If standardized testing is mostly beneficial, then why should it be banned?"" Other than that, that wraps up my part of this debate and I am looking forward to your argument as well. (It was very nice debating with you, in fact, I am having this debate for real at my middle school tommorow, so thanks for helping me prepare :)"	PRO	7
S8703c5ca-A69e378c0	Standardized testing should remain in our schools.	"Yes, in this debate I do mean US schools. Great job so far, your a awesome debater! Okay continuing on, you said, ""it creates stress in students."" I'm not going to lie, it does stress you out, I am still speaking at a students point of view. But most students don't get themselves so nervous that they get sick or have a panic attack. The reason for that is because they know that it does not count as a grade. And this kind of serious test taking can prepare them for later in life. Moving on, like you said, ""teachers teach to the test,"" you are also correct. Teachers also know, walking into their job, that they will have to have that pressure on them at some point. It's just a part of the job. Standardized testing also sees where more materials need to be taught. For example, let's say that you are in middle school, and your math teacher never taught your class pre-algebra. Then your class gets the test and does not understand it. The school systems are able to openly view where they need to teach more of."	PRO	8
S4c11bb9f-Aaec9a01b	Little evidence that vouchers improve academic achievement.	In Chicago, there is little evidence that attending school choice programs provides any benefit on a wide variety of traditional academic measures, including standardized test scores, attendance rates, course-taking, and credit accumulation. In the Netherlands, where parents are free to choose the school for their children, higher competition is associated with lower student achievement in upper secondary education.	PRO	9
S4c11bb9f-Abfd4fc1a	Cooperation, not competition, is best way to improve schools.	"Cooperation between schools, city and local officials, communities, and educational groups is the best way to improve schools. It ensures that information and resources are shared and that everyone works together to improve the educational system collectively. Competition is much the opposite. It ensures that school administrators do not share information that may undermine their ""competitiveness"" and distracts attention away from the most important thing - how to best educate children - and focuses more on how to out-compete other schools. When combined with testing regimes (such as exists in No Child Left Behind), it often creates a perverse obsession with ""teaching to the test"" as a means of producing a higher average test score compared to other schools. This may have no relation to the quality of an education."	PRO	10
