id	conclusion	premises	stance	rank
S826727db-A7e0ceb42	Felons should have voting rights in the modern U.S.	"R: Felons should have voting rights in the modern U.S. Clarification/Context So as to be as clear as possible. I am arguing that so called Felons should retain the right to vote in spite of being felons. Below is some basic information on the current circumstance in regard to the debate topic. “The idea of taking away a criminal's right to vote has been around since ancient Greece and Rome. A condition called ""civil death"" in Europe involved the forfeiture of property, the loss of the right to appear in court, and a prohibition on entering into contracts, as well as the loss of voting rights. Civil death was brought to America by English colonists, but most aspects of it were eventually abolished, leaving only felon disenfranchisement intact in some parts of modern America.”(1) “5.3 million Americans (1 in 40 adults) were unable to vote due to a felony conviction in the 2008 elections. This included 1.4 million African-American men, more than 676,000 women, and 2.1 million ex-offenders who have completed their sentences. “(1) “State approaches to felon disenfranchisement vary tremendously. In Maine and Vermont, felons never lose their right to vote, even while they are incarcerated. In Florida, Iowa, Kentucky, and Virginia, felons and ex-felons permanently lose their right to vote, without a pardon from the governor. Virginia and Florida have supplementary programs which facilitate gubernatorial pardons. The remaining 45 states have 45 different approaches to the issue. In 38 states and the District of Columbia, most ex-felons automatically gain the right to vote upon the completion of their sentence. In some states, ex-felons must wait for a certain period of time after the completion of their sentence before rights can be restored. In some states, an ex-felon must apply to have voting rights restored.”(1) Burden of proof As I am proposing the change to the status quo, I accept the burden of proof. I must affirm the resolution."	PRO	1
S826727bc-A75226d8	Felons should have voting rights in the modern U.S.	"Felons should have voting rights in the modern U.S. A: Clarification/Context So as to be as clear as possible. I am arguing that so called Felons should retain the right to vote in spite of being felons. Below is some basic information on the current circumstance in regard to the debate topic. “The idea of taking away a criminal's right to vote has been around since ancient Greece and Rome. A condition called ""civil death"" in Europe involved the forfeiture of property, the loss of the right to appear in court, and a prohibition on entering into contracts, as well as the loss of voting rights. Civil death was brought to America by English colonists, but most aspects of it were eventually abolished, leaving only felon disenfranchisement intact in some parts of modern America.”(1) “5.3 million Americans (1 in 40 adults) were unable to vote due to a felony conviction in the 2008 elections. This included 1.4 million African-American men, more than 676,000 women, and 2.1 million ex-offenders who have completed their sentences. “(1) “State approaches to felon disenfranchisement vary tremendously. In Maine and Vermont, felons never lose their right to vote, even while they are incarcerated. In Florida, Iowa, Kentucky, and Virginia, felons and ex-felons permanently lose their right to vote, without a pardon from the governor. Virginia and Florida have supplementary programs which facilitate gubernatorial pardons. The remaining 45 states have 45 different approaches to the issue. In 38 states and the District of Columbia, most ex-felons automatically gain the right to vote upon the completion of their sentence. In some states, ex-felons must wait for a certain period of time after the completion of their sentence before rights can be restored. In some states, an ex-felon must apply to have voting rights restored.”(1) B: Burden of proof As I am proposing the change to the status quo, I accept the burden of proof. I must affirm the resolution."	PRO	2
S7da97fb8-Ae8b223eb	R: Felons should have voting rights in the modern U.S.	"Clarification/Context So as to be as clear as possible. I am arguing that so called Felons should retain the right to vote in spite of being felons. Below is some basic information on the current circumstance in regard to the debate topic. “The idea of taking away a criminal's right to vote has been around since ancient Greece and Rome. A condition called ""civil death"" in Europe involved the forfeiture of property, the loss of the right to appear in court, and a prohibition on entering into contracts, as well as the loss of voting rights. Civil death was brought to America by English colonists, but most aspects of it were eventually abolished, leaving only felon disenfranchisement intact in some parts of modern America.”(1) “5.3 million Americans (1 in 40 adults) were unable to vote due to a felony conviction in the 2008 elections. This included 1.4 million African-American men, more than 676,000 women, and 2.1 million ex-offenders who have completed their sentences. “(1) “State approaches to felon disenfranchisement vary tremendously. In Maine and Vermont, felons never lose their right to vote, even while they are incarcerated. In Florida, Iowa, Kentucky, and Virginia, felons and ex-felons permanently lose their right to vote, without a pardon from the governor. Virginia and Florida have supplementary programs which facilitate gubernatorial pardons. The remaining 45 states have 45 different approaches to the issue. In 38 states and the District of Columbia, most ex-felons automatically gain the right to vote upon the completion of their sentence. In some states, ex-felons must wait for a certain period of time after the completion of their sentence before rights can be restored. In some states, an ex-felon must apply to have voting rights restored.”(1) Burden of proof As I am proposing the change to the status quo, I accept the burden of proof. I must affirm the resolution. Debate Format 4 rounds/5,000 characters/72 hrs. 1st round: acceptance 2nd and 3rd rounds: Arguments and rebuttals 4th round: Final rebuttal and closing statements (No new arguments) Sources http://www.ncsl.org... Comment if interested."	PRO	3
S826727db-A162dcb36	Felons should have voting rights in the modern U.S.	"In this round, I will state my arguments. First off, Felons already have voting rights when they get out of prison. For example, in California [1] California – Voting rights are restored after parole is completed and no longer incarcerated. Anyways, I will argue why Felons shouldn't have the right to vote. Contention 1; Dishonesty and Poor Character. [2] ""We don't let children vote, for instance, or noncitizens, or the mentally incompetent. Why? Because we don't trust them and their judgment... So the question is, do criminals belong in that category? And I think the answer is clearly yes. People who commit serious crimes have shown that they are not trustworthy."" People who are felons have committed crimes and have taken other rights of people. Such as committing murder and taking away an innocent life. As my opponent has stated above ""“We hold these truths to be self-evident, that all men are created equal, that they are endowed by their Creator with certain unalienable Rights, that among these are Life, Liberty and the pursuit of Happiness.” When a felon takes can take a life, and the happiness of that person, and the happiness of that family. What gives that felon to have rights that every American bestows? ""Eye for an eye, tooth for a tooth. When someone commits a felon, they should have some rights taken away. Voting privileges should be taken away as well. [3] "" Children, non-citizens and the mentally incompetent can't vote because of standards involving trustworthiness and responsibility. The same requirements should apply to felons"" Contention 2; [2] Congressional Authority over Voting ""Most prominently, the 14th Amendment makes felon voting a state prerogative, not a federal one..."" According to section 2 of the 14th Amendment, it's okay to take away a felons right to vote [4] ""Section 2 of the Fourteenth Amendment grants states the authority to deny voting rights to anyone with a criminal conviction, and it is up to the states to determine their own restoration process if they choose to enact one."" The 1st Amendment doesn't state ""Every U.S citizen no matter what the background, has the right to vote."" The 1st Amendment doesn't give that right to everybody, instead they give the states the choice. This is to show, Felons don't have the right to vote, it's not a right. By the 14th Amendment, Felons don't have the right to vote depending on the States choice. This Amendment clearly shows, it's not taking away a right. What should happen. [5] "" Your July 16 editorial “Disenfranchised Felons” asserts that the only reason not to let felons vote is “to stigmatize them or to continue punishing them.” To the contrary, the fundamental reason we do not let felons vote is that we have certain minimum, objective standards of responsibility, trustworthiness and loyalty to our laws that must be met before someone can participate in the sacred enterprise of self-government. So we don’t let children vote or the mentally incompetent or noncitizens — or those who have committed serious crimes against other people. The right to vote can be restored to felons, but it should be done carefully and case by case, to ensure that the person has really turned over a new leaf. To put it another way: If you are not willing to follow the law, you cannot demand the right to elect those who make the law."" Felons should be able to vote once they have turned over a new leaf and have shown over a span of time that they are capable to vote in a trustworthy matter. They need to have consequences, if they don't, what have they learned? Sources: [1] https://exoffenders.net... [2] http://felonvoting.procon.org... [3] http://www.newsmax.com... [4] https://www.aclu.org..."	CON	4
S826727db-A79a54ba4	Felons should have voting rights in the modern U.S.	"Rebuttals: Con states that “First off, Felons already have voting rights when they get out of prison.” I noted this in round one. There are some cases where voting rights are restored after the sentence is served, but not always. This is also off-point as I am arguing that felons should not have to regain their right, I am asserting they should retain/ never have lost the right to vote. Contention 1; Dishonesty and Poor Character. Con states ""We don't let children vote, for instance, or noncitizens, or the mentally incompetent. Why? Because we don't trust them and their judgment... “ We don’t let children vote, it’s true. I disagree that it is due to us not trusting their judgement. Rather it is their inability to reason. This is due to the Pre-frontal cortex of the brain not being fully developed. (1)(2) Non-citizens don’t vote it is true, not because we don’t trust them, but rather because voting is part of the social contract of which non-citizens are not a part of. Con than asks “do criminals belong in that category?” I am assuming the category being children, noncitizens, or mentally incompetent. Clearly felons should not. Felons are not children, are citizens, and if mentally incompetent would have made the insanity plea. Thus Felons do not fit in this category. We see contention one is negated. Contention 2; Congressional Authority over Voting Much of this contention merely states the status quo, not support for it. I have shown in my argument why the status ought to be changed. Merely stating the status quo does not negate or support Con’s Argument. Con argues that “the fundamental reason we do not let felons vote is that we have certain minimum, objective standards of responsibility, trustworthiness and loyalty to our laws that must be met before someone can participate in the sacred enterprise of self-government.” This is in contrast to America’s fundamental principles of Government. “That to secure these rights, Governments are instituted among Men, deriving their just powers from the consent of the governed” Con has added a multitude of criteria to vote that is un-necessary. The only legitimate government gets its consent from the governed. If felons can’t vote, they can’t give consent. Thus, making the government that takes away the right to vote illegitimate. We ought not have an illegitimate government. Thus Felons should retain the right to vote. Overview: Con has argued against the resolution essentially as follows…. 1: Felons fit into a category with the mentally underdeveloped, handicapped, or non-citizens and thus should not have voting rights. 2: Felons under the status quo do not have the right to vote and thus should not have the right to vote. 3: To have voting rights you must meet the specific criteria she lists. Number one is entirely untrue and dismissed. Number two is just a statement of the status quo not support for it. Number 3 is arbitrary and thus not strong support to negate. (1) http://www.wisegeek.org... (2) http://hrweb.mit.edu..."	PRO	5
S8fdf3c42-Af142dbb	In a democratic society, felons ought to retain the right to vote	"NEGATIVE I negate: In a democratic society, felons ought to retain the right to vote For the sake of clarity, I would like to define some key terms: (1) Democracy: a government by the people in which the supreme power is vested in the people and exercised by their elected officials (2) Felon: a person convicted of a serious criminal offense punishable by imprisonment exceeding one year I offer the following observations of the resolution: (1) Because America is a democracy, a society, and should not allow felons the privilege of voting, the United States complies with all restrictions in the resolution, thus implied by the resolution (2) The resolution clearly states ""felons"" versus ""ex-felons"". The United Nations defines an ex-felon as somebody who has completed their sentence, and a felon, as stated in the resolution, as somebody currently serving their sentence. Therefore, my opponent must prove how letting felons vote in prison is upholding a just democracy Value: Justice Value Criterion: Maximization of Fairness The Negative values justice. Justice is implied by the resolution because it deals with the punishment of felons. In order for a society to be democratic, all punishment must be fair and just. If punishment is not fair and just, a democracy cannot prosper. In this debate, I will show why this punishment is perfectly just. I will show my value of justice through the maximization of fairness. Democracy is a majority rule. Currently, the United States is comprised of over 98% of law-abiding, tax-paying citizens, versus the less than 2% of society that are murders and rapists. 98 to 2, who should get the rights? To prove my point, I make the following arguments (1) Retribution. Retribution is giving punishment that is deserved, or punishment that fits the crime. When somebody commits a felony, say rape, they treat their victim as a moral non-entity. An entity is a human being, so treating somebody as a non-entity is treating somebody less than human. So, the government has an obligation to punish this criminal. Does the government then in turn rape the felon? Of course not. This would be treating the felon as a moral non-entity, just as he did to his victim. This is cruel and unusual punishment that would make the government no better than the felon. But, the government still has to punish the felon. What is the government to do? The government must treat the felon as a political non-entity, in order to punish the criminal, yet not be cruel and unusual. Treating a felon as a political non-entity includes revoking the privilege of voting. 2) Legal Consistency. When felons are incarcerated, they are essentially removed from society – both for the punishment of the criminal and for the safety of the rest of society. In their removal from society, they lose certain rights that they would normally possess; they lose their social rights and the freedom of activity, occupational rights and the freedom to engage in the workforce, parental rights and the freedom to raise children, etc. Why, then, should criminals be allowed to maintain their political rights and the freedom to vote? There are many rights which are more basic taken away from the individual during his imprisonment; if we are to uphold some level of legal consistence and be uniform and fair in the level of punishment afforded to prisoners, then there is no reason why we should afford felons the privilege of voting and every reason not to. 3) Double Standard. By affirming the resolution, you are essentially condoning violent acts, which, as a democratic society, we are morally obliged not to do. By affirming the resolution, you are giving felons superior rights. You are not only treating felons as equal, but you are giving them rights that make them superior to normal, tax-paying, law-abiding citizens. You make the law-breakers into the law-makers. By affirming the resolution, you are saying that people who brake the law in the most brazen way, by committing a felony, would be better than a law-abiding citizen because they broke the law and still have the same amount of rights. As you can see, this is simply wrong. Thank you, and it is for those reasons that I negate the resolution"	CON	6
S7da97fb8-Abb8960bc	R: Felons should have voting rights in the modern U.S.	"Look forward to a great confrontation in round 3! BOP Now, my opponent's case is that felons should be able to vote; logically, this means we should restore voting rights for all felons, and that future felons would not be penalized by removing their right. My opponent bears sole BOP, which means he is responsible to prove that felons should be able to vote. If he fails to do so, or I demonstrate any situation where a felon should not be allowed to vote, I would win. Contention 1 - Government is just, and its powers derive from society Thomas Jefferson says it best in the Declaration of Independence, ""All men are created equal, that they are endowed by their Creator with certain unalienable Rights, that among these are Life, Liberty and the pursuit of Happiness"". The idea of God-given rights form the cornernstone of American justice and a key part of traditional American values. Jefferson continues: "" That to secure these rights, Governments are instituted among Men, deriving their just powers from the consent of the governed"". That is, government exists to protect rights. Its powers, when derived from and held by the people, are just. This includes, by nature, the power to punish those who violate rights. Contention 2 - Punishment consists of revoking of rights What does punishment entail? In general, the idea in common law is that punishment should fit the crime - that is, the more severe the crime, the more severe the punishment. The most common methods of securing punishment - those society has, throughout our history, deemed most just - are through fines, community service, and imprisonment. Outside of a governmental context, these all would be crimes. If I were to forcibly take money from you, require you to work without pay, or lock you in a small room and make it impossible for you to leave, I would be arrested. But, for governments, this is fine. Why? Because when you violate the law, you forfeit rights. Essentially, by refusing to respect the rights of others, you lose some of yours. Loss of voting privileges is just another way to punish people. It's serious nature connotes the seriousness of the crime. Roger Clegg of the Center for Equal opportunity says ""It makes sense that felons should lose their right to vote. You don’t have a right to make the laws if you aren’t willing to follow them yourself. To participate in self-government, you must be willing to accept the rule of law. We don’t let everyone vote – not children, not noncitizens, not the mentally incompetent. There are certain minimum and objective standards of trustworthiness, responsibility, and commitment to our laws that we require before people are entrusted with a role in the solemn enterprise of self-government. Those who have committed serious crimes against their fellow citizens don’t meet those standards.""[1] Contention 3 - Voting rights should only be revoked for violent criminals. One area of common ground might be that there are many people who are felons that do no deserve that connotation. Felonies should be limited to the most serious crimes - things like arson, sex crimes (rape, child rape, incest), murder, and treason. In the past and presents, states have been too loose in regards to drug crimes. People can become felons for what should be minor drug crimes, if they should even be crimes at all. The definition of 'felon' should be reduced to violent or treasonous crimes - the most despicable and terrible of actions. It is on firm ground to say a convincted child rapist, murderer, or rapist has forfeited his right to decide laws for others through his actions. These violent criminals have rejected society and its laws, and society is well within its rights to reject them. Contention 4 - Rights could be restored through an arbitration committee After a felon has served their time, it might be reasonable to consider returning their right to vote. This would not be automatic - it might be handled in a similar way to how we handle parole - there might be a voting board, which would thoroughly vet the person to determine if they are truly sorry for what they have done and are committed to living by the laws of society. This would provide incentive for felons to reform - they will be accepted back into society if they are willing to accept the laws that the government of the people has made. Conclusion In short, there is nothing wrong with restricting voting rights for felons. It works with the American legal tradition, and is a reasonable way to punish those who have decided to reject the laws of society. While the definition of 'felon' might need to be smaller, and a system to allow restoration of rights might be reasonable, there is no reason a pedophile or murderer should be allowed to decide the laws of a society he plainly rejected. References: 1. http://www.ceousa.org..."	CON	7
S826727bc-A2483b077	Felons should have voting rights in the modern U.S.	"In response to me asking how taking a felon’s right to vote protects other’s freedom con responds “Because voting is a civic duty necessary for a healthy society and criminals are anti-social with little care for civility.” Voting is a civic duty. Some criminals may have little care for civility, though to assume that for all is foolish. Likewise, a so called “felon” who has been in prison for 20 years may have an entirely different world view then when the crime was committed. Either way, as mentioned previously, felons would make up about 2% of the vote, and that is only if they all voted. Clearly there would be no harm done in allowing “felons” to retain the freedom to vote. ""I may not agree with what you have to say but I will fight to the death for your right to say it"" I maintain that this quote supports the principle behind this debate. Despite my opponent foolishly declaring that “criminals are anti-social with little care for civility” they are still part of society however removed they appear. They are still governed by the system. Again as the Declaration of Independence states “That to secure these rights, Governments are instituted among Men, deriving their just powers from the consent of the governed” Felons, without the right to vote cannot give consent to be governed and are therefore victims of tyranny. This is a violation of the founding principles of this nation. Con then says “You complain that minorities are disproportionately affected. I agree that is a problem but the problem is for another debate. That debate is about the failed war on drugs and the failed war on poverty.” I never made such an argument. Though it appears that con feels that minorities are disproportionately affected. This is a welcome endorsement in favor of the resolution. Conduct: Con has repeatedly ridiculed me in this debate. Saying things like “I can hardly believe anyone would make the argument…” and “Mind your own business.” These Ad Hominem statements have no place in debate. Con has also repeatedly committed the straw man fallacy saying “You also seem to think that Felons in America only lose their right to vote. They lose other rights also.” I never expressed such a view. “Your proposal here is to have a centralized government make a law to force states to act against our own will.” I never made such a proposal. I merely argued that Felons should retain the right to vote. Not once have I mentioned how this ought to be accomplished. Lastly and perhaps the least offensive “You complain that minorities are disproportionately affected.” I never made such a complaint. Though, it is a reasonable argument to make. I leave it to the voters to determine if the Straw man fallacy and Ad Hominem attacks are valid. Closing Statement: As con conceded, minorities are disproportionately affected. Allowing Felons to retain the right to vote poses no harm. As such, taking such a right away is tyrannical and against the principles this nation is founded on. “We hold these truths to be self-evident, that all men are created equal, that they are endowed by their Creator with certain unalienable Rights, that among these are Life, Liberty and the pursuit of Happiness.--That to secure these rights, Governments are instituted among Men, deriving their just powers from the consent of the governed”( Declaration of Independence) If the right to vote is taken away, our entire system of government cannot live up to its primary purpose. In the interest of our government filling its purpose, or in other words, securing the unalienable rights afforded to all men, it is only reasonable to conclude that Felons should have voting rights in the modern U.S."	PRO	8
S826727bc-A49a83235	Felons should have voting rights in the modern U.S.	"Rebuttal: Con says “I can hardly believe anyone would make the argument that they would want violent psychopaths and organized crime members to be casting votes from inside of the penitentiary.” It is not that I want or desire that psychopaths to vote, that would be irrelevant. The fact is that they should retain that right, otherwise they are victims of tyranny. Such would be a violation of the founding principles of this nation. Con says “I can accept what you and your peers want. I can not accept you meddling in my community and forcing us to bend to your totalitarian will. Mind your own business. Not every community will have the same wants as yours.” Again, this is not about what I want, rather about what is right. Taking away someone’s ability to have a say in how they are governed is the totalitarian path. You may not want to have felons vote, I accept that is your view but, as you said it…. perhaps you should mind your own business and not force others to bend to your totalitarian will. Con says “The Declaration of Independence is not a carefully thought out law but a cry for freedom from an oppressive centralized government.” While I agree that the Declaration of Independence is not a law, it was very well thought out. It was a cry for freedom from an oppressive government. Much of the grievance was a lack of representation in that oppressive government. Is this not a synonymous example for those who have their right to vote tyrannically taken from them. Con says “The Declaration of Independence is not a carefully thought out law but a cry for freedom from an oppressive centralized government. Your proposal here is to have a centralized government make a law to force states to act against our own will. Laws are violent things.” My opponent seems intent at straw manning my position. Rather, my position is that such a law that retained felon’s right to vote would curtail rule of the mob, or tyranny of the majority. Thus preserving freedom is on the side of voting rights, and totalitarian side is restricting such a vote. Con says “We designate an act a crime because it is injurious to public welfare. If you look at all such crimes you will find that someone is a victim and that victim has been deprived of their Human Rights. Their right to pursue life liberty and happiness. I see no problem in denying these offensive criminal their rights.” Again, my opponent’s arguments miss the mark. I certainly believe that when a crime is committed that action should be taken to preserve the liberty of others, often resulting in imprisonment and other actions. My issue is not in punishing crime, it rests solely on the right to vote. Con says “We deny inside traders access to the markets. Child molesters are denied privacy. Computer criminals are denied the use of the Internet. All are denied the use of weapons for self-defense. These decisions, as clearly prescribed in The Constitution of the United States of America, are left to the states.” Each are great example of how freedom is preserved by the action taken. How does taking a Felon’s right to vote protect other’s freedom. In the U.S. there are 5.58 Million Felons who are limited in voting rights. (1) There are 207.5 Million eligible voters. Giving felons the right to vote would hardly create a problem as it is would amount to 2% of the voter pool. Add that fact to con's view that we have ""Zero Representation because cause a ratio of representative to constituent is a million to one. That ridiculous ratio does not make a ""Representative Democracy"".” As Con seems to think voting abilities negligible due to numbers, as well as numbers show the minority that is felons in this nation, it is reasonable to conclude that there is no danger or freedom to be lost by allowing felons to vote. The only loss of freedom would result in taking away the right to vote from the felons themselves. Extended arguments: If the right to vote is taken away, our entire system of government cannot live up to its primary purpose. In the interest of our government filling its purpose, or in other words, securing the unalienable rights afforded to all men, it is only reasonable to conclude that Felons should have voting rights in the modern U.S. I noticed on con’s profile that he has the following quote… ""I may not agree with what you have to say but i will fight to the death for your right to say it"" This nicely demonstrates the underlying principle. Regardless of our personal feelings of felon’s views, there is no loss in freedom or danger in allowing them to vote. Therefore it is their right that they should vote, and such a right should be protected from the tyranny of the majority. (1)http://sentencingproject.org..."	PRO	9
S8fa3a9aa-A4c1f4f43	In a Democratic Society, Felons Ought to Retain the Right to Vote	"Though my opponent's profile says he lives in India, this debate is about felons and the right to vote in a democratic society. I am unfamiliar with Indian laws and societal expectations, as well as their standards for democracy, and under the assumption that most debat.com members are from the US I will address this issue from an American standpoint, unless my opponent can show me a reason to do otherwise. Also, standards for felonies are no longer applied in other common law countries as they have been replaced with ""summary offences"" and ""indictable offences"". In modern democracies, a felon is someone convicted of a felony. Felonies under the US Criminal Code are generally offenses that mandate a prison term of one year or more. Anything less is generally a misdemeanor or civil offense. (http://www4.law.cornell.edu...) Because of the different gravity of different crimes which may be considered felonies, it is impossible to lay out a blanket ban on voting by convicted felons. Punishment for crimes in the US and other democracies is generally considered ""correction"" or rehabilitation, and the goal is to re-integrate rehabilitated criminals into society. The deprivation of life, liberty, and/or property is generally considered appropriate punishment for various felonies, and an assigned timeframe is allotted that is generally considered befitting the crime. The basic use of punishment and reward is the basis of all criminal theory. Ordinary crime is not a threat to the social order, and society needs criminal behavior and the legal responses to it to function properly. (http://www.criminology.fsu.edu...) Putting aside the fact that all 50 states allow felons to vote to some degree(http://www.ncsl.org...), I personally believe that to fully integrate a rehabilitated criminal into society he/she must first believe he/she will be allowed that opportunity. Indeed, living in a democratic society, the right to vote is an essential part of full integration into a democratic society. So unless felons are executed or jailed for life, the right to vote should be an incentive of completing rehabilitation when rehabilitation is an option. Now on to my opponent's contentions... My opponent's first contention is based on retribution to prevent chaos and despair. I point to the US where, again, all 50 states and DC allow felons to vote to some degree- some states only through a pardon, and the US has not devolved into chaos and despair. The US has stiff penalties for crimes such as murder, espionage, treason, and other felonies for which a criminal's voting rights may never be restored, and it has lesser penalties for, say, possession of more than one ounce of marijuana which is a felony in most states, and constitutes an average of 1 year in prison(www.norml.org). I assure you this crime is not grievous enough for society to devolve into chaos should it continue, and a person convicted of this crime is not necessarily too ""untrustworthy"" to be involved in electoral politics. My opponent's second contention, unfortunately, does not make much sense to me. I cannot imagine a democratic society NOT made up of people. In a democratic society of a few or millions of people, it would be up to those people to decide how felons should be treated. The former Assistant State Attorney General for the State Elections Division of Alabama says: ""Under the longstanding system, a felon may apply to regain his right to vote after serving his sentence and paying all fines and restitution that may be due. This is a sound practice. It ensures that only those criminals who have met their obligations to their victims and who have enough civic pride to apply for renewed voting rights can play a role in selecting our community, state and national leaders."" (http://www.al.com...). I don't contend that felons ""should have the right to vote in every circumstance and situation"", and it is both unreasonable and unrealistic to take an absolute position on an issue that will have varying degrees of circumstance, ie. a murderer vs. an old lady who assists inmates with legal issues without realizing she was breaking the law (http://www.ahrc.com...). My opponent's third contention only addresses murder. Even with murder there are several degrees. My opponent affirms that one right violation allows another rights violation to exist, but in the same paragraph he states that individuals in a society may not violate others' rights in a society. This is a contradiction, but I will nonetheless address the issue. The deprivation of rights for violation of rights is part of the criminal theory. It is necessary for the proper function of society, but the deprivation of rights should (in most cases) be employed as rehabilitation. Once all faults are corrected, fines paid, and punishment completed it should be recognized as such. The continued disenfranchisement of a convicted felon who has put effort into reintegration is unjust, and goes against the fundamentals of both the correctional system and democracy itself. My opponent's fourth contention is based on semantics, but he wrote the resolution, not me. In recognition of this clever trap, let's define ""ought"" in the context of the resolution and the debate: ought: —used to express obligation , advisability , natural expectation , or logical consequence All points can be argued for pro successfully, but please choose one so as not to turn this into a wasted debate about semantics. Should society be ""obligated""? No. My personal opinion is that a society attempting to be just will at least to some degree allow felons to vote based on established law, which would imply obligation to do so. Because it is my personal opinion, I would use my vote to ""advise"" society to allow felons to vote to some degree. It is a ""natural expectation"" of many criminologists as cited in my previous sources. It is also the ""logical consequence"" of laws already in place in the US. Thank you."	PRO	10
