	id	conclusion	premises	stance	rank
0	S64a697e7-A4cccf903	assisted suicide should be legalized	"So you were simply toying with me, as goes for me as well. Let me explain myself. Having poor spelling and grammar affects the strength and overall effectiveness as it will give a bad impression for the voters; thus, they will vote for me for having better spelling and grammar as a result. With your arguments, they are lacking in both quality and quantity, and voters will penalize you for low conduct. Also, you continue to personally attack and offend me by using elementary vocabulary that only children use to make a comeback to those that have offended them. Therefore, that is not only seen as childish and immature, but you will also be penalized by the voters and you should be embarrassed and ashamed of yourself for doing that. Debates do not permit personal attacking of opponents; if this was a real debate, you would have automatically already lost this debate. Opponent also does not seem to understand my arguments; must I simplify it for you? I argued that rights are man-made, superficial, and they can be taken away when abused (similar to a privilege), and that since God is a divine entity and not a mortal intelligent life-form, He cannot get involved in such affairs. I also said, to refute your argument, that although death can be pre-determined by natural factors, they can be affected by unnatural factors as well (just like how factors like condoms, birth control, and abortion can determine if a baby is born or not). I also stated that humans do have the knowledge and power to decide if their loved ones should die or not. However, when I mentioned about the existence of suicidal and homicidal people, opponent did not understand what I meant and assumed that I was going off-topic and irrelevant to the debate. In ways it is, which is why I have put it within brackets and not between commas. But it is also relevant to the debate since I am trying to use those kinds of people as a metaphor to simplify how humans have the knowledge and power over death. If you were to actually connect my argument with that ""irrelevant example"", you would understand, but clearly, irrational people such as you cannot comprehend metaphors and thus is useless to refute against your inferior mind. You are saying that such criminals should be put in jail; you are correct in that, yet you fail to understand what I am trying to prove with it. I meant that, in a metaphorical sense, murderers have the power and knowledge to determine whether a person dies or lives - as goes with suicidal people (but only with themselves). Do you understand now? Yes, if you want to die, then by all means, commit suicide in private or see a doctor to assist in suicide. Life is precious as you said but if you are living a terrible life in which you must endure through endless pain and suffering everyday, such as an ill patient with an incurable disease or a child with abusive parents, then there is little point in trying to continue on with one's daily lives. Of course, some situations you can ease the situation, but in cases where you can't (like the patient example above), then that person going through such pain and suffering should simply kill themselves to end their lives and stop the suffering. Now, I won't go on about the negative effects of not assisting in suicide as this debate is about the legalization and not about euthanasia in general, so I will leave it at that. After recommending to bring in sources, you finally start to by bringing in statistics. You fail to back that up as there is no link or citation of the source; thus, making your statistic unreliable and false. I suggest you do that in the next round, and make sure that it is a trusted source and not a random source, thank you very much. Yes, it may be abnormal with suicide rates skyrocketing more than ever when compared to the past and in certain countries such as Japan and South Korea, but the government can prevent it through other methods besides making euthanasia illegal. Some ways are to educate the public, understand the causes, discipline people at a young age, and the like which can eventually decrease and even prevent/reduce the suicide rate. I have unknowingly helped you by giving advice on how the government can prevent suicide rather than legalizing it, but opponent has continued to have incorrect spelling and grammar, as well as low conduct even after I have disciplined opponent to prevent it."	PRO	1
1	S8e58c781-A5ebf5007	should illgle immagrants be allowed citezenship	i think that illegal immagrants should not be allowed citezship because they came to this country illegaly. they should have got a green card or a passport so they could come here legaly.	CON	2
2	S397892cd-Afdd386a3	Should the United States have stricter immigration laws.	To start the 3rd round I will apologize for my error in losing topic in the second round. Opponents argument You said that the current unemploment in the U.S is 5.5% and that it is expected to lower but I don't see how considering a lot of our jobs are being sent overseas and a lot of the jobs here are being taken by immigrants who will work cheaper than most Americans. Issues with legal and illegal immigration I believe that immigration laws should be stricter on legal and illegal immigrants. I think the law should be stricter on both legals and illegals immigrants. I think the law should be stricter on legal immigrants is because many come to this country without even knowing our language, I understand that the U.S does not have an official language but English is the most spoken in the U.S today. This is important because how can we cooperate with each other is neither of us can understand each other. But that is the only major concern I have with legal immigrants but illegal immigrants are a different story. When the first thing someone does when they enter our country is break a major law and not get punished accordingly then there first impression is that we have weak enforcement of our laws and they are more likely to break laws. Another problem is when children enter the country they expect people to feel sorry for them and then they want Americans to spend tax money on flying in illegal immigrant when it would be the same price if not cheaper to fly the children back to there home country. My final issue with illegal immigration is that when they come here they don't pay taxes but they use things that cost government money like schools and library's. Ways the U.S could improve on our immigration laws. A few ways to improve our laws on legal immigration is that we should require that they know basic English before getting there citizenship. But I do have a lot of respect for people who take the legal route to entering our country and I hope we can teach each other many things. A few ways the U.S could improve on its illegal immigration is that if you come into this illegally no matter your age you should go on trial for deportation and if you don't get deported and you want to use our schools and other government paid things then you should at least pay some taxes and not expect other people to pay them for you. I have been honered to debate you, and you have definitely challenged my views on immigration. May the best man win.	PRO	3
3	Sbf9475f7-A6018f9e	gay marrige should be legalizzed	"I will start by refuting my opponents claims and statements. Your definition of the word marriage is wrong,some countries do have gay marriage. Like : Netherlands: On April 1, 2001 the Netherlands became the first country in the world to legalise same-sex marriage, with the same rights as heterosexuals. Includes the right to adopt. Belgium: Homosexual couples in Belgium have almost the same rights as heterosexuals. They won the right to marry in 2003 and in 2006 parliament voted into law a bill allowing homosexual couples to adopt children. Spain: In 2005 Spain became the third member of the European Union to pass a law allowing same-sex marriages. Gay couples can adopt children, whether they are married or not. Canada: Canada adopted a national law allowing gays to marry and adopt in July 2005, though most provinces had already allowed same-sex unions before that date. South Africa: The country legalised same-sex unions and adoptions by gay couples in November 2006, becoming the first African nation to do so. Norway: A 2009 law allowed homosexuals to marry and adopt children. Civil partnerships have existed in the country for 20 years. Sweden: Sweden's homosexuals have been allowed to wed in religious or civil ceremonies since May 2009. Portugal: Under a 2010 law Portugal legalised gay marriage, while excluding the right to adoption. Iceland: Prime Minister Johanna Sigurdardottir married her long-time partner in June 2010 as a new law legalising homosexual marriages came into force. Same-sex couples who have lived together for at least five years have had the right to adopt children since 2006. Argentina: Gays in Argentina became the first on the South American continent to be able to wed and adopt, after legislation passed on July 14, 2010. Denmark: Denmark, the first country in the world to allow gay couples to enter into civil unions in 1989, voted overwhelmingly in favour of allowing homosexuals to marry in the state Evangelical Lutheran Church in June 2012. Uruguay: Uruguay voted in April to allow same-sex marriages nationwide, making it only the second Latin American country to do so. New Zealand: New Zealand on April 17 became the first Asia-Pacific country to legalise same-sex marriage, after a decades-long campaign. Partial Rules Gay couples can marry in nine US states, as well as in the capital Washington, while parts of Mexico also allow same-sex marriage. Brazil this month gave a de facto green light to same-sex marriages after its National Council of Justice ruled that government offices could issue marriage licenses to gay couples without having to wait for Congress to pass a law allowing gay unions. Expected Soon Britain: Same-sex couples in Britain have had the right to live in civil partnerships since 2005 but cannot marry. British lawmakers voted in February in favour of controversial legislation allowing gay marriage, despite fierce opposition from members of Prime Minister David Cameron's Conservative party. The bill has since been scrutinised by a committee of lawmakers and will be debated again in the lower House of Commons on Monday, followed by a vote on Tuesday. If the vote passes, the bill will go before the upper chamber, the House of Lords, before becoming law. Civil Unions A number of other countries have adopted laws that recognise civil partnerships and give couples more or less the same rights as heterosexuals. Countries to have recognised civil unions without yet accepting gay marriage include Germany (2001), Finland (2002), the Czech Republic (2006), Switzerland (2007) and Colombia and Ireland (both 2011) If there are countries were gay marriages are allowed the oxford definition Is wrong,because it is ignoring the fact that in some countries gay marriages is a thing. Now going to your statements of the divorce rates.i do not argue with you that most of gay people break- up. Does divorce rates mean that the gay coupels that last live times aren""t true love?Should we bann the lottery there is a huge chance that we will not gain any money why do we bann everything that is probely not going to work?We do not do that because it would take the choise away from the people. There are many reasons why straight coupels divorce less. Children:parents do not want to lose the custody of their children,they do not want the children to live without both parents. So many coupels stay together even if there isn""t any love between each other they do not want to lose their children . Property split there are many states who have very draconic laws for divorce given almost everything to the women. Gay coupels usually have less things bonding them to each other like children. So if gay coupels survive the test of time their love has been proven. My opponent does a remark that people are going to want to marry animals,objects and multiple reasons.and I shall explain why this cannot happen if we legalize gay marriage.I shall explain why this will not be possible with the legalization of gay marriage. Animals:animals cant sign legall documents.so they can not sign a marriage certificate. Objects:objects have no rights to sign any legall document ore have the ability to do it(yet). Polyamory:would be an option and I do not se why it would be wrong.if you don""t agree with me whe can have a debate on that. My opponent states that people will change laws to democracy to make such marriages legal.Democracy requires the majoritie of votes if people in the future see that as right and they are the majority then who is the minority to oppose what the majority wants. In 100 years we will be most likely be dead ,so why should we have a say in the politics of the future if we are dead. My opponent says that no religion accepts gay marriage what is false(atheism is not a religion ). Religions who accept gay marriage: -Christianity : Support and affirmation of marriage rights for same-sex couples increasingly come from certain Christian denominations that are theologically considered liberal. Some examples of religious organizations voicing their support for marriage equality include Metropolitan Community Church, the United Church of Christ ""Marriage Equality and the UCC""., theChristian Church (Disciples of Christ),[1] the Episcopal Church of the United States, the Anglican Church of Canada, the Evangelical Lutheran Church In America and the Unitarian Universalists church which has long supported the rights of gays and lesbians to marry both in the church and through the state.[2][3] Numerous progressive congregations and organizations within mainline Christian denominations, that have not yet officially voiced official support for marriage equality, have spoken out themselves in support of equal marriage rights in the church and through the state.[4] -Liberal Buddhists -Liberal Hindus -Wicca Native American religion Forbidding gay marriage is oppression of these religions,basing marriages laws one Christianity is wrong. The united states have been founded one the pricipels of church and saate separation. http://www.youtube.com... http://www.youtube.com... My new argument: Not all humans are man and woman there are uni-sex peopel .should those peopel be allowed to marry.of course they should.saying that marriage should be betwen a man and a women is ignoring that not all humans are even man or women. Note:Saying that kids need the love of both parents to be normal is saying that kids who live in a divorced coupel are not normal,kids who one of their parent is dead are not normal,saying that children who lived there entire childhood are not normal and does that sound right to any one.Childreen do not get confused by seeing gay coupels my mother had many gay friends I have many gay friends that does not mean that I got confused.I am heterosexual after having had many encounters with gay people as I was before nowing them.What confuses children is live their hole live without knowing of the existenz of gay marriage and then finding out that gay coupels exist.What they think :I did not now that gay people exist maybe I am one of them? That is all for now."	PRO	4
4	Sc8d9f8d2-Ae7d5538b	Murder should be legalised	"I will start by definition, rebuttals and then presentation of my argument. DEFINITIONS MURDER: mur""""der - /""0""4m""0""5rd""0""5r/ noun 1. the unlawful premeditated killing of one human being by another. Murderis the unlawful killing, with malice aforethought, of another human, and generally this premeditated state of mind distinguishes murder from other forms of unlawful homicide(such as manslaughter.en.wikipedia.org/wiki/Murder. the crime of deliberately killing a person. : something that is very difficult or unpleasant.www.merriam-webster.com/../murder. LEGALIZE: le""""gal""""ize - /""0""4l""""g""0""5""0""5l""""z/ verb 1. make (something that was previously illegal) permissible by law. Legalization is the process of removing a legal prohibition against something which is currently not legal.en.wikipedia.org/wiki/Legalization. REBUTTALS My adversary said, 'Why is murder not legal? Our population reached a disastorous number long ago, and we need to keep it down. Lower it. Defeat the plague of evil and corruption that has swept over our world'. My adversary has just conceded in this debate by giving weak argument. Let me ask, will killing unlawfully solve evil and corruption in our society? In murder should be legalized, it then means we are inviting autocratic rule and also autocratic within ourselves(citizens). Imagine a situation where murder is legalized, I can kill anybody of my choice, provided the person goes on my shoe. It seems like my adversary do not know the meaning of murder. Now my opponent also pointed out, that the 'population is high, so we should reduce the population'and he said, it can be done by murder. Readers, please my adversary is ignorant of the fact, that he might be a victim to that if it should be legalized. Don't you think that the population is even moderate in case we have war against the outer world. Moreover, there are ways to reduce the population which murder is not there. The following ways includes 1.re-orientation of youths. 2.abstain from sex in youthful day in other to avoid unwanted pregnancy. 3.there should be family planning and the parents should decide how many children they want to give birth to. This can reduce the population of the world if need be and not by killing some one. Imagine how horrorful it will look when my adversary watches when they are stagging knife in her mum's stomach. Ladies and gentlemen, murder should not be legalized. My opponent said, murder is the solution. You can get rid of anybody standing on your way. This alone, has shown how the world will look like if everybody should get rid of another who is on his shoes. So disasterous. MY OPPONENT'S WEAKNESSES My opponent, gave no definition which means, he will argue with my own definition. My opponent made claims which he gave no source. My opponent said, there is corruption and evil so murder can reduce it, but he didn't explain how. My opponent has ironically conceded. ARGUMENT 1.IT WILL CAUSE HAVOCS AND DISTURB THE PEACEFUL CO-EXISTENCE BETWEEN CITIZENS, AND STATES. Now if murder should be legalized, it will bring problem in our society. Our society is already facing some socio, political and economic development and if we are to legalize murder, it means we are equally bringing in more problems. Let me ask, how will we know that the population of the world has even reduced? Don't you think that trade centres will be closed? Because they will be afraid of doing something that will warrant them been murdered? And imagine the hunger strike that citizens will go into. 2. IT WILL REDUCE DEVELOPMENT. Legalization of murder will retard the pace of our socio-economic development. Now contractors and people in the field of economic and social development will have to rest their nerves because no one wants to get caught by the horror of murder. 3.IT WILL ENCOURAGE WORLD WAS THREE (3). A situation where by one gets rid of anybody standing on his shoes, don't you think America can decide to get rid of germany? Or even france if possible? Because murder is legalized. This will even encourage war. And you don't tell me that if somebody should kill ur siblings, or your parents that you won't fight back. MY STAND IN THIS DEBATE IS THIS: SINCE THERE ARE OTHER WAYS TO REDUCE POPULATION, WHICH I EARLIER EXPLAINED, THEN MURDER SHOULD NOT BE LEGALIZED. IN CONCLUSION, I defined the basic terms, rebutted my adversaries weak argument and then stated my argument. Which shows am ahead of this debate"	CON	5
5	Sc8d9f8d2-Aeddd4448	Murder should be legalised	"REBUTTALS my opponent said. Oh good, another essay for me to read. If you truly want to debate, keep it concise, I'm sick of these responses simply copied and pasted from a wiki page; very original. But then, I must say, my opponent is a novice. The wiki I pasted was the definition of terms. And if I paste anything, thats is my source of information. The pasting I did, was the definition of terms. And for my opponent to say his getting bored, it means he has conceded. I must say, that my opponent using harsh words on me, is a real form childish debate. I hate debating with people who insult me. This website is for arguing not insulting. If this is how u argue, then I bet, anybody will agree to debate with you again. My opponent before calling me an imbecile said'Think of it this way: do you want your children/grandchildren to live in a suitable environment? Just a few years of killing should do the trick. No ramifications. Just a clear, bright future for us all to enjoy. Oh yes, you're completely ahead in this debate. I couldn't even be bothered reading past the first website reference. I know what murder means you imbecile, I wrote it in my initial proposition. What is this? Did you just get ""Being an Attorney for Dummies"" at the bookstore, and rip out a couple of pages? It's just that age old debate, of one man or an entire race. Do you want your relatives now to die, so that millions, even billions can live later on? Perhaps not, but simple minds think alike, and I'm starting to get tired. Now the children you mentioned, what if they were been killed? Or what if your generation is been killed? How will they then survive? Now if murder should be legalized, and the children should suffer for some time, just as you claimed,do you think that after that period, that evil and corruption will stop? Possibly no. So no matter how you said it, murder should not be legalized"	CON	6
6	Sbf9475f7-Afc0bcfad	gay marrige should be legalizzed	Nice Topic! Look forward to debating against you, about how gay marriages should not be legalised.	CON	7
7	S2933777c-A6c5e2cbb	The monarchy should be abolished in the UK	"The title is self explanatory. I will be arguing that the monarchy is a burden to the UK and that the monarchy should be abolished and 99% of its wealth should be given to the treasury. Reasons: The monarchy is a waste of taxpayers money. in 2008 the royal family cost the British taxpayers £40 000 000. this money is spent on things such as official overseas trips and palace maintenance. Why should this money be given to them when it could be given to support our troops or fund our hospitals?{Source} http://news.bbc.co.uk... If the monarchy were to be abolished the treasury would be given vast amounts of money. If the monarchy were to be abolished and 99% of its wealth was given to the treasury it would receive £346 500 000 this money could be given to the ministry of defense or to our schools and hospitals instead of being in the possession of undeserving people. The monarchy has no place in modern British society. according to wikipedia ""A monarchy is a form of government in which all political power is passed down to an individual (usually hereditary) known as a monarch (""single ruler""), or king (male), queen (female)."" Years ago the monarchy was the dominant power in Britain. declaring wars, deciding on foreign affairs, running the country. nowadays all this stuff is handled by the British government and the monarchy no longer has a place in Britain anymore. I am done researching for the night so I will give my opponent some time for his or hers rebuttal and resume debating tomorrow if an opponent has accepted by then."	PRO	8
8	S2933777c-A551b0df2	The monarchy should be abolished in the UK	Actually the monarchy costs the taxpayer nothing, as all income from the Crown Estates is donated to the treasury (http://en.wikipedia.org...) (http://www.thecrownestate.co.uk...), which last year totalled ï¿½256million (http://www.thecrownestate.co.uk...). That means the taxpayer is actually gaining ï¿½216million each year. Then there is income generated from the royals income tax, which is in the millions (http://www.royal.gov.uk...). Royal events such as weddings and funerals also generated income for the people (http://www.bbc.co.uk...) (http://news.travel.aol.com...) (http://news.scotsman.com...) (http://www.bbc.co.uk...), we can see from television figures that Royal events are popular here and worldwide, with Diana's funeral and the Queen Mothers funeral being among the most watched events ever.(http://www.dailymail.co.uk...), which gives a scale of how much money can be generated from their events. Then there is the flood of tourists who come here on the back of it still being a monarchy, which provides an invaluable boost to local and national business' (http://www.belfasttelegraph.co.uk...). You wouldn't get that from the election or marriage of a non royal. I don't know why my opponent assumes that if the monarchy was abolished their wealth would go to the treasury, not only is that illegal (http://www.inbrief.co.uk...) but it isn't as beneficial as he may think. The Queen isn't even in the top 12 richest in the UK (http://en.wikipedia.org...), in fact she isn't even the richest monarch in the world, not even in the top 10 (http://www.telegraph.co.uk...). Most of the monarchy's wealth is in their assets, which totals ï¿½6.6billion (http://www.thecrownestate.co.uk...), so even if the treasury confiscated their wealth they would have to find buyers for those assets before any income was generated. It would make more sense to confiscate the wealth of Lakshmi Mittal, whose fortune is that of 10 monarchs. My opponent also does not realise that a lump sum injection into the treasury does not result in new projects. Economies are based on income, and credit ratings (http://www.guardian.co.uk...). If the UK were to use the monarchs wealth to build new hospitals, it would then be lumbered with the cost of their upkeep, costing the taxpayer more. As I pointed out in the first paragraph, it is far more beneficial to have the steady and vast income generated from the monarchy, which if abolished would simply go into their own pockets and not to our treasury. The argument that they have no place in British society is an odd one. In 2000 years, only 10 have been without a monarch (http://en.wikipedia.org...), and that isn't even getting into the debate of whether Cromwell was King in all but name. Does my opponent think our rights, legals systems and traditions developed separate to the culture that has always had a monarch? British society is a constitutional monarchy, without the monarchy there would be no Britain, only England, Cymru and Alba (http://en.wikipedia.org...). If British society is a constitutional monarchy, then how can the monarchy have no place in that same society? In the surveys undertaken over the last 15 years an overwhelming amount support the monarchy (http://news.bbc.co.uk...) (http://populuslimited.com...). British society obviously, not only wants the monarchy, but likes the monarchy. In fact, in a survey (http://populuslimited.com...), not one age group had less than 51% saying they could relate to the Royal family, with some age groups even having 61%. So if the British people are relating to the Royal family on many issues, how can they have no place in our society? It is obvious that as their power diminished, their role changed within the UK, and that role is one that the people of Britain appreciate. I have disproved all three of my opponents points, and shown that the monarchy should not be abolished. I await his response.	CON	9
9	S8e58c781-A89b46335	should illgle immagrants be allowed citezenship	"I think you forgot the topic question. ""Should illegal immigrants be allowed citizenship?"", is the question we are discussing. You repeatedly state that illegal immigrants are taking jobs away from American citizens, and yet if we were to give illegal immigrants citizenship, then they would be citizens. There are currently an estimated 11,100,000 illegal immigrants residing in America, according to a recent survey taken by The Department of Homeland Security. America doesn't really have any choice but to give these immigrants citizenship; it'd be impossible to send back that many people to their homelands. In order to find and deport every illegal immigrant, the U.S government would need to undergo a massive bureaucratic expansion, in order to hire more workers to find the immigrants. You stated that ""illegal immigrants take up jobs that are for us."" Employers should be allowed to hire whoever they chose to, and not be forced to hire based upon legal status. Businesses will increase in size the more people that they hire, which will help support America's economy. In conclusion to my argument, America needs to face facts; millions of illegal immigrants currently reside in America, and the vast majority of them are hardworking, taxpaying and law abiding. We should give them complete amnesty and work together to help make America a greater nation."	PRO	10
