	id	conclusion	premises	stance	rank
0	Se95c9f90-Aff7b4d4e	U.S. presidential primaries should be held on the same day in every state.	"Argument 1: Underfunded Campaigns of Small Candidates A national primary would give a huge advantage to better-known, better-funded candidates since only they would be able to finance the expensive advertising and large campaign operation needed to run a national ""get out the vote"" effort in all states. Lesser-known candidates without extensive campaign operations would not have an opportunity to reach out to voters in retail-style fashion and build support. Moreover, densely populated states with higher delegate counts would become the dominant focus of the campaigns and the media. In addition, political parties would have little control over the selection of their eventual nominee, and state party leaders would no longer have the flexibility to set their primary or caucus dates according to state-specific considerations, such as redistricting issues, state holidays, or other state and local elections. In 2008, at least 24 states held a primary on February 5, resulting in what was essentially a de facto national primary. Super Tuesday became Tsunami Tuesday. The situation was so bad for overwhelmed campaigns, party leaders, and election officials that the two parties worked together to ensure their rules for 2012 would help avoid a repeat."	CON	1
1	Sfcff81a7-Abb2f685d	Polling stations during Elections should be conducted over a longer period than a single day	"This is my first debate, so forgive me if I""m not exactly sure how it works. Here is my best case for single day polling: I submit that voting should be on one day only and as a secondary statement submit that the day could be moved to Saturday, if needed. No absentee mail in ballots should be allowed either. 1. Internet access is widespread in America (about 75% at home according to US census) that people who cannot make it to a polling location on a specific day can still vote. People who do not have access to the Internet certainly have reasonable means to find access (friend, library, school, work). Anyone who claims they absolutely cannot get to the Internet for any reason probably means they did not get to a connection because they did not value the vote. http://www.census.gov... 2. A single day vote may actually increase voter turnout. If the day is made special like Super Bowl Sunday, perhaps turnout will increase over the current apathetic levels. Last year, television ratings for the Super Bowl were about twice as high as the rounds that led up to the single day game. The reason is that it was made special, the weeks preceding the game lead up to the Super Bowl, and it was limited time frame. Those factors bring in the casual fan. On an anecdotal level, ask people next year after the game who did not watch to provide you a reason. My educated guess would be they did not watch because sports does not interest them, not because they could not find a television or device to watch it on. http://www.huffingtonpost.com... http://www.usatoday.com... 3. Inconvenience is not the major reason people don""t vote. As it is now, most states have absentee ballots that allow citizens to mail in their ballots over the course of weeks in some cases. Yet, voter turnout is still low. With the option of mailing in a ballot or showing up at the polls, participation is not low because people cannot get to a physical location on a Tuesday, it is low because the non-voters don""t care to vote for a variety of reasons. Some major reasons are: people feel like the government has for whatever reason let them down, they don""t follow politics so they don""t care to vote and the Electoral College technically elects the president so why bother? 4. I would be in favor of moving the single day from Tuesday to Saturday. Since more people work on weekdays than weekends, the Saturday date could increase voter turnout as well as provide opportunities for local celebrations and parades. If an election day were ever to bring in the casual voter like Super Bowl Sunday brings in the casual sports fan, the aforementioned civic celebrations might be the only avenue. 5. I will admit that computers can be hacked and online voting on a single day could open the process up for fraud. However, I would submit that just because a problem exists does not mean the activity should always be avoided. When cars became faster, engineers designed seat belts, they didn""t avoid driving over 20 miles per hour. Election fraud is rampant now anyway (will the word Florida suffice?). Also, online identity theft occurs but people still shop online and go on social media sites, they just need to be more careful. Since we won""t be eliminating all online activity just because it can be dangerous, why would we avoid online voting?"	CON	2
2	Sfcff81a7-Af755c90e	Polling stations during Elections should be conducted over a longer period than a single day	I often wonder if the single day voting is meant to curb voter fraud. No I don't think so. I think its discrimination against the poor and those that have to work 2 or 3 jobs to survive and feed their family. Suggestion 1 to improve voting: I think that the first time people register to vote (age 18 or above) they should be required to give a fingerprint, than at least there would be a record to identify an individual without having to require a photo ID. I don't see how a fingerprint would be invasion of privacy and it would also be free. You only have to prove who you are once with a birth certificate or other suffiecient form of ID (barring any scaring on your fingers). If this database could be used solely for elections and not accessible to law enforcement (of course could we trust them?) You'd only know a person's finger pad pattern, not what they look like and people would not have to have a photo ID if they didn't want to. Then, you could take your time to vote. Voting at your own convenience. Currently its just a tv spectacle with winners being declared often before even 50% of the vote is in for districts and states. Its not as if the switch from incumbent to the next elected official is happening that next day. Usually its like 3 months till the handover. Pretty much everything must kowtow to the tv networks. Too much money for tv. Sports are slaves to tv as well. For those that want national ID cards or required photo IDs YET they want total privacy and no records to match who voted for who, you can't have both. Suggestion #2: Better yet, align voting and taxes, then if you want to vote you have to pay your taxes (which should already be the case, even if you owe nothing or expect a refund) No taxes, no vote. Citizens benefit from services and infrastructure provided by taxes and it is their duty to pay them, voting should also be a duty of a citizen. EVEN putting the voting date on Saturday is still going to be impossible for some people. There aren't absentee ballots everywhere. Why not go further and make Voting Day a national holiday? Say President's Day? or Veteran's Day? All non-essential businesses are closed and all essential ones required to only have half day. We have holidays for really stupid crap (some just commercial holidays really), but we should celebrate voting. Representation is what we revolted from England for Still, having enough time to vote over the period of time of a week, a few weeks, or some agreed upon length of time, would be best and not have any more problems than we already have. At least then there could be no excuse for not voting. As of now many people have an excuse and some a legitimate complaint Also, voter intimidation at a polling station would take a lot more effort if it had to be manned for longer than a single day and hopefully happen less	PRO	3
3	Sfcff81a7-A27136114	Polling stations during Elections should be conducted over a longer period than a single day	"""I often wonder if the single day voting is meant to curb voter fraud. No I don't think so. I think its discrimination against the poor"". Response: with all the avenues available on a single day vote (Internet at library, shelters, could provide other government locations) voting would not only be available to all Americans but it could be convenient. 2. ""...Those that have to work 2 or 3 jobs to survive and feed their family. Response: currently all states have a form of absentee voting (vote via mail, early, etc...). Here is a link to every state""s absentee voting policy: http://www.ncsl.org.... Additionally, if the single day voting were a national holiday, that modification would eliminate work issues. Either way, every state in the country currently allows citizens to provide their work excuse and vote early. 3. ""Suggestion 1 to improve voting: I think that the first time people register to vote (age 18 or above) they should be required to give a fingerprint, than at least there would be a record to identify an individual without having to require a photo ID. I don't see how a fingerprint would be invasion of privacy and it would also be free. You only have to prove who you are once with a birth certificate or other suffiecient form of ID (barring any scaring on your fingers). If this database could be used solely for elections and not accessible to law enforcement (of course could we trust them?) You'd only know a person's finger pad pattern, not what they look like and people would not have to have a photo ID if they didn't want to."" Response: with so much difficulty passing voter ID policies, logging fingerprints would prove implausible for two reasons. First, one argument against voter ID is that some have difficulty finding their birth certificate or other forms of ID. Second, many feel it is an invasion of their privacy and denies them their right to vote. Although I support voter ID laws, the fingerprint policy would be a step up in both categories. 4. ""Then, you could take your time to vote. Voting at your own convenience. Currently its just a tv spectacle with winners being declared often before even 50% of the vote is in for districts and states. Its not as if the switch from incumbent to the next elected official is happening that next day. Usually its like 3 months till the handover. Pretty much everything must kowtow to the tv networks. Too much money for tv. Sports are slaves to tv as well."" Response: if the vote were done over a period of weeks, the spectacle and drama would be dragged out and exacerbated even more than it is now. For example, television shows such as The Bachelorette rely on this type of drama to generate ratings. Presidential elections that only occur once every four years would play right into this type of sensationalism. Additionally, the voting could not occur during the transition period between November and January. During this time, the president-elect needs to conduct business related to a smooth transition between leaders. Therefore, the vote needs to be finalized by early November, it cannot drag on for months. Although the Electoral College process does not officially elect the president until much later, there has never been a President-elect who was not officially elected by the Electoral College. 5. ""For those that want national ID cards or required photo IDs YET they want total privacy and no records to match who voted for who, you can't have both."" Response: displaying an ID in order to vote but maintaining total privacy on the actual person the voter selected is completely possible. The ID provides the voter the ballot, the voter then votes privately. 6. ""Suggestion #2: Better yet, align voting and taxes then if you want to vote you have to pay your taxes (which should already be the case, even if you owe nothing or expect a refund) No taxes, no vote. Citizens benefit from services and infrastructure provided by taxes and it is their duty to pay them, voting should also be a duty of a citizen.(I agree both are duties, but like I argued in Round 1, apathy is the problem)"" Response: The IRS is currently backlogged as it is (see link below), so involving them in the voting process would provide an even more significant delay. Additionally, the IRS experiences tax evasion fraud as well as their own surveillance scandals (see link below), so convincing Americans to provide fingerprints would be next to impossible. Lastly, you mentioned single day voting being a burden on the poor. Surely attaching a financial requirement to the vote (albeit a legally assessed tax) could provide a disincentive to conduct both actions (paying taxes and voting) and could also create discrimination similar to post-Civil War poll taxes used to deny African Americans their right to vote. It also could provide the undue burden on the poor that you refer to at the start of your argument. IRS backlog link: http://www.cchgroup.com... IRS scandal link: http://news.investors.com... 7. ""EVEN putting the voting date on Saturday is still going to be impossible for some people. There aren't absentee ballots everywhere. Why not go further and make Voting Day a national holiday? Say President's Day? or Veteran's Day? All non-essential businesses are closed and all essential ones required to only have half day. We have holidays for really stupid crap (some just commercial holidays really), but we should celebrate voting. Representation is what we revolted from England for"" Response: every state has a policy to allow citizens to vote on a day that is not the national voting day: http://www.ncsl.org.... I think our common ground is, however, to make voting day a national holiday. 8. ""Still, having enough time to vote over the period of time of a week, a few weeks, or some agreed upon length of time, would be best and not have any more problems than we already have. At least then there could be no excuse for not voting. As of now many people have an excuse and some a legitimate complaint Also, voter intimidation at a polling station would take a lot more effort if it had to be manned for longer than a single day and hopefully happen less"" Response: As I stated in Round 1, the reasons people provide currently are many times just excuses since there are plenty of avenues for citizens to vote under our current system. It would also be easier for people to intimidate voters since the government would have a tough time manning polling locations for weeks or months instead of for just one day. I had fun with my first debate, thanks for posting, this is a great topic."	CON	4
4	Sfcff81a7-A8f514b71	Polling stations during Elections should be conducted over a longer period than a single day	There are a number of inconveniences when it comes to voting in American elections, but foremost it is getting to the polling station on the particular day. In our computerized society I see no reason for there to be single election days besides for the drama it creates and TV dollars it generates. I propose that polling during elections be at least a week's worth of time A few assumptions to be kept in mind 1. all results will be held till the end of polling 2. systems in place to ensure no re-voting or fraudulent voting Round 1 Opening statements Round 2 rebuttals to Round 1 Round 3 closing arguments	PRO	5
5	Se95c9f90-A79892a15	U.S. presidential primaries should be held on the same day in every state.	Unfortunately, my opponent never provided us with any original arguments, so I am without anything to refute. Having said that, I am still able to make my own argument: Argument: Having the primaries in every state is something we should employ. We should do this because it would increase voter turnout. As it stands now, as it becomes obvious as to whom is going to win each party's respective nomination, people in states that vote later will be less likely to vote because they see it as a waste of time. On the other hand, if each state were to vote on the same day, the future of the nomination would be more in doubt, making it more likely for turnout being higher. Higher turnout ensures that our system of government remains strong, keeping us out of chaos.	PRO	6
6	S6937d4fe-A1ff2327d	Discrimination on the basis of religious beliefs should be legal in the workplace	"With many thanks to slobodow for accepting this debate, I should acknowledge that my story in the opening round was indeed ""highly unlikely"" but was so deliberately in order to exaggerate the perfectly valid point that people of faith enjoy special privileges over other employees in the workplace. For example, British Airways' rules used to state that employees' ""jewellery must be worn out of sight, beneath a uniform"" but now certain members of staff are allowed to wear jewellery openly. But who are these specially privileged workers? The senior management? Employees with long-service records? Staff that have received outstanding achievement awards? No, this extra benefit is only extended to workers with religious beliefs - anyone else openly wearing jewellery could be sacked on the spot. (1) Now let's say you were living in America prior to the last election and you turned up for work wearing a pro-Obama peace t-shirt like this one: http://shop.cafepress.com... Your boss might very well ask you not to wear it for fear of upsetting Republican customers, right? Now let's say you turned up for work wearing an anti-Obama Christian t-shirt like this one: http://www.christianshirts.net... Your boss might like to ask you not to wear it for fear of upsetting Democrat customers but he couldn't because it symbolises your faith and you are, therefore, protected by law. Okay, now let's say you are offered a job as a bank teller and the manager tells you that your hours of work are 9.30 a.m. to 4.00 p.m. Mondays to Fridays and 9.30 a.m. to 12.30 p.m. on Saturdays. Imagine you are a political activist and your committee meetings are held on Saturday mornings and you explain to the bank manager that you are unable to work on Saturday mornings for that reason but he replies that the hours of work apply to all tellers and that they form part of the contract of employment. What are you going to do? Either give up your political activities or turn down the job, right? Not so if Saturday happens to be the Sabbath in your chosen religion though. You can turn round to your future boss and tell him that you will take the job but he cannot enforce the terms of the contract of employment upon you and make you work Saturdays because contract law is subordinate to national legislation and that if he attempts to either refuse to employ you or penalise you for not working Saturdays you will drag him and the bank through the courts. Now that's not just or equitable, is it? In response to my opponent's final point: ""Discrimination is not disallowing holidays it is allowing people to insult people of separate religions due to their religious beliefs."" Holidays are not the real issue here as, while an employer is obliged to grant a religious employee special days off work in respect of their faith, they normally come out of their annual leave entitlement, which is a fairly reasonable comprimise. However, when it comes to slurs, employees are insulted at work for all sorts of reasons - it could be due to their appearance, their personal habits, their political ideals or their religious beliefs. In most cases these matters are dealt with by the way of internal disciplinary procedures but in the case of religious insults the Company can be held vicariously liable for their employees' ill-considered remarks in a court of law and suffer substantial financial losses as a consequence. In the final analysis, someone's life-long, deeply-held political beliefs cannot, and should not, be considered legally less valid than another person's religious beliefs and employers and non-religious co-workers should not be penalised as a result of this legislative assumption. Thank you. (1)http://www.thisislondon.co.uk..."	PRO	7
7	S419ec682-A2de81daf	May/June Beginners Debate Tournament: Voting should be mandatory	"I) MV undermines liberty and democracy Restrictions on liberty should be limited to things that infringe/undermine the rights of others. The Constitution of the United States grants specific powers to the federal government and The Bill of Rights therein contains certain rights that the federal government is obligated to defend. The first amendment states ""Congress shall make no law respecting an establishment of religion, or prohibiting the free exercise thereof; or abridging the freedom of speech, or of the press"". (1) By forcing someone to voice something they would not otherwise voice, we would be abridging their freedom of speech. This also forces individuals to, at times, violate their conscience. In the 2016 presidential election, 1 in 4 people disliked both major party candidates. (2) Many of these voted 3rd party but many also felt that no presidential candidate was worthy of their vote. In this type of situation it is wrong to force someone to exercise their democratic voice to support a candidate they do not approve of. II) MV doesn't incentivise political learning Forcing people to make a decision is not equivalent to ensuring they make that decision intelligently. Many people choose not to educate themselves on political matters because they view such things as unimportant to them or uninteresting and an effective way to address this would be to address the root cause. Rather than compelling people to draw political conclusions (this provides no incentive for actual political learning) we should be educating them on how specific laws will affect their lives. There are many ways to do this and doing so would increase voter turnout and would do so voluntarily. The other issue that mandatory voting would exacerbate is that of political misinformation which is extremely high. Nearly 1 in 3 Americans believe President Obama is a Muslim. (3) This is one example of the alarmingly inaccurate ""news"" being propagated on social media platforms as well as seemingly credible media sources. This effect manifests itself clearly as only 40% of the American public trust of media to report ""the news fully, accurately, and fairly"". (4) Those who are most vulnerable to misinformation and biased reporting are those who study politics least thoroughly which would undoubtedly be those who currently pay the least attention. Mandatory voting undermines the integrity of our elections by forcing the politically ignorant to vote on things that they don't know much about. III) MV doesn't lead to better representation for those most affected We should not force individuals to vote for things that they feel don't affect them. Allow me to illustrate this point with a a personal example. In my city, a special election was held that proposed a couple measures that I felt did not apply to me in the slightest. For instance, there was a measure that would increase a city tax on gas in order to provide additional funds to the school system. I did not grow up in this city and I will be leaving it in a few months. I have no investment in their school system and the tax would barely affect me because I usually buy gas on my commute to a nearby town. I believe in the importance of voting (and did so in my county, state, and general elections) but when the law doesn't pertain to me I would rather allow those who are affected offer their more knowledgeable and personally invested voice. This allows those whose voice truly matters in that city to govern that city more effectively. Those that are apathetic are more likely to vote strictly on what is claimed without verifying the claims of the potential representative or law. Therefore, forcing those who lack incentive to verify claims would undoubtedly lead to increased pandering and decreased political honesty rather than actually effective policy. This undermines the integrity of our elections and does not bolster representation. IV) MV punishes the lower class Analysts and sociologists agree that socioeconomic success is linked with higher voting turnout. According to Loretta E. Bass and Lynne M. Casper, ""Previous research shows that 'citizens of higher social and economic status participate more in politics. This generalization...holds true whether one uses level of education, income, or occupation as the measure of social status'... those with higher stakes in society are the most likely to go to the polls -- older individuals, homeowners, and married couples."" (5) This means that those affected most by mandatory voting laws will be those of lower social and economic status. Of those that didn't vote in the 2016 US presidential election, about 1 in 3 said they couldn't afford to or couldn't get the day off work. (6) Most nations and provinces that implement mandatory voting laws rely on heavy fines to incentivise voting which would clearly be devastating to minorities, younger individuals, and those in poverty. Once again we see that instead of incentivising voter turnout and addressing root causes of low voter turnout, mandatory voting discriminates, punishes, and threatens the lives and economic well-being of the most vulnerable members of society. In conclusion, democracy should never be wielded as justification to force the disadvantaged to act against their will under duress even if some may believe it to be 'for their own good'. Mandatory voting undermines liberty and democracy by unnecessarily restricting freedoms guaranteed them in the constitution. Mandatory voting also undermines elections by failing to address the root causes of low turnout such as political dissatisfaction, political ignorance, and political apathy. 1) https://usconstitution.net... 2) http://www.gallup.com... 3) https://www.washingtonpost.com... 4) http://www.gallup.com... 5) https://www.census.gov... 6) http://m.huffpost.com..."	CON	8
8	Se95c9f90-A5f9c23ad	U.S. presidential primaries should be held on the same day in every state.	My opponent seems to be absentee debating.	PRO	9
9	Se95c9f90-A61b13366	U.S. presidential primaries should be held on the same day in every state.	I'd like to thank my opponent for creating this debate. PLAGIARISM My opponent has plagiarized his entire first round argument from the following websites: https://quizlet.com... http://www.usnews.com... I ask the voters to consider this when voting on this debate.	PRO	10
