id	conclusion	premises	stance	rank
S174daab8-Afb9d49bd	Medical Marijuana	"====== Rebuttal ====== [QUOTE] 1) Beneficial in health. As noted by my own opponent, medical marijuana can help alleviate symptoms of pain, discomfort, and lack of appetite caused by many common disease, including AIDS, cancer, glaucoma, etc. This can go uncontested, as my opponent has already agreed that medical marijuana has these properties. Of course, there are even more benefits of marijuana, such as a prevention of the symptoms of Alzheimer's disease and its progression. (1)(2) A legalization of medical marijuana would aid those who are in pain from said diseases and symptoms. [/QUOTE] The main chemical used in ""medical marijuana"" that helps to manage disease is Delta-9-Tetrahydrocannabinol, more commonly known as THC. While THC can be helpful in the treatment of certain diseases, the parts of the cannabis plant used to make ""medical marijuana"" contain only 3% THC. In order to intake this measly amount of THC, the patient must also assume the numerous harms of taking marijuana itself, including the intake over 400 hazardous chemicals and numerous psychological and physiological hazards. Not only that but the few good things that marijuana brings to the medical industry have already been isolated and incorporated into a FDA-approved pharmaceutical drug called Marinol. Marinol preserves the benefits of THC while lessening or eliminating the harms brought about by Marijuana consumption. Medical professionals have noticed the notable effects of certain narcotics in the suppression of pain. Does that mean that they legalize opium or heroin? Obviously no because pharmacists can isolate the positive effects of pain suppression and reduce the rather negative effects of extreme addiction and potential for homicidal rage. Why, then, legalize medical marijuana, when the aforementioned pharmaceutical drugs are superior in every regard to marijuana? [QUOTE] 2) Reduce number of those in prison. The current amount of arrests of marijuana-related crimes totals over 700,000 thousand a year, and that was back in 2005! (3) Of these, a whopping 88% were just for simple possession, while the rest were only for sale or manufacture. (3) These inmates who have done nothing morally wrong or reprehensible are now spending years and years in prison, just for possessing or growing marijuana. 3) Help cut our spending. We currently spend more than 15.5 billion dollars a year on marijuana arrests. (4) If legalized and taxed, not only would we eliminate that spending, but we would also have a major source of revenue that would help pull us out of this recession, as marijuana is our best cash crop, pulling in $35 billion dollars per year. (5)(6) [/QUOTE] Instead of sending those people to prison, we could just make them pay a citation and the citation would depend on how much marijuana the person possesses. This would also help the recession while keeping marijuana illegal. [QUOTE] 4) Little to no side effects. Marijuana causes a very small amount of, if at all, side effects, which are negligible at best. (7)(8) 5) It doesn't make any sense to render it illegal. And that's the crux of the matter, isn't it? It is not overly harmful, if at all, and it doesn't have any second-hand smoke effects. There is simply no logical/moral reason to keep it illegal. No one should have a right to tell you what you can and cannot ingest. You don't violate the rights of others in any way, shape or form, so why should it be illegal? There is not convincing argument as to why. [/QUOTE] This is obviously false. Depending on the user Marijuana usually causes the user to become hungry, lazy, paranoid, etc... Marijuana could cause obesity from hunger and that's if the user can get food. If the user can't get food in time, they will die of starvation. Marijuana could cause people to be lazy and therefore if marijuana was legal, The recession would actually be worse. Marijuana could cause people to be paranoid and lose trust in others causing them to go insane and crime rate may possibly go up and thus, this would do harm to others. ======= Arguments ======= 1)People say that marijuana can make the user ""happy."" Unnecessary and harmful freedoms are not handed out to the terminally ill simply to ensure that they have a pleasant trip out of life. Doing such sets an unneeded and negative precedent to the rest of society. Honestly, ""happiness"" isn't an idea that falls under the umbrella of medicine, and the Affirmative plan draws no line if happiness was an acceptable use for medical marijuana. If I had a bad day at work, would I be justified in using harmful drugs as an escapism? The use of medical marijuana as a means to achieve happiness by escaping from life's problems is neither a just reason for assuming that societal harms achieved by legalizing marijuana, nor does it even fall under the concept of medical marijuana in the first place. 2)What we must see is that current treatment options are far superior to the suggested use of medical marijuana, and any minuscule benefits are far outweighed by the harms of making marijuana easily available. 3)It's obvious that the legalization of medical marijuana has been abused on a widespread basis. Taking the action suggested by Pro provides little to no benefit to those actually sick, while simultaneously harming society as a whole. 4) Marinol is a better alternative to medical marijuana. ===== Sources ===== http://www.homedrugtestingkit.com... http://www.drugs.com... http://www.justice.gov..."	CON	1
Sd7c339a6-A8f5e1583	Should Medical Marijuana Be Legal	"I believe that medical marijuana should be legal. Marijuana is customarily known as a street drug, but in recent years it has gained its credibility as a medication to treat chronic pain and sooth side effects of chemotherapy for cancer. Already 72% of doctors support medical marijuana. Cancer patients had positive feedback when they tried medical marijuana. They said things like ""It made me feel like I had an appetite for the first time in probably six months"". For the people who benefit from medical marijuana should not be criminalized. Current remedies for pain like Vicodin and Percocet are far more addictive and dangerous. In states where medical marijuana is legalized, doctors have seen a decline in opioid abuse. Making sure people actually need marijuana for medical use and are using it solely for that is where there is a valuable argument. Regulations and government involvement would need to be necessary as with any drug. This also opens up a new industry that could be profitable. There are many ways to consume marijuana than to just smoke it, which is safer to for your lungs. It is unfair to compare the legalization of the medical and recreational use of marijuana, it is a different debate as a whole. The legalization of medical marijuana could steer away from the abuse of opioids and give patients a new way of treatment that has been proven to be effective. It could also change the perception of the drug from a street drug to a medication."	PRO	2
S174daab8-A323e5869	Medical Marijuana	======== Introduction ======== I will be arguing that Medical Marijuana should be illegal while my opponent will argue that medical marijuana should be and/or remain legal. For the purposes of this debate, medical marijuana will stand as Marijuana used to help manage, suppress, or reverse symptoms from medical disorders, such as but not necessarily limited to AIDS, cancer, chronic pain, glaucoma, etc. If my opponent feels that there is something I haven't made clear then tell me during the first round of this debate and I will be more than happy to clarify as best as I can. I want to thank my opponent in advance for accepting this debate. I will let my opponent start his argument first. ====== Definition ====== Marijuana: The female leaves of the Cannabis plant as used to create a number of euphoriant and hallucinogenic drugs. Medical: Relating to the study or practice of medicine.	CON	3
Sd267a8f4-A787674b5	Medical Marijuana	"If marijuana is less toxic than many of the drugs that physicians prescribe every day, then why should it not be legalized for medical purposes? Although cannabis has been smoked widely in Western countries for more than four decades, there have been no reported cases of lung cancer or emphysema attributed to marijuana. Professor Lester Grinspoon, MD, from the Harvard Medical School, comments ""I suspect that a day's breathing in any city with poor air quality poses more of a threat than inhaling a day's dose -- which for many ailments is just a portion of a joint -- of marijuana."" Every drug has side effects, and most have potential risks. However, no other drug can do exactly what medical marijuana would do for a patient. Therefore, it should be legalized in order to benefit those suffering from illnesses such as AIDS and cancer."	PRO	4
S174daab8-Ac17b9757	Medical Marijuana	"Thanks to my opponent for his rebuttal. REBUTTALS TO REBUTTALS ------------ 1) //The main chemical used in ""medical marijuana"" that helps to manage disease is Delta-9-Tetrahydrocannabinol, more commonly known as THC. While THC can be helpful in the treatment of certain diseases, the parts of the cannabis plant used to make ""medical marijuana"" contain only 3% THC. In order to intake this measly amount of THC, the patient must also assume the numerous harms of taking marijuana itself, including the intake over 400 hazardous chemicals and numerous psychological and physiological hazards.// And that is the user's choice. None of these other 'hazardous' chemicals have ever been proved to be harmful whatsoever. I ask my opponent to source his claims to relevant studies. 2) //Not only that but the few good things that marijuana brings to the medical industry have already been isolated and incorporated into a FDA-approved pharmaceutical drug called Marinol. Marinol preserves the benefits of THC while lessening or eliminating the harms brought about by Marijuana consumption.// There are some very serious problems with my opponent's arguments. (S)He has refused to show how studies contradict his statement. In 1980, when Marinol was released, there were six State-sponsored studies running alongside the distribution of the drug. All of the studies had conclusive evidence, namely the thousands of patients who participated in the studies, that naturally grown marijuana was safer, and more effective than Marinol. (1) One study had a subject accuse his/her doctor of trying to poison him. This patient was one of the experimental trials for Marinol, not marijuana. Might I also add that tobacco and alcohol, while infinitely more harmful to the user than marijuana, are still legal? Why should marijuana be illegal, when it actually provides benefits to the user? 3) //Medical professionals have noticed the notable effects of certain narcotics in the suppression of pain. Does that mean that they legalize opium or heroin? No, they don't. However, as noted in my fifth and sixth arguments, which you tried to hide away, I noted that it was the user's choice, and that the government should have no say in what you can and cannot consume. If you want to eat very greasy food, go right ahead. If you want to smoke marijuana or inject yourself with heroin, go ahead. And if you want to consume rat poison for breakfast, who am I to stop you? 4) //Obviously no because pharmacists can isolate the positive effects of pain suppression and reduce the rather negative effects of extreme addiction and potential for homicidal rage.// Your point? Opium and heroin ought to be legal for the simple reason that it is not the government's role to tell you what to consume. If it is harmful, then the consequences are upon you, and you alone. 5) //Instead of sending those people to prison, we could just make them pay a citation and the citation would depend on how much marijuana the person possesses. This would also help the recession while keeping marijuana illegal.// This wouldn't be a proper replacement for marijuana at all. The criminals would only get harder to catch, and the citations wouldn't be as nearly as good a revenue as it would should marijuana be legalized and taxed. 6) //This is obviously false. Depending on the user Marijuana usually causes the user to become hungry, lazy, paranoid, etc...// Cite sources. Marijuana -may- cause the user to have those symptoms. Anyways, just because marijuana makes you hungry, lazy, or paranoid, this makes the drug so bad it needs to be illegal? That's just inane. And stupid. 7) //Marijuana could cause obesity from hunger and that's if the user can get food. If the user can't get food in time, they will die of starvation.// So, because marijuana may cause someone to be hungry, they will automatically become obese. This assumes that the user smokes marijuana 24/7, and becomes hungry while using it. And then you randomly say, '..IF the user can get food.' What does that even mean? That smoking marijuana will cause you to either become obese, or suddenly become unable to purchase food? That's just foolish. What's with the last statement, anyways? If ANYONE can't consume edible food within a certain amount of time, they will die. That's just common sense, and applies to everything, really. 8) //Marijuana could cause people to be lazy and therefore if marijuana was legal, The recession would actually be worse.// Let's put your argument into a syllogism. P1: Marijuana may make you lazy (not evidenced). P2: If someone consumes marijuana, they WILL be lazy. (False.) Conclusion: Consuming marijuana will make the recession worse. (Non-sequitur, and just a point blank wtf.) Obviously, I need not say anything else. 9) //Marijuana could cause people to be paranoid and lose trust in others// Okay.. //causing them to go insane// Losing trust makes you go insane. What? //and crime rate may possibly go up and Going insane ups the crime rate. Why? //thus, this would do harm to others.// More crime= More harm to others. Somehow. All of this argument is a big non-sequitur chain of fail. Voters, take note that my opponent dropped contention 6. REBUTTALS TO ARGUMENT ------------------------------- 1) //People say that marijuana can make the user ""happy."" Unnecessary and harmful freedoms are not handed out to the terminally ill simply to ensure that they have a pleasant trip out of life. Doing such sets an unneeded and negative precedent to the rest of society. Not negative. Even if it is, it is the user's choice to use said drug. //Honestly, ""happiness"" isn't an idea that falls under the umbrella of medicine,// Have you ever heard of an anti-depressant? //and the Affirmative plan draws no line if happiness was an acceptable use for medical marijuana. If I had a bad day at work, would I be justified in using harmful drugs as an escapism?// Of course! If you have the facts available to you on what the drug does, then you can consume it no matter what! The government ought not control what you ingest.// //The use of medical marijuana as a means to achieve happiness by escaping from life's problems is neither a just reason for assuming that societal harms achieved by legalizing marijuana, This argument doesn't even make sense. It's missing lots and lots of words to make it work. //nor does it even fall under the concept of medical marijuana in the first place.// The use you are describing is called an anti-depressant. Marijuana is an anti-depressant. Look at that, it does fall under the concept of medical marijuana. 2) //What we must see is that current treatment options are far superior to the suggested use of medical marijuana, and any minuscule benefits are far outweighed by the harms of making marijuana easily available.// Disproved that one a while ago. Anyways, legalizing marijuana will lower crime rates. 3) //It's obvious that the legalization of medical marijuana has been abused on a widespread basis. // How? //Taking the action suggested by Pro provides little to no benefit to those actually sick,/ Yes, it does. Multiple studies demonstrating that it does. //while simultaneously harming society as a whole.// How? Show me. It is beneficial in health, helps the economy, and lowers crime rate. 4) //Marinol is a better alternative to medical marijuana.// I call bullsh!t.(1)(2) Thanks to my opponent, and now I turn the debate over to him. SOURCES ----------- http://www.letfreedomgrow.com... (1) http://dying.about.com..."	PRO	5
Sd267acd4-Ae95c4062	Medical Marijuana	"Medical Marijuana should be legal in all states because trying to only provide it to clients and not a regular citizen creates more problems in society. A majority of marijuana users find themselves abusing it more than using it as a prescription. It is nearly impossible to keep it only for clients, so why make the job harder for the police departments and try to arrest anyone who carries marijuana. Marijuana is not a serious drug and does not make anyone become violent, yet this generation acts as though it is a crime to enjoy your own free time and relaxing to a natural plant that grows from this earth. What one person is doing to de-stress should not bother anyone else. Although it is rare to hear about someone using medical marijuana for it's main purpose (easing of pain/illness). In 2010, researchers at Harvard Medical School suggested that that some of the drug's benefits may actually be from reduced anxiety, which would improve the smoker's mood. Although some may say that medical marijuana does more harm than it does good, there is plenty of evidence to counteract this. In addition to Medical Marijuana helping to prevent seizures, it can also help to stop cancer cells from spreading. According to an article written by Kevin Loria and Jennifer Welsh, ""Cannabinoids like the active ingredients in marijuana, tetrahydrocannabinol (also known as THC), control seizures by binding to the brain cells responsible for controlling excitability and regulating relaxation."" Loria and Welsh go on to claim that ""CBD may also help prevent cancer from spreading, researchers at California Pacific Medical Center in San Francisco reported in 2007."""	PRO	6
Sd267a970-A809c0365	Medical Marijuana	"Medical Marijuana Medical Marijuana helps cure cancer so why stop it. Im not saying that marijuana is a good thing in this world, but it helps cure the ill. there is some types of marijuana that are good and some types that are bad. Marijuana has been around for centuries and helped cured lots of people through that period of time.Cancer kills people so why stop that? Medical marijuana can help with alot of types of cancer. There was over 658,000 arrest alone for having the usage of marijuana, that would cost the court a lot of time and money, so why spend more money when the united states is already in debt. There is a lot of people in this world that should use medical marijuana for their sickness/illness. Marijuana is a lot safer than alcohol. that not to say that it is completely risk free, it much less addictive and does not cause nearly as much physical damage. Some people do become psychologically dependent on marijuana, and it doesn't mean that its a cure for substance abuse problems. But, from a harm reduction standpoint, it can help. Marijuana can be used to treat and prevent the eye disease known as """"glaucoma"""" which increases pressure in the eye, damaging the eyeball, causing loss of vision. Some people would agree with my claim, and some people wouldnt. For example people would say that more people get arrested, then get treated with marijuana on glaucoma. It helps with cancer, so why stop, Do you want people to die?"	PRO	7
S174daab8-Ad0b35014	Medical Marijuana	I thank my opponent for the debate. Let's get started off with the contentions. 1) Beneficial in health. As noted by my own opponent, medical marijuana can help alleviate symptoms of pain, discomfort, and lack of appetite caused by many common disease, including AIDS, cancer, glaucoma, etc. This can go uncontested, as my opponent has already agreed that medical marijuana has these properties. Of course, there are even more benefits of marijuana, such as a prevention of the symptoms of Alzheimer's disease and its progression. (1)(2) A legalization of medical marijuana would aid those who are in pain from said diseases and symptoms. 2) Reduce number of those in prison. The current amount of arrests of marijuana-related crimes totals over 700,000 thousand a year, and that was back in 2005! (3) Of these, a whopping 88% were just for simple possession, while the rest were only for sale or manufacture. (3) These inmates who have done nothing morally wrong or reprehensible are now spending years and years in prison, just for possessing or growing marijuana. 3) Help cut our spending. We currently spend more than 15.5 billion dollars a year on marijuana arrests. (4) If legalized and taxed, not only would we eliminate that spending, but we would also have a major source of revenue that would help pull us out of this recession, as marijuana is our best cash crop, pulling in $35 billion dollars per year. (5)(6) 4) Little to no side effects. Marijuana causes a very small amount of, if at all, side effects, which are negligible at best. (7)(8) 5) It doesn't make any sense to render it illegal. And that's the crux of the matter, isn't it? It is not overly harmful, if at all, and it doesn't have any second-hand smoke effects. There is simply no logical/moral reason to keep it illegal. No one should have a right to tell you what you can and cannot ingest. You don't violate the rights of others in any way, shape or form, so why should it be illegal? There is not convincing argument as to why. 6) User's choice. The consumer is not forced to buy, smoke, or use marijuana in any way. It has no negative repercussions to anyone aside to the consumer. Marijuana does not make you do anything. If you choose to purchase and smoke marijuana, it is your choice, and the government should not prevent you from ingesting what you will, be it alcohol, tobacco, or marijuana. I thank my opponent for this debate, and look forward to his next round. SOURCES http://www.scientificfactsofpot.com... (1)(8) http://tinyurl.com... (2) http://www.nowpublic.com... (3) http://www.changetheclimate.org... (4) http://abcnews.go.com... (5) http://www.drugpolicy.org...	PRO	8
Sd267ad12-A1fab2ee8	Medical Marijuana	Should medical marijuana be legal or no?	CON	9
Sd267ad12-Aedf30aa6	Medical Marijuana	Marijuana should be legal for medical purposes, because it has been shown to be an effective pain reliever, and is less harmful to the liver than most other prescription painkillers. Especially in the case of those who are terminally ill, the negative effects of the drug are insignificant when compared to the improved quality of life it provides to suffering patients. It can likewise reduce the anxiety of the patient during severe medical procedures, and again this is further the case in terminal patients. Severe anxiety has been shown to have immediate detrimental affects on the body, and can complicate some medical procedures. Having yet another option that a doctor may, but need not necessarily prescribe or utilize, only adds more options for the medical system to serve patients. This is not to say that it necessarily should be available for the general public, but certainly for medical usage, as prescribed by licensed doctors, it has a utility that outweighs any possible negatives in many situations.	PRO	10
