	id	conclusion	premises	stance	rank
0	S64a697e7-A35b425b4	assisted suicide should be legalized	"the day i first read about assisted suicide, i was stunned i coundn't even imagine why someone would want to ""legaly"" end his days. it just soound absurd for three reasons. first, only GOD has the last word on whether or not your time has came. this shouldn't be seen only religiously, but also with logic. there is no way you can take such a decision without even thinking about whethe or not you have that power, since you didn't have any in choosing when you will be born. and so, it's just absud to choose when you will dye. the second point is that most f the time the reason why opting for assisted suicide is because people don't want to bear paint anymore. step back a minute an think. someone is very sick, we know he is going to died and everything seems so dark. it's more than normal the he will want to suicide himself just to run away form the pain. but comitting such an act is not just refusing that wonderful gift that is life, it s also running away and rufusing your responsabilities. for someone really grown up, it's understandable that pain is a normal phase in life, even that pain can show how strong or how weak we are. let's us not show that we are weak, please. last but not least, assisted suicide is the perfect pretext for families not to spend money on a dying brother or sister. money is so pretious and important ot our eyes that we are ready to give up on our family just for a few more cents. i am not saying that money isn't a good thing, but just that it make people forget the love they have for their close ones. for these three reasons, i stand in firm opposition to ha ving this law passed in any state and country. it's immoral and we are not the one choosing when we dye."	CON	1
1	S64a697e7-Acc5ff507	assisted suicide should be legalized	I am your opponent and I will be against your stance; I will be for the legalization of assisted suicide, or euthanasia, and I will refute all of your arguments. Opponent is obviously Catholic of Christian, and lacks sources, evidence, and logic/reasoning. I will find this debate an easy one to accomplish. Audience, please vote for pro - we can already tell who is going to win in this debate, so there is almost no point in debating. But, for the sake of opponent, I will debate with you and refute all of your arguments effectively. It appears that, based on your writing style and content, you lack knowledge, skill, and experience in making an effective debate with such poor writing structure. First off, you make many spelling and grammar mistakes that even a child in middle school would not make. You state that it is absurd for three reasons - what? Is this a debate or elementary language class? You don't have to write that, and while that is the format of an essay, the style of your writing is too simple and inferior to even qualify for a debate. Also, your arguments are weak and base them on reasoning and logic used by those ignorant of science and law. You lack any evidence or sources to back up your claims, and the ideas for each argument is too weak. I am sorry, but if you continue to debate like this, I will forfeit this debate as a result of your inferior debating skills compared to even a beginner in debating. As for your arguments, I will still be refuting them; whether or not you understand them (due to your obvious lack of debating skill), will not be an excuse for countering my arguments. You claim that only God has the right to determine if you should die. Yet opponent does not think first if opponent is atheist, agnostic, spiritual, or even of other religions. As stated in my other debate, rights can be taken away, are superficial, and are completely made up by intelligent life forms. Clearly God is not an intelligent life form as He is a divine creator; clearly, He is natural and therefore cannot make rights as they are man-made and can be taken away. Besides that, you also claim that logically speaking, death is pre-determined by a variety of natural factors and shouldn't be determined by humans because they lack the knowledge and power. You are completely wrong - humans can choose when to die (that's why suicidal people and murderers exist) and they do have the power as long as they get the consent and have the means to assist the said person in suicide. With your other arguments, they are too weak, irrational, and illogical to even refute. What does spending money have to do with this? I am sorry, but it is too vague, so please do explain it in the comments. Also, what does survival of the fittest have to do with being responsible for dying patients? Yes, ending their lives so you may not have to bear pain is seen as weak, but that is not an effective argument to convince the law to illegalize euthanasia. I hope for the best in you as your debating skills are extremely terrible as a child's.	PRO	2
2	S64a697e7-A4cccf903	assisted suicide should be legalized	"So you were simply toying with me, as goes for me as well. Let me explain myself. Having poor spelling and grammar affects the strength and overall effectiveness as it will give a bad impression for the voters; thus, they will vote for me for having better spelling and grammar as a result. With your arguments, they are lacking in both quality and quantity, and voters will penalize you for low conduct. Also, you continue to personally attack and offend me by using elementary vocabulary that only children use to make a comeback to those that have offended them. Therefore, that is not only seen as childish and immature, but you will also be penalized by the voters and you should be embarrassed and ashamed of yourself for doing that. Debates do not permit personal attacking of opponents; if this was a real debate, you would have automatically already lost this debate. Opponent also does not seem to understand my arguments; must I simplify it for you? I argued that rights are man-made, superficial, and they can be taken away when abused (similar to a privilege), and that since God is a divine entity and not a mortal intelligent life-form, He cannot get involved in such affairs. I also said, to refute your argument, that although death can be pre-determined by natural factors, they can be affected by unnatural factors as well (just like how factors like condoms, birth control, and abortion can determine if a baby is born or not). I also stated that humans do have the knowledge and power to decide if their loved ones should die or not. However, when I mentioned about the existence of suicidal and homicidal people, opponent did not understand what I meant and assumed that I was going off-topic and irrelevant to the debate. In ways it is, which is why I have put it within brackets and not between commas. But it is also relevant to the debate since I am trying to use those kinds of people as a metaphor to simplify how humans have the knowledge and power over death. If you were to actually connect my argument with that ""irrelevant example"", you would understand, but clearly, irrational people such as you cannot comprehend metaphors and thus is useless to refute against your inferior mind. You are saying that such criminals should be put in jail; you are correct in that, yet you fail to understand what I am trying to prove with it. I meant that, in a metaphorical sense, murderers have the power and knowledge to determine whether a person dies or lives - as goes with suicidal people (but only with themselves). Do you understand now? Yes, if you want to die, then by all means, commit suicide in private or see a doctor to assist in suicide. Life is precious as you said but if you are living a terrible life in which you must endure through endless pain and suffering everyday, such as an ill patient with an incurable disease or a child with abusive parents, then there is little point in trying to continue on with one's daily lives. Of course, some situations you can ease the situation, but in cases where you can't (like the patient example above), then that person going through such pain and suffering should simply kill themselves to end their lives and stop the suffering. Now, I won't go on about the negative effects of not assisting in suicide as this debate is about the legalization and not about euthanasia in general, so I will leave it at that. After recommending to bring in sources, you finally start to by bringing in statistics. You fail to back that up as there is no link or citation of the source; thus, making your statistic unreliable and false. I suggest you do that in the next round, and make sure that it is a trusted source and not a random source, thank you very much. Yes, it may be abnormal with suicide rates skyrocketing more than ever when compared to the past and in certain countries such as Japan and South Korea, but the government can prevent it through other methods besides making euthanasia illegal. Some ways are to educate the public, understand the causes, discipline people at a young age, and the like which can eventually decrease and even prevent/reduce the suicide rate. I have unknowingly helped you by giving advice on how the government can prevent suicide rather than legalizing it, but opponent has continued to have incorrect spelling and grammar, as well as low conduct even after I have disciplined opponent to prevent it."	PRO	3
3	S5501e83e-A5790d624	Terminally ill patients should be given the option of assisted death	"Nearly three quarters of British people are in favour of legalising assisted suicide, almost all said they could imagine opting for assisted suicide themselves if they ever suffered from an incurable illness, serious disability or uncontrollable pain [1]. The reason the majority support assisted death is because they only think of their self, they probably think it is comforting having that choice just in case. But they have not really thought it through and probably just think they would be gaining a right. They may even think that such a belief shows they are more compassionate than others. People think those who want rape to be legal are rapists etc, even though making rape legal would significantly reduce rape as women would be more responsible. People are usually more bothered about how they are perceived than implications of a law. People already have the right to refuse treatment, they don't have to be hooked to a life support machine and suffer or even take medication. They can have a dignified death already [2]. Deathwithdignity.org says ""The patient""s primary objective is not to end an otherwise open-ended span of life, but to find dignity in an already impending exit from this world. They""re participating in an act to shorten the agony of their final hours, not killing themselves; cancer (or another common underlying condition) is killing them."" However a dignified death can be achieved without killing yourself. And how can killing yourself make you worthy of respect? The answer is it can't. Fearful people will tell you anything. The message sent to people suffering with depression is that suicide is okay sometimes. If you ask anybody if they think suicide should be legal, the answer will be no way. So why do so many believe in assisted death? It is because they are told that Physician-assisted dying isn""t suicide legally, morally or ethically, and that patients are already dying and therefore are not choosing death over life but one form of death over another. [3] These are yet more lies, of course drinking something that you know will kill you is suicide whether you are terminally ill or not. It is also wrong to discriminate by allowing some people but not others the right to kill them self. Everyone is equal and should be treated as such. Supporters of assisted suicide may tell you that paralyzed people can't kill themself, and should be given the same ""right"" as other people even though no-one has a right to commit suicide. What we should do is encourage people to enjoy the life they have, and not give up hope or be miserable or waste their life. If cancer patients kill themselves rather than undergo treatment, then medical research to cure cancer is unnecessary and will not receive much funding. Suicide laws remove incentives to improve life, this is more important than trying to stop pain. It is true at one point cancer had no way of being treated, and people who could be saved will die because of an assisted death law. This is one reason why we shouldn't give up on hope. There are people who are terminally ill who can live many years longer than predicted and even those with weeks to live can enjoy life, see video below In the video I showed in the previous round the son makes his mum feel bad by saying he doesn't feel happy progressing in life because her mum can't progress. Her daughter makes her feel worthless and a burden too, she says she doesn't want to see her mum suffer but instead of making her feel better she says she'd like her mum to die. Assisted death law causes family members to think they don't have to be strong for someone, and make it possible to make someone feel worthless without nobody saying a bad word to them. The mother's fear of blinking for yes or no is unrealistic like all fears are. It is wrong to enable people to reduce the quality of someone's life, so that it can end sooner in order to inherit something sooner or make life easier. Just because someone has a person's permission to do something doesn't mean they should. The little girl in the video made a choice based on a lie (just like those told they'll have a dignified death) about going to heaven and having to wait to see her parents in happy land. If children who are terminally ill can have assisted suicide, what's next? Will everyone be allowed to kill themselves? Will you even have a choice? Spending more time with family is better than dying sooner, you may die before a cure is found. I still don't know why it is so important to know exactly how long you have to spend with family and friends. Family members and friends will not be comforted, they will find it harder to enjoy their own life because they'll be counting the days down and have less time with someone they love. They'll feel guilty enjoying life when they could be spending time with someone with little time left. Assisted suicide means a lot of people will witness someone close die, it is unlikely they'd witness someone die if it were illegal, The 29 year old woman in your sources says ""My question is: Who has the right to tell me that I don't deserve this choice? That I deserve to suffer for weeks or months in tremendous amounts of physical and emotional pain? Why should anyone have the right to make that choice for me?"" - Clearly, she thinks that anyone who opposes assisted suicide wants her to suffer. The reality is no-one is making any decision to make her suffer, or saying she should suffer, people who oppose assisted suicide are just against her killing herself because they think she should enjoy life, and set an example to others i.e. show others that life is worth living. [1] http://www.dailymail.co.uk... [2] http://www.nhs.uk... [3] https://www.deathwithdignity.org..."	CON	4
4	S5501e83e-A6f9156e2	Terminally ill patients should be given the option of assisted death	The US national library of medicine did a study on the attitude of terminally ill patients toward euthanasia and physician assisted suicide. In this study they had 70 patients. 32 men and 38 women with a median survival of 44.5 days. 73% of these patients believed that physician assisted suicide should be legalized. The main reasons for choosing this option where pain and their right to choose. As for the pain. Yes it can be managed, but that does not mean the pain will go away. The further into the illness the patient is, the more pain there will be because of the illness spreading and taking over their body. Drugs can only control so much, and a doctor can only give so much medicine before it becomes dangerous. By dangerous I mean too much medicine could cause an overdose, or could cause other side effects such as difficulty breathing which would add more pain for the patient. As for freezing the patient, I am not sure what you mean, but I am going to assume you are talking about cryogenic ally freezing. To be cryogenically frozen the patient must first be pronounced dead. It is illegal to cryogenically freeze someone who is still alive. There are scientist and doctors out there who are always looking for a cure to every known disease out there. however, it takes time to find a cure, and once found it takes an average of 7 years to get the drug into the market. Given how most terminal patients only have 6 months to live, they won't have time to get the drug. Some illnesses do take longer then 6 months to kill, such as aids. However, most patients don't think about ending their suffering, or don't want to end their suffering until it is too much for them to handle. There are certain medical things a doctor looks at to determine the amount of time a terminal patient has left such as how far a cancer has spread and how fast the illness is taking over someone's body. They might not always be accurate, but it is only a guess, which most of the times is pretty accurate. it might not be accurate right down to the last second or minute or hour, but it is close. Selfish is defined as lack of consideration for another. in the case of a person not letting someone make the decision to end their pain is selfish because they are not considering the fact that the person is suffering. With assisted death, the patient can choose when to end their suffering. That would give the patient time to spend with their loved ones and they would know how much time they have left with them. It would also save the patients family from having to watch their loved one suffer in pain. Respect is defined as deep admiration for someone. when you respect the patients decision to end their pain it is not sending a message that their life is less precious than anyone Else's. It is saying that you respect that person's decision. They have a right to say what happens in their life. to say that they don't have a decision is sending a bad message to others. it is kind of like saying you don't think they can make their own decision, as if they were incompetent. Legalizing assisted death would not cause more terminal illnesses. If it is legalized it gives the terminally ill patient more options. It gives them control of the illness. They won't lose respect for themselves because they are given another option. Saying that a terminally ill patient at the end of there life is not the person you once knew is not devaluing the patient. it is simply stating that the person who once was able to run miles without stopping, loved to laugh and hang out with friends, and paint, is no longer able to do that. they lost the things they loved and once looked forward to doing every day. yes they still have their family, but they can't do anything with them like they could before the illness which causes sadness. You would be watching someone who once was happy and always had a smile slowly wither away in the pain into someone unfamiliar to you. Their is nothing to fear but fear itself. so why should someone fear death, and not knowing when they will die? Giving the patient the option to end their pain would put them more at ease and give them time not to fear, or lessen the fear of death. http://zidbits.com... http://www.ncbi.nlm.nih.gov... http://www.skirsch.com...	PRO	5
5	S64a697e7-A9237bd10	assisted suicide should be legalized	i do not understand how telling me that i have a poor grammar and what so ever has to do with the topic. my opponent past most of his time repeating it over and over, and i see it as a lack of arguments. what i mean is, if he doesn't have any more exciting arguments to tell us about, then it's too bad. also, my opponent talks about murderers having a role to play in death rate. really? are we encouraging that? futher, you say that rights are man-made and that they can be taken away? that is right, but when we talk about right to life, what does a murderer has to do with that? those are criminals, and are to be put in jail. so you claim that life can be taken away by men, and that god doesn't have anything to do with it? well, it implies that whenever i fell like dying, i can just see a doctor. come on, everyone knows how much life is pretious and how many people would end their lives at the first occasion. in fact, according to a WHO survey, 116 men and 45 women committ suicide every year in greetland. it that a normal thing? of course not, and instead of legalising suicide, each government would better try to understand why people would leave sadness arround and may be try to change that, than saying yes,, go ahead, kill yourselves! where is our bright and shiny future we so often talk about then?	CON	6
6	S5501e83e-A9f8ec2f3	Terminally ill patients should be given the option of assisted death	When you say there is no treatment and no hope for the terminally ill it simply isn't true. Medicine is not only used to help with pain, it can extend the life of a terminally ill person, and there may even be a way in the future to cure any illness. There are other ways to manage pain e.g. taking your mind off it. http://www.gcu.ac.uk... No-one wants to suffer, or see someone close suffer, and if told by a doctor they have no hope of getting better, it is easier to focus on ending that pain rather than thinking about positive things and others that make you happy which lessons pain. People are generally selfish, they think that having an extra right is always a good thing and having less rights is a bad thing, but often fail to think what it would mean if people can have an assisted death. Wanting to end your own pain is not selfish, however ending your pain by killing yourself is definitely selfish as you'd be thinking of yourself and not others. Not wanting to see your family see you suffer is not a good reason to kill yourself and doesn't mean you're thinking of others since killing yourself is not the only way to stop others see you in pain. Whether you suffer or not is determined by your way of thinking. Not all people who are terminally ill want assisted death, this is proof that it is possible for everyone to enjoy life, find meaning to the very end. Would you like to be invited to a party but at the end you watch a family member die? Even if you don't watch, you'd have a last vivid memory of them moments before they died instead of remember something positive from yesterday or another time. They might say goodbye but those words would hurt. You may not support their decision, but you'd have to come and support them through being there or else you might not get along very well with your family. Isn't it wrong for someone to kill them self believing they are a burden and things will be better without them? Making assisted suicide legal would send the wrong message that suicide is okay sometimes. Somebody who wants to kill them self is mentally ill! Pain and disability is not a good reason to kill yourself. All life is worth living, allowing certain people to kill them self devalues life. No respect will be given to those who need it most for example those who are disabled and in pain, more people will die by assisted suicide. People with disabilities who choose to get on with their life won't want to hear people say they are ending their life before they become like them. Terminally ill people are not simply choosing one death over another, they are choosing to die earlier as a result of having a mistaken belief. I'd much rather choose to suffer with pain and feel it is worth living than die earlier feeling my life is not worth living, even if my actual death is a bit less painful. Death happens pretty quickly and is nothing to fear. We should strive to enjoy life to the fullest whatever our condition. People who are paralyzed and so feel no pain but who have a terminal illness might still want an assisted death due to suicidal thoughts. Eventually everyone will be able to kill themselves and people will not value your life or anyone else's. Legalizing assisted death means less funding for cures, less reason to seek cures. The easy quick solution to an illness will be taken - help them kill themself - it saves money. People's lives won't mean anything. Is it right to give a suicidal man a knife so he has the option to slit his throat, or should we tell him that life is worth living. Having options sounds like a good thing but some options are best not having. The mom in the video I posted is made to feel worthless, anyone in pain would want to end pain, her daughter says she'd rather her mum die. This is not what is best for her mum even if that is what she says at that time. The mother openly discriminates against disabled people saying that she'd rather die before she is disabled. People who suddenly become disabled will really struggle to find new meaning in life. In the other video, the girl can't understand the choice she was making, one she is too young, she was told about heaven when she is impressionable. If someone doesn't choose assisted death no-one will be counting the days on the calendar, they will carry on living their life without guilt. Knowing exactly when someone is going to die is not comforting, if you are in pain and thinking the pain will end then, you are looking forward to dying i.e. not existing, rather than looking to enjoy life while you can. Without assisted death the whole family probably won't witness the terminally ill member die, they might die peacefully in their sleep. Gathering the whole family and friends to witness you kill your self will not make you value your life more or think of positive times. You'll probably be looking at people who didn't turn up etc. Saying 'no' to assisted suicide is not making any decision for them. It is possible to shorten your life already by refusing treatment and die in dignity. No-one is saying 'terminally ill should suffer', people want others to value the life they have and value other people. Thanks for having this debate with me.	CON	7
7	S64a697e7-A80be8f76	assisted suicide should be legalized	I forfeit this round; vote for pro.	PRO	8
8	S5501e83e-Ab918c4f8	Terminally ill patients should be given the option of assisted death	"Once again, the poll you have used makes a great point for my side of the debate. Most people want to legalize assisted death. However, as I stated before, they want it legalized because of the pain they are in, not to be selfish. Yes, they want to end their own pain, but can you really call that selfish? They are not only thinking of themselves. They are thinking of their loved ones as well. They don't want their family to see them suffering. As for your statement on rape and how legalizing it would make women more responsible, I don't want to even start on that subject and how appalling the statement you just said was. Yes, patients do have the right to refuse treatment. However, with a terminal illness, there is not treatment. That is why it is called a terminal illness. They are only given the medication to help with the pain, which will eventually take control of their bodies, and a respirator to help them breath near the end of the illness. When a patient wants to die with dignity, they usually mean they want to die before the illness takes over so much that they cannot do anything by themselves. As the lady in the video you showed in your last argument said. She didn't want to get to the point where she was answering questions with blink once for yes and twice for no. She wanted it to end before she got that bad. We are not sending messages to people with depression saying that suicide is ok. We are NOT talking about mental health issues in this debate. So many people think assisted death is ok compared to suicide because they are for different reasons. Suicide is done by people who are depressed or have another mental disorder that CAN be treated. Assisted death is done by patients who are terminally ill, in pain, and CANNOT be treated. People who are terminally ill are choosing one death over another. Let's say that you were suffering from a terminal illness. At one point, the pain will be so bad that no drug will be able to treat it. You could spend days in that kind of pain. What would you choose? To die before the pain gets so bad it can't be controlled, or to suffer with that pain for days and die with it? Assisted death would be a more comfortable death for a terminally ill patient. They won't have to feel the uncontrollable pain surge through their body as they are about to die. Somebody who is paralyzed can still live their life without pain if the paralysis is not caused by a terminal illness. Therefore they would have no reason for assisted death. Terminal illness has NO cure. So a terminally ill cancer patient would have no treatments that would work to cure the disease. Legalizing assisted death does not mean that they should stop looking for a cure for the disease or that the research would receive less funding or that it would remove the incentive to improve life. It only means that until the cure is found, we don't let people suffer in pain. As for the video. Every terminally ill patient handles things differently. That is why assisted death would be an OPTION. Not something that is forced on them. In the video in your previous argument, the daughter and son are not making the mom feel worthless. They asked the mom what she wanted. She wanted to end the pain. The daughter wanted what was best for her mom. She wanted what her mom wanted. To end the pain. Saying that the moms fear of answering question by blinking is not realistic is a lie. It is what can happen to terminal patients near the end. They are placed on a respirator to help them breath, so they cannot speak, or the muscles in their body just simply stopped working, so they cannot say anything. The parents gave the child the choice of heaven or hospital because the next time she got sick with something as simple as a cold, she would have died. If she chooses the hospital, they would only keep her hooked up to machines until she died. If she stayed at home, she could die peacefully in her own bed with her family. What she was told was not a lie. They were only telling her what I told you in the way that a five year old would understand. Even if a patient does not choose assisted death, their family will still be counting down the time they have left with them. The reason it could be so important to a terminally ill patient to decide when they die is because it could be a comfort to them knowing that they won't have to die in so much pain and they will know exactly when they will die. Yes, not everyone knows when they will die. But in the case of a terminally ill patient, they do have and assessment of how much time they have left. Even without assisted death, the family would still witness the terminally ill family member die. It is not something they can stop from happening. In the article I shared with you she is making the point that no one can make this choice for her. No one has the right to make the choice for her. It is her life. She wants to make the decisions about it. You said ""The reality is no-one is making any decision to make her suffer, or saying she should suffer"". When you do not allow a terminal patient the option of assisted death, you are making the decision for them. Since this is the last round I will summarize the key points to my argument below: Options the patients right to choose what happens in their life to end the pain it is inhumane to let someone suffer against their will statistics show that most people want to legalize assisted death terminal illnesses have no cures Just because assisted death is legalized doesn't mean you stop looking for cures * just to clarify, this debate has nothing to do with mental illness."	PRO	9
9	S5501e83e-A592c12ce	Terminally ill patients should be given the option of assisted death	I will begin this debate by defining Terminal Illness. A Terminal illness is a disease that cannot be cured or treated and that is reasonably expected to result in the death of the patient ( most terminal patients have about 6 months to live ). With that definition you can see that there is no treatment for a patient who is considered terminal. The only thing they can do is sit and wait to die. In that time there pain will worsen. There are few things that doctors can do to help the patient. They could place them on a respirator to help them breath or they can give them drugs to ease the pain. However as the disease progresses the drugs will no longer help the pain. That is why assisted death should be an option. Imagine you had a loved one with terminal cancer. The doctors told you they had six months to live, and they are now in there 5 month of being diagnosed. They are in so much pain it hurts them to even move an inch, and the drugs the doctors have them on are no longer working. They want to die. What would you do? To not let them die because you want to spend more time with them would be selfish and inhumane. They are in pain. They are no longer the person you once knew. If they where given the option of assisted death and they wanted it, you should respect that. http://www.lonestar.edu... https://en.m.wikipedia.org...	PRO	10
