	id	conclusion	premises	stance	rank
0	S472d8abe-A8d8336ee	A Full Time College Education is Not Worth It	"Due to recent events in our debates I have come to see that even though nationwide high schools now encourage students to strive for four-year universities and colleges I have come to ask myself if those four long years are really worth it? For many, a four-year college is an impossible option and other times for those who do strive for their education find themselves lost of what to now do with their acquired education. Seeing on the Debt.org website, an organization dedicated to aiding in college grads debt, that ""...college graduates are left with a diploma and an enormous financial burden of credit card and student loan debt "" and maybe no job in sight"". Especially focusing not just on these student's debt but also how they may not be able to even find jobs. In order for this economy to flourish we need a stable working class, but if the majority are jobless and in debt our country will plummet. In order to evade such disaster perhaps it should be taken into account that these full college educations are not worth it and instead strive for an Associates that can still provide well paid working jobs for many; trade skill occupations."	PRO	1
1	S472d8abe-Aba8b1b82	A Full Time College Education is Not Worth It	"I cannot deny that four-year college educations do provide higher paying jobs compared to a person with only an associate's degree, but even though the person may make more money it all depends. It depends on the major the person took, it depends on the amount of debt they will be in, it depends on the college they went too, it depends if there are even jobs available for them after graduation. I say this because yes, all college education does cost money, but some a lot more than others and it is because of this cost and rate of recent unemployment for certain jobs why perhaps the four-year education is currently not worth all its time and effort. While there are grants and scholarships for full time four-year college students to apply for to aid in their debt, that is if they take the time and effort to do so, many cannot forget that even after graduation and debt there also may lie unemployment and underemployment. Seeing in the online website article,"" The Economic Policy Institute"", last updated in April 21, 2016, that, ""For young college graduates, the unemployment rate is currently 5.6 percent (compared with 5.5 percent in 2007), and the underemployment rate is 12.6 percent (compared with 9.6 percent in 2007)"". Despite how low these rates may be now it cannot be ignored how dramatically the percentage changed from 2007 to 2016 in the underemployment rates and shows that in the due future these rates will only become increase. Through this percent of people who face underemployment and how it will begin to grow over time it can be seen that many people will have their four-year degree but most will never work to their educations actual potential. Lacking in that higher paying job they so longed for and then for those who had not applied for grants and scholarships finding themselves stuck in debt that they cannot escape due to their underemployed job. It is not common, but there are associate's degrees that allow a pay just as high as any bachelor's degree may provide. It is with these certain opportunities that people may take through a shorter college life that they will end up with not only a much smaller debt but also a well paid trade and working job that are currently in the need and are not facing unemployment or underemployment."	PRO	2
2	S472d8abe-Ac816cc0f	A Full Time College Education is Not Worth It	"One of your arguments are the factors of underemployment and unemployment rates when in fact it does rely and depend on the major or career. Many jobs today are being replaced by machines therefore people in society and undergraduates need to focus on being a full time student to get a four year education or higher to acquire skills and knowledge that can not be replaced by a machine. Whether a full time education is truly worth the time and money, one person may argue that with loans and being in debt may seem like a stressful situation, it pays off drastically with time. With a four year education, a loan can be paid off in a couple of years while still having a comfortable lifestyle. For instance, a family practice (doctor) goes to school for a total of twelve year (four years at a university, four years at medical school, and three years at residency) the tuition may seem high but he/she would be making around 325,000 annually so in numbers, it seems worth the time and energy to put force into a full time education, if the loans/debt will not be as a big deal to pay off. The conversation of underemployment and unemployment justifies the fact that the competition between a full time student and part time student is existing but the job or position will most likely go to the more committed student with more experience and education. Without being said, the rates of unemployment and underemployment are higher in California due to it having the highest population in the U.S with more people seeking classes in specific majors and jobs. This is why programs like the Regional Admission Counselors of California (RACC) is composed of college admission professionals who represent colleges and universities outside the state of California. They help students go out of state into universities with the same system and potentially find jobs and positions out in other states where the unemployment is not as high as California. With all this being said, myself as a high school and college student I would be lying if I said money was not a concern for me. However, according to Nerd Wallet, a website helping people save money had Devon Delfino, someone who personally invested in student loans wrote an article on December 16, 2016 called ""Advice From 3 People Who Paid off Student Loan Debt"" states that small adjustments make a difference into paying off student loans like ""tracking your credit score, using the avalanche method, and taking holistic approach to your finances"". All in all, this is something that will help students be young responsible adults and the rewards of a full time education will help take them to that next level."	CON	3
3	S472d8abe-Ab4c1c6e6	A Full Time College Education is Not Worth It	"Moving past unemployment, underemployment, and debt I would like to focus on life after a person has graduated a full four year college. Based off your claims I cannot deny that a person with a full college education does make more money than a person who decides to skip college or only work for their associates. Even seeing that unemployment and underemployment may be avoided if a person really strives out of a state such as California where finding jobs is much more difficult. But even though a person may find a job and pay off all their debt how long will it take for a four-year college graduate to finally live a normal life? Based off the online article website, ""The Balance"", and their article ""Making it Between College and Your First Job"", last updated March of this year, they state that it takes up to six months for a college graduate to find a job, depending on their field and the current economic conditions. Six months may not seem like a lot of time but compared to an average person without a degree who can find a job in between six weeks, there is a huge gap. Within these six months the graduate will need to not only figure out how to manage their lives but also figure out how else they will support themselves. This last issue many college graduates then face after college are the delays in their life. Facing the fact that compared to a person without a degree and who has already a paying job the graduate will then need extra time to move on with their lives. Finding delays in saving for retirement, delays in buying their homes, and maybe even delays in getting married. A full college education can take a majority of a person's time and while they are busy studying it takes time away from preparing for their life after college. However, because a person with a full college education can afford a home and save for retirement much quicker than a person without, it then all depends on the person. Some people would prefer living their lives out rather than having a college education and if that is their preferred life so be it. Overall, a college education can benefit those who decide to follow that path, but they will face their share of hardships during and after just as a person who doesn't go to college will face their own working difficulties."	PRO	4
4	S472d8abe-A2bdc4692	A Full Time College Education is Not Worth It	"Increasingly in the past couple years, people have seem to forgotten the immense value of a college education, more specifically a four year degree. However a four-year degree(full-time) is more valuable now than ever. In a time of unbelievable competition in the job market, something has to be done to separate the best from the average. A four year degree shows not only knowledge in a specific discipline but also shows that one had the commitment to get the degree over a period of time. In the choice between a person with a four year degree and a lesser education, the person in the four-year degree tends to win due to the credibility of crendtials and knowledge. A four year college degree also gives an immense amount of options, compared to a two year degree which allows trade specialization. A four year degree allows trade speicalization of a two year, but also a lot more options that the other may not have available. A lot of the best paying workers start with a four year degree. In a dynamic world having options is invaluable and if you want real options of four year degree is the way to go. A full time education/ a four year degree often causes debt but so does any college education, however schooling for any comfortable life style costs money. The existence of grants and scholarships help offset much of this cost. Studies show that a full time student make more money faster than a part time student. According to Erica Loop who published an article called, ""What Benefits Are There for Being a Full-Time College Student Over a Part-Time Student?"" states that ""A full-time student is more likely to receive the full amount of the grant than a part-time student is"". It is more common for people with 4 year degrees make substaneously more than those with a Associates so people with a higher education degree have more of a capability to pay it off. Also some student may be discourage by the amount of time in order to be successful and loose focus."	CON	5
5	S472d8abe-Acdd3b6cc	A Full Time College Education is Not Worth It	"It is true that finding a job or position after graduating can be hard but like you said it all depends on the person's work ethics and situation. This may cause people to get a job from six weeks to six months depending on the major and area. Some areas need more jobs than others depending on the community's needs, resources, and stability. Some colleges have programs that make it easier to find positions for specific majors and it also depends on how bad the job seeker truly wants it. No matter what kind of education one accquires, full time or not, a person will have some difficulty finding a job. But it is after the position is obtained by an individual that makes the true difference. One goes to college to obtain a better and comfortable lifestyle by earning a greater salary. Charles Purdy published an article called ""10 Job Search Mistakes of New College Grads"" by a website called Monster Worldwide Inc, offering career advice and researching the top mistakes most job seekers and grad students make. Some of the mistakes listed on the website were not using the college's career office, not taking the job interview seriously, appearing unprofessional, setting expectations too high, misusing the internet, relying solely on the internet, and not being proactive enough. To elaborate on students and job seekers setting the expectation to high, most of them think of the perfect job instead of their ""first job"" or actually giving it a fair shot. In this economy, the first job should be about finding a position where one will learn great deals and skills, be super busy, and be surrounded by lots of people in order to get familiar and be more hands on with their career or major. Afterwards, there is always the option of transferring to another location if the first job isn't meeting their expectations. In conclusion, achieving any sort of education may seem challenging but the sole purpose of obtaining an education should motivate one to achieve greater than what they had before, whether it's a high school diploma or associates degree. A full time education may seem stressful but one should keep their eyes on the prize once their journey is completed."	CON	6
6	S1788cfe5-Aabb843f5	The cost of a college education outweighs the benefits	I’d like to thank my opponent for this debate and also apologize for the late response. Before I begin addressing the contentions, I’d like to point out some issues associated with the way my opponent has set up this debate. First of all, because my opponent has not set any specifications for the term “college”, I’m going to assume that he’s referring to post secondary education in the United States. Additionally, we must also place a distinction between the inherent and extrinsic costs of college. For example, we can still have colleges without student loans; it is simply the government’s choice whether or not to distribute them. Ergo, student loans are not an inherent cost of a college education; they are simply extrinsic costs that should not be associated with the “cost” of maintaining a college, making my opponent’s second contention a moot point. We must also draw a distinction between private and public colleges, as they are funded differently and receive different kinds of subsidies, which I will address in the contentions. ===THE CASE=== Do individuals benefit from investing in a college education? My opponent’s case hinges on the belief that college education does not necessarily lead to a career or a decent salary. To prove his point, he posts a bunch of unsourced statistics: “College graduates under 25 that have a humanities major, 25.2% of them are not working, 29.4% have job that doesn’t even require a college education. Only 45.5% of them are working in jobs that require a college education”. The first problem with this argument is that the statistics he uses to back it up are biased and inconclusive. Obviously some majors are more likely to yield careers than other majors. To put this skewed statistic in perspective, only 4.2% of university graduates are unemployed six months after graduating if we account all majors [1]. Additionally, whether the job they land requires a college education is irrelevant, because a college degree is still an important credential which helps secure employment (even if I were looking for a cashier, I’d rather higher a cashier with a diploma than one without). The second problem with this argument is that it needs some relative statistics to put the information presented in perspective. This relativity is essential because without it, we don’t know whether the high unemployment rates are the result of an inefficient college education or just a frail economy, and when we look at the employment rates for America as a whole, what we find is that high school graduates are twice as likely to be unemployed when compared to college graduates. We can safely conclude that despite side proposition’s misleading statistics, college graduates do have a significantly higher employment rate because of their investment in a post secondary education. This idea of relativity brings me to my constructive argument. The fact is that when we tally up unemployment rates, the degree you major in, the number of years it takes to major and everything, what we find is that the individual with a bachelor’s degree earns, on average, almost 1 million dollars more than the individual with only a high school diploma [2]. I’d gladly invest $20,000 – $30,000 for a million dollar return. Monetarily speaking, from the individual standpoint, college is an efficient investment and much more beneficial than costly. Additionally, one must not forget the experience of college, which, to many students, is priceless. Skipping college would mean missing out on college means missing valuable education, networking, and social opportunities (such as college parties). So unlike what my opponent suggests, the average college graduate will most likely not “always be in debt”. What’s more likely is that you’ll go to college, have a great time, and land a career that’ll net you almost a million dollars more than your high school graduate neighbors. Because of the reasons that I have stated, college is clearly beneficial from an individual standpoint. Does the government/society benefit from investing in a college education? My opponent’s argument here is essentially just pointing out how the government has to subsidize colleges, and that the subsidies can go into other much needed investments. This argument falls because my opponent does not state how much money goes into the college subsidies (like saying there is a cost, without saying how much the cost is), and because college subsidies need to be broken down to the cost of college per se and extraneous costs. This needs to be broken down further into subsidies for private and public colleges. When subsidizing public colleges, the government needs to fund the entire cost of building and maintaining the college. I accept that this is a cost of a college education, but I’d just like to point out that the tuition costs of public colleges goes back to government coffers. When subsidizing private colleges, the government basically does three things. The first thing that the government does to subsidize private colleges is offer students financial aid. I have already explained why student loans should be dismissed, as they are not a direct cost of college. Even if my opponent can somehow prove that they are, the point about the inefficiency of providing student loans falls because government loans/subsidies per student have been falling due to increasing attendance rates, and tuition has still never been higher. The government also gives grants for research teams. However, these grants cannot fully be considered subsidies because we are essentially buying information, which is something we benefit from. Lastly, the government gives tax breaks to private colleges. If we disregard financial aid, private colleges are basically a self sustaining, mutually beneficial industry, that does not have a cost. Finally, I’d like to point out that post secondary education is often cited as the most powerful contributor to social mobility, something that society and individuals benefit from. ===CONCLUSION=== I was a little confused when constructing my arguments because of some of my opponent’s arguments. His last to arguments really seem to be about abolishing college subsidies and redirecting it to investments in things such as infrastructure, which I actually agree with. However, as I have explained, these are not inherent costs of a college education; they are simply inefficient ways that the government handles its money. My opponent seems to agree with me that the benefits of college per se outweighs it’s cost, and that it’s just the inefficient way the government approaches it that is the problem. Therefore, the resolution is negated because the benefits of a college education outweigh its cost; the only problem is the misappropriation of government funds. I thank the readers and hand the debate back to my opponent. ===SOURCES=== [1] http://www.economist.com... [2] http://www.lorainccc.edu...	CON	7
7	S33b011a1-Af929c328	The costs of a college education outweigh the benefits	"In this round, I will finish up final rebuttals, then list both the costs and benefits of a college education. Weighing and impacting each point will be done at the end of the round. Monetary Benefits When talking about monetary benefits, note that the claim was always about lifetime earnings. Lifetime earnings and opportunity costs are different points, and higher lifetime earnings does not show that you will accumulate more wealth, simply that you will have a higher income. I agree with my opponent that the average college graduate will have a high lifetime earnings differential. However, there is no ""averaging"" to be done. The number stands at roughly $275,000, as other studies are too flawed to be considered. Debt My opponent has mostly dropped this point, instead focusing on monetary benefits. Simply because one will have higher earnings (not wealth) over their lifetime does not mean that debt should be ignored. The average college graduate will be in debt until the age of 33. As was brought up in my first contention and not refuted: ""College graduates and postgraduates, instead of buying cars, buying houses, getting married, having children—in other words, becoming full-fledged consumers are, as Nance-Nash puts it, “running back home.” That hurts us all."" Some small weighing to be done: A small chance of earning $275,000 versus being in debt for eleven years, with a 20% chance of defaulting and losing everything. It's fairly obvious that these costs outweigh the monetary benefits, especially when combined with opportunity cost. Investment Potential (opportunity cost) A brief reminder: If a college graduate misses out on an opportunity, this is considered opportunity cost. If I can show that college graduates miss out on an opportunity to make more money, then this must be considered for total wealth accumulation. My opponent only responded to my point on job experience, leaving the investment point un-touched for the entire debate. This alone justifies a pro ballot. Investing money, rather than going to college, will result in far more wealth (more than three times as much) by the age of 65, even if the college graduate invests too. This is using the average savings rate, investment returns, cost of tuition, etc. Simply put, this point outweighs any possible monetary benefits that my opponent can bring up, and the point was dropped. The opportunity cost of going to college is roughly 1.3 million dollars. Pro-College Studies Point In the last round, my opponent claimed that this point reinforces his case. This is entirely false. The only way it would do this is if con could refute my points of how college graduates no longer receive the same benefits that they did years ago. I brought these points up in rounds 2 and 3, and will reiterate them here. In round 3, I showed that the recession did hit college graduates harder, as is shown by the fact that they now have the same unemployment rate as non-graduates, when 10 years ago they didn't. Again in round 3, I showed that job growth is occurring in areas where college degrees are not needed. However, more and more people are going to college. This greatly decreases the value of a college education. This causes underemployment, meaning more and more college graduates are not gaining the wage benefits that my opponent has brought up. ""More than half of America's recent college graduates are either unemployed or working in a job that doesn't require a bachelor's degree."" Default rates have increased. Drop out rates have increased. An average college graduate is going into an environment that is completely different than it was 20 years ago. Thus, this entire point still stands: only recent college graduates can be considered, unless con can show that these graduates will eventually reach the earnings/employment potential of past graduates (note that burden of proof is shared in this debate). Drop-outs and Defaults. My opponent misunderstands my drop-out point. The focus was not on the cost of dropping out. The focus was on the fact that less than half of those who go to college even gain any benefits. Defaulting, however, should be considered as a cost. This point has not been adequately touched upon by my opponent. We've already established that the monetary benefits will be roughly $275,000 (other than opportunity cost). If you default on your student loans, you lose all of that. It cannot be forgiven by bankruptcy: your wages will be garnished, your tax refunds offset, you will be ineligible for future federal employment, etc. This is an extremely large point greatly undermines the value of a college education. One-fifth of all borrowers will default and lose all their monetary benefits. My opponent focuses a lot on the benefits of a college education. However, one must ask themselves: how likely am I to actually achieve this benefits? The answer is not likely at all, roughly 40%. Once again, this point alone can justify a pro ballot. If 60% of students will not even attain these elusive benefits, then they shouldn't even be considered in this debate. Social Benefits As I've stated before, this point has a very small impact. My opponent again mentions that you are ""learning to live on your own gradually and constructively."" I brought up in round 3 that you must also learn to live on your own if you don't go to college. My opponent responded to this by saying that ""you're also getting an education,"" but this point is meaningless as we're debating about whether or not the education is worth it in the first place. What's the difference between learning to live in college, and learning to live in the real world? You have to constantly worry about debt, you have to work jobs to in order to finance your education on top of class work, you have to go 11 years knowing you're at a disadvantage for buying a home or getting married, you know you have a massive default/drop out rate, etc. The social benefits of going to college are easily countered with the social costs. I concede that you do not lose job connections by attending college. However, it is fairly clear that you don't gain many either. Why? Because the unemployment rate for college graduates and non-graduates are the same, and because the majority of job growth is occurring in areas where you don't even need a college education. Also note that my opponent statistic on 80% of jobs aren't advertised does not show that non-college graduates only gain access to 20% of jobs. Con's own source mentions you gain access to these 80% of jobs through your ""network,"" which includes, friends, family, peers, social organizations, service providers, recent graduates, etc. This does not require a college education. Causation versus Correlation This point wasn't intended to completely negate con's benefits. Rather, it was to show that those who qualify to go to college will automatically have higher earnings/unemployment potential than normal high-school graduates, due to their own personal traits. My opponent's claim that college offers benefits because success-driven people decide to go simply cannot stand in this round until con can show that they achieve such benefits. I've already shown that there are little benefits to a college education, and large costs. What is not a benefit? Lower unemployment. Greater overall wealth. Social benefits. Job opportunities. Benefits Roughly a 40% chance for a $275,000 lifetime earnings differential. Costs 1.3 million dollars of opportunity cost, which my opponent has not refuted at all. A 20% chance of defaulting and losing everything if you borrow money. Being in debt for 11 years and unable to become a full consumer. Conclusion You will have roughly 1 million dollars less wealth than if you were to spend money elsewhere. You will gain no noticeable benefits over a non-graduate. You are extremely unlikely to achieve any benefits. College is 11-15 lost years of your life with nothing to show for it."	PRO	8
8	S1788cfe5-A5065b78d	The cost of a college education outweighs the benefits	"First, let me show give you some definitions to you Judge We would like to define ‘costs’ We would like to define ‘costs’ as the tuition, textbooks, time, and the government’s money we’ll explain in depth later. The standard or Weighing Mechanism for today’s debate should be Efficiency We use Efficiency as a standard or weighing mechanism for today’s debate. We would like to state that colleges are good for individuals, family, and our society Judge, all of our contentions will refer to the observation that colleges are good. Please don’t let our opponents trick you into believing that we, as the Affirmative, think that colleges are bad. We chose efficiency because we think of colleges as good, but they have too high prices. Imagine college education as a stock. One buys a stock and they hope their stock will rise in value so they can sell it for a better price. You may not buy a stock that has a high price since the probability of selling the stock later for higher is very little. The same thing is with a college education. You may buy a college education if the prices are low with a better chance of gaining a well paying salary in the future but you may not if the prices are high with a chance of a low paying salary in the future. This is why we argue Efficiency. With that we have 3 main arguments. Contention 1. The Individual Staindpoint We are worried that the costs of a college education will ruin someone’s life...or rather more than one. According to the New York Times, college graduates under 25 that have a humanities major, 25.2% of them are not working, 29.4% have job that doesn’t even require a college education. Only 45.5% of them are working in jobs that require a college education. That isn’t even half! Obviously the cost is not worth the benefit. Carl E. Van Horn, a professor of public policy at Rutgers University said to the Huffington Post that ""Not every graduate program leads to a guaranteed job. You likely already have debt and you're going to incur more debt and what's it going to translate into down the road?"" asked Van Horn. ""While it's okay to major in cultural anthropology, understand that you may not end up as the next Margaret Mead. You may end up as the manager of a Sports Authority."" This quote shows that not all graduate degrees will guarantee you a job, much less a well paying salary or a job that requires a college degree. You will most probably always be in debt. Contention 2. Government Standpoint Loaning to high school graduates is all fine but this is not an efficient way to do things. This money that is going to the high school graduates’ loans but they are being wasted with all the unemployment rates of college graduates being in debt. These college graduates are unable to pay their debt. This has led to parts of the Occupy Movement. These graduates are protesting to the government and asking them if they can not pay back the loans. If you, Judge, were looking at these protesters from a government standpoint, you would see all that money being wasted in the loans for the high school graduates and taking care of the protests. “It's a phenomenon familiar to economists. If you offer people a subsidy to pursue some activity requiring an input that's in more-or-less fixed supply, the price of that input goes up” - startribune.com. This says that if there are government subsidies, the price grows. Since right now, we have government subsidies and that is what is bringing the costs up. Contention 3 - Societal Benefits As I stated in my second argument, subsidies are a waste. This money spent on subsidies could be used to improve public services including airports, roads, and the k-12 Education. Obama himself said in a recent speech that airports, roads, and bridges needed more money, according to CNS News. If we take away these subsidies, the extra money could go to there public services. Also, building and bettering airports, roads, and the k-12 system could supply more jobs, stimulating the economy, which, Judge, we all know is in very bad shape. The k-12 system especially needs some help. Only 7% of US students performs at an advanced level in math putting us behind 25 other countries. Only 32% of US students are proficient in math, placing us 32nd in the world -newsweek Aug 2011 As you can see, abolishing college subsidies goes a long way."	PRO	9
9	S33b011a1-Aab446756	The costs of a college education outweigh the benefits	"I thank my opponent for the quick response. My refutations: Monetary Benefits My opponent comes up with a number similar to that cited by collegeboard, of roughly 1 million more dollars being earned by those holding bachelors degrees, as opposed to those holding high school diplomas. However, my opponent's calculations fail to take a variety of other factors into account. The letter from Charles Miller, cited in my ""Benefits"" section, shows one of the issues: ""The report assumes a student will finish college in four years. Actually, the typical time to graduation is closer to six years in higher education today. The addition of two extra years of college costs and two less years of earnings makes a significant difference."" My opponent also fails to take into account the fact that tuition is financed by student loans, which are difficult to pay off. As I already mentioned, the average college graduate will be unable to pay off their debt until age 33. Given my opponent's estimates, this age should be 23.5 years, or after 1 and a half years of earnings. My opponent's number for the yearly cost of college also should not be considered, as he only included the price of public institutions. According to the fact sheet that he cites, the yearly cost of all four year institutions is $20,986. The income data which is cited by my opponent is also from the 2000 census, which is far too outdated. To repeat the quote used in my ""benefits"" section: ""Properly using the present value of the lifetime earnings, adjusted for the cost of going to college and the difference in the number of working years... calculated and the three percent discount rate used in the report produces a lifetime earnings differential of only $279,893 for a bachelors degree versus a high school degree."" At the end of this round, I will be showing another major issue with my opponent's case in general which works to farther refute this monetary point. Social Benefits The majority of societal benefits cited by my opponent are not gained solely through a college education. An individual must learn to live on their own even if they don't go to college. Other benefits which my opponent brings up, mostly social skills, aren't as beneficial as one might think. Students already go through 12 years of school to gain social skills. The additional four years, while it may be beneficial, are by no means required. Rather, students should be putting their social skills to the test in the real world. Simply put, real world experiences outweigh college experiences. My opponent also briefly mentions ""job connections."" In this case, the 4-6 years of employment and job experience gives far better job connections than the college experience. The overall impact of this point is very small, and can be easily countered by weighing it against the arguments I brought up. Opportunities My opponent is attempting to decrease the impact of my risk point. ""Fear of failing"" is not an adequate phrase. The fear is of 54% chance to drop out, and to not gain any of the benefits from a college degree. The high default risk, almost 20%, is far too large of a risk for the average student to take. I'd also like to state that student loan debt cannot be forgiven through bankruptcy. Defaulting on such debt is virtually a guarantee to have your wages garnished, to suffer an incredibly large drop in your credit, to have tax returns offset, and to be ineligible for future federal employment. My opponent also asks if ""the value of a college education is dropping - then how worthless is not even having one to begin with then?"" The reason why the value of a college education is dropping, largely in respect to employment opportunities, is because more and more individuals are graduating college, while job growth simply cannot keep up. This does not decrease the value of not going to college. My opponent then brings up job sector growth. There is a large issue with the statistic my opponent brings up: It is focused on percentage increases. Meaning an industry which goes from 100,000 to 200,000 jobs would be said to have higher growth than an industry which goes from 5 million to 9 million. The study which I cited in round one focuses on the actual number of jobs created. Among the top 10 growing jobs, only one requires a bachelors degree, and among the top 20, only 4 do. Problem With Pro-College Studies This section is aimed at employment and income prospects. Any study which brings up the benefits of a college education must show that these benefits can be obtained by recent graduates. For this reason, the quote ""individuals with only a high school diploma were twice as likely to be unemployed as those holding bachelor’s degrees"" cannot be considered because it includes individuals who graduated college 20-30 years ago, when the benefits of a college education were much larger. College graduates were hit especially hard by the recession: the previous unemployment rate of 5.8% has nearly doubled to 9.2%. ""That means recent grads have about the same level of unemployment as the general population."" The same goes for future earnings. Studies cannot include individuals who have already held a college degree for 20+ years, and already achieved a large income. This is due to the fact that the rising costs prevent current graduates from reaching such future earnings. Effectively, recent graduates are no longer able to obtain the employment and income benefits that past graduates have. Therefore, studies which show the benefits achieved by past graduates do not show that recent college graduates will obtain such benefits. Causation Versus Correlation While this may be a generic argument, it is important to consider in this round. What's important to note is that college's tend to enroll students who are already geared toward success. Students who graduate with high gpas will, more often than not, continue in to college. However, as high school gpa is also correlated to future earnings, this skews statistics which report on the earnings of college graduates. This rebuttal can be summed up as follows: Any student which meets the requirements to go to college will, on average, earn more than the average high-school diploma holder, regardless of whether or not they attend college. This does not completely negate con's future earnings statistics. It is true that college graduates will have higher incomes. However, one must always keep in mind that, due to what I described above, the numbers will always be a couple thousand dollars lower than what is cited. The Overall Chance of Any Benefits This relates to my rebuttal against ""opportunities,"" yet is large enough to deserve its own section. The overall chance of achieving these benefits is very low. The 54% drop out rate means that one is more likely to not receive any of these benefits, and instead be faced with massive student loan debt. The 20% default rate means that even if one does manage to beat the odds and graduate they will not receive any of the benefits. Instead, they will receive massive wage garnishments and federal benefits being offset. Even if one can somehow manage to graduate and not default on their student loan debt, they will more likely than not be put into a job that doesn't even require a college degree. Thus, even if my opponent manages to prove that the monetary benefits of college outweigh the monetary costs, voters must keep in mind that its extremely unlikely any college graduate will actually achieve these benefits. Conclusion College graduates only earn $279,000 more over the course of their lifetime, not $890,000. A college graduate is unlikely to actually obtain such lifetime earnings. There are very few social benefits of going to college. The large risks taken to obtain a college degree vastly outweigh the potential benefits. College graduates do not have a lower unemployment rate. Job potential for high school graduates is increasing."	PRO	10
