	id	conclusion	premises	stance	rank
0	Seed3e468-A174d3bf9	Poverty means more crime	Does poverty cause crime, or does crime cause poverty? Poverty does not in all cases create crime. Bhutan is a poor country but the state department reports “There is relatively little crime” (1). When there is crime skilled people are more likely to emigrate and trust relationships are destroyed making businesses risk averse. At the same time outside businesses won’t invest in the country and neither will individuals because they fear they won’t get their money back. Finally crime almost invariably means corruption which undermines state institutions, trust in the state and ultimately democracy (2). Crime therefore leads to poverty more than the other way around. Neither does poverty have much to do with armed anti-government movements, terrorists or militia. Terrorism is an inherently a political struggle. Almost every major terrorist organization that exists has emerged from a conflict revolving around the subject of sovereignty and defending of their culture. Al Qaeda was created after the soviet invasion of Afghanistan and ETA fights for the independence of the Basque county so groups in Africa are ethically or religiously based. The needs and desires of the poorest are much more short-sighted, such as having enough to eat and somewhere to sleep. They would much rather stability. A 2007 study by economist Alan B. Krueger found that terrorists were less likely to come from an impoverished background (28% vs. 33%) and more likely to have at least a high-school education (47% vs. 38%). Another analysis found only 16% of Palestinian terrorists came from impoverished families, vs. 30% of male Palestinians, and over 60% had gone beyond high school, vs. 15% of the populace.(3) Moreover a rebellion, even if it involves potential financial gain, is not a good long term prospect. In the long term the government tends to win. For example with FARC in Columbia a security build-up over the past decade has reduced the rebels from 18,000 fighters at their peak to about 10,000 today (4) The idea of fighting a war against an army which is bigger, better funded and better equipped isn’t exactly thrilling. (1) U.S. Department of State, ‘Bhutan’, travel.state.gov, 2013, http://travel.state.gov/travel/cis_pa_tw/cis/cis_1068.html (2) United Nations Office on Drugs and Crime, Crime and Development in Africa’, gsdrc, 2005, http://www.gsdrc.org/go/display/document/legacyid/1592 (3) Levitt, Steven D.; Dubner, Stephen J. , Superfreakonomics: global cooling, patriotic prostitutes, and why suicide bombers should buy life insurance, (William Morrow 2009) (4) “To the edge and back”, The Economist, 31 August 2013, http://www.economist.com/news/americas/21584384-hiccup-serves-confirm-government-and-farc-are-making-progress-edge-and	CON	1
1	S117fcf66-A3177721d	The statistics about poverty and crime show correlation, not causation.	While it is true that crime is correlated with people coming from poorer socio-economic backgrounds this does not in itself prove that poverty itself is the cause of crime. A lack of education or bad parenting might be equally, if not more convincing explanations for both phenomena. The causation may even be reversed, with those who indulge in violent behaviour and who seek illegal short-cuts to success rather than being prepared to hold down a steady job being more likely to end up poor. For example, recent studies have found that street-level drug dealers make less than the minimum wage.[1] So poverty is not a cause of crime in itself, but might merely be associated with other factors which cause it. In order to tackle crime, therefore, we don’t need to eradicate poverty, but improve people’s internalization of social norms through law enforcement and education. [1] Levitt, Steven D. and Sudhir Alladi Venkatesh, ‘An Economic Analysis of a Drug-Selling Gang's Finances’, The National Bureau of Economic Research, Working Paper No. 6592, (1998). 	PRO	2
2	Seed3e468-A296e16d1	Poverty means more crime	Despite many problems that Africa has to face, one of the biggest is its extreme poverty. Currently more than 48.5% of the population of Sub-Saharan Africa lives on less than 1.25 dollars a day (1). As a result of this poverty people’s security is being threatened on two main levels. On the first level of analysis, poverty can lead to crime. Poverty can create desperation to provide for family or yourself. As poverty is widespread in Africa, there are many people who are willing to steal, threaten, abduct or kill someone, in order to have something to eat. At 17.4 per 100,000 citizens, more than double the world average, Africa has the highest homicide rate among all regions of the world.(2) The other side of this is that a poor state can’t provide the level of policing that richer states can, a people in poverty usually results in a poor government. This in turn means that the police force is small, badly trained and underfunded so not fit for preventing crime. On the second level of analysis, desperate people are much easier to manipulate. This makes them easy targets for military groups in Africa who are searching for members to fight for their causes. It is not coincidental that we have so many militias and juntas in Africa, such as Somali Pirates, AQAP, AQIM, Al-Shabab, Touareg( Mali), Boko Haram(Nigeria), M23 and dozens of others. The militias offer those in poverty what they need most, food, shelter, and protection in return for their “services”. Poverty provides an additional benefit for these groups due to the stark difference between potential reward, such as from piracy or winning control of mines, and a normal income. As with the drugs trade the lure of the fast buck can be used to encourage risk-taking. In conclusion, poverty both enables crime and encourages militia groups. (1)    The World Bank, ‘Poverty’, data.worldbank.org, 2013, http://data.worldbank.org/topic/poverty (2)    Me, Angela, et al., ‘2011 Global Study on Homicide trends, contexts, data’, United Nations Office on Drugs and Crimes, 2011, http://www.unodc.org/documents/data-and-analysis/statistics/Homicide/Globa_study_on_homicide_2011_web.pdf	PRO	3
3	Seed3e468-A1211fe39	Poverty creates a vicious circle	Unfortunately, there is a vicious circle, caused by poverty that many poor countries find themselves in. A poor country also means a poor, ill-funded government. Such an institution is either unhelpful in preventing poverty or a road block to poverty alleviation. A poor population is also unfortunately more likely to lead to an autocratic government. This phenomenon can be shown by looking at decolonisation. Poor countries when decolonised, even if they initially had democratic aspirations quickly fell to dictatorship. There are very few exceptions such as India that have managed to continually maintain a democratic government while poor. Wealthy countries when decolonised are much more likely to become democracies and once poor autocracies become rich the pressure for democratisation usually becomes unstoppable so countries like South Korea democratised as they became wealthy. There might be considered to be a wealth threshold about which states will become democracies.(1) The reason why poverty is likely to lead to dictatorship is simple; a lack of an educated, effective civil service. When the government is very small it can’t effectively control the whole country or ensure accountability. The result, especially when civil servants are poorly paid is corruption and an opening for the army, or any populist who appears to offer a solution to take power. Once dictatorship occurs it can usually be maintained by force until the population is educated and connected enough to engage in a democratic revolution. There is then a free pass for those in power to exploit their position through corruption. Many dictators, including in Africa have become very rich indeed. Mohammed Suharto, Ferdinand Marcos and Mobutu Sese Seko( the former dictators of Indonesia, the Philippines, and DR Congo)  extorted up to $50bn (£28bn) from their impoverished people (2). A vicious cycle is created whereby the government needs money, so corruption and extortion are rampant. Those in power are more concerned with their own wealth than the people which makes the government poorer and less efficient so providing more incentive to resort to illicit means of funding. (1)    Cois, Carles; and Stokes, Susan C., ‘Endogenous Democratization’, The University of Chicago, 3 June 2003, http://www.researchmethods.org/boix-stokes.pdf (2)    Denny, Charlotte, ‘Suharto, Marcos and Mobutu head corruption table with $50bn scams’, The Guardian, 26 March 2004 http://www.theguardian.com/world/2004/mar/26/indonesia.philippines	PRO	4
4	S3be9f012-A3b86959d	The USFG should ensure the welfare of families living in poverty	I am PRO in this debate; I will be arguing that the topic above is true. This round will be for definitions, I will begin my argument in round 2. :: DEFINITIONS :: D1: USFG -The USFG is the United States Federal Government D2: Should -Ought. This simply means that it is the correct course of action. This is not a moral issue, it is an economic and social issue. D3: Ensure the welfare -To ensure someone's welfare will mean to make sure that person can afford basic necessities - a healthy diet and a place to live. If the person is having trouble affording these things, the government should make sure that person can get by. D4: Families living in poverty -I am talking about people living at or below the official US Census Bureau's poverty line, which is different depending on where you live and how many people are in a family. An obvious note - this refers specifically to families in America. ::ADDITIONAL COMMENTS:: If my opponent has a problem with these definitions, he or she can feel free to offer new ones in R1, which I will either accept or show to be inferior to my definitions. I ask that my opponent does not make arguments in R1, either. It would be very difficult to, anyway, since I have not yet made my case. Thank you.	PRO	5
5	Seed3e468-A9c4a10cb	poverty is the most important security issue facing Africa	Poverty creates a vicious circle	PRO	6
6	Seed3e468-A76449b6	poverty is the most important security issue facing Africa	Poverty means more crime	PRO	7
7	S3be9f012-A1c22274c	The USFG should ensure the welfare of families living in poverty	"D1: accepted, nothing but a mere technicality it seems to be D2: accepted that this isn't a moral issue. accepted that it is on basis of economics. but I do have a problem with the social aspect, since that usually involves morality. it's fine by me to leave it in the definition, but if morality is involved when being called upon, the fact that this isn't a moral issue should prevail D3: I interpret this as the government giving the things mentioned, but nothing more (so it isn't about increasing the targeted group's welfare, but assuring certain needs are fulfilled). if this should have been interpreted in a different matter, please elaborate. D4: to prevent any mistakes, I'd like to ask to post the definition. although I believe it isn't an essential part of the discussion, since morality isn't involved and there is no objective definition of poverty (any official definition being artificial). with this in mind, a general 'definition' of poverty should work (I won't try to deny any existence of poverty) Furthermore: When you make your case, I'd like to see clearly what you see as parameters to measure the effect of USFG action. (or the lack of it) Also, I'm fine with definitions being used to make sure we know what we're talking about, but I want to point out that I'm strongly opposed to combating with definitions themselves, the debate itself should be about the ideas, the positions, not about nitpicking dictionary definitions. I also hope this won't be a ""find the loophole""-debate, since those are a waste of time. debating should be about clashing ideas, not about putting sophist techniques into practice. This being said, I'm looking forward to the case of the Pro side. I also want to point out that it can take long before I post an argument, I'll try to reply swiftly, if possible."	CON	8
8	Seed3e468-Ad045ba4c	Poverty creates a vicious circle	Poverty may have something to do with countries becoming dictatorships but little. That it is about the efficiency of government is much more credible, this is partially why India, with a large native civil service at independence is one of the exceptions. In practice the reason here is that these nations were subject to being downtrodden through colonialism. There was little opportunity provided to create native institutions so any cobbled together rapidly at independence collapsed. Many of the countries that were poor at independence are still poor now, yet the story of Africa is no longer one of constant violent dictatorship but increasingly one of stable democracies with reasonably fair elections. The number of democracies in Africa has increased from three in 1989 to 24 in 2008.(1) This transition then benefits the economy. An analysis by The Economist finds that over the ten years to 2010, six of the world's ten fastest-growing economies were in sub-Saharan Africa.(2) The Arab Spring meanwhile demonstrates that the population in poor countries can be organised enough to oust authoritarian leaders through large scale protest. Since they are the ones who suffer from corruption there is no inherent reason why poorer peoples should be more likely to submit to a dictatorship. (1)    Freedom House, ‘Electoral Democracies in Sub-Saharan Africa’, African Election Database, accessed 22 November 2013, http://africanelections.tripod.com/electoral_democracies.html (2)    Graphic detail, ‘Africa's impressive growth’, The Economist, 6 January 2011, http://www.economist.com/blogs/dailychart/2011/01/daily_chart	CON	9
9	S3be9f012-A27922c88	The USFG should ensure the welfare of families living in poverty	"OBSERVATIONS I won't make a huge point out of it, but I still feel the need to remark that a tax system is an inherent part of welfare programs. How to obtain the funds for a program can have a significant effect. Since taxation also gives very important incentives. But like I said, I have no intent in tying you up to this constantly, since it would need a separate debate. P1: I contend that crime is a problem. I have certain doubts on the issue of crime being related to poverty, but I'll let my opponent have it, since it isn't the main issue. P2: My opponent makes a grave mistake here, turning around cause and consequence. People aren't unproductive because they're poor, they're poor because they are unproductive. To support this claim, 2 notes, linked to each other: 1. An employer can never pay an employee more than the worth he produces. The reason for this is that if the employer would pay more than what the employee produces, he wouldn't make a profit any longer, but a loss. First of all it is the goal of almost all employers to make a profit, second, a company simply can't keep operating for long when they suffer losses. 2. Taking point 1 into account, if people would be unproductive because they're poor, the poor would be totally unable to get rid of the living situation defined as poor. Since they can't earn more than they produce, they can't get out of the 'poor' category and hence can't get more productive. It is quite clear that this totally isn't the case, poor people are able to make a better living over time. (for this, I'd like to refer to statistical claims by T. Sowell, who pointed out that almost nobody stays all his life - in fact not even a decade - in the same income brackets) So hereby I state that people are poor because they are unproductive. (the contrary of what my opponent claimed) P3: I oppose this claim, my opponent just stated this by fiat. While there certainly will be people who fit into the description, there is nowhere any indication whatsoever that we're not talking about a minuscule group which wouldn't be representative enough to take into account. One could argue that the second form exists, cause they have a direct disadvantage since they pay for it. But if you opt to argue the second form this way, it would make the tax system a relevant part of the whole plan (especially since Pro claims that he won't cause the second type of resentment), but he wanted to stay clear of it. So either tax system gets involved, cause it would become relevant or my opponent has to support his claim (for the second type of resentment) with a different reasoning. SOLUTION/PLAN (of the Pro side) I take note of this plan and I suppose Pro will defend this plan and the criticism I'll offer concerning that plan. Since rounds are limited, I'll elaborate two cases against it in 1 round. If the proposing side wants his plan to be passed, it is only fair to expect him to refute both ways of thought in a decent manner. S1: This plan actually rewards having a lower income. Whether your personal input is 760 a month or 800 a month. So as long as you can't obtain an income that is more than the minimum wage, you're better off doing as little working effort as possible. (as long as you're entitled to the services mentioned in your plan, naturally) Second, there is moral hazard (the risk that they spend the money on other things than agreed on), especially since the following-up happens only 4-6 times a year, numerous expenses can be hard to check. Third, the whole is subject to personal input and fluctuations. People do have different preferences, by default they're the best judges themselves on how it's best to spend their money to obtain maximal 'utility' (satisfaction). Also, different advisers will give different advice, so there is no equal treatment. Fourth, people willing to deny themselves more than the default, risk getting punished by the way this system works. For example the food. If a person holds less value to his food and hence buys the cheaper products, if this allows the person to stay within his budget, he doesn't get the financial support. Furthermore, if the person spends the saved money on something he does value a lot, but isn't part of the necessities (eg: cigarettes), the person gets punished for it. S2: Limitations are quite artificial, nothing either of us can do about that. I could go argue for different terms, but I wouldn't know on what basis (since there isn't much basis for such a debate right now), so I'll just leave this be. The essential part of S2 is that it includes limits of use. S3: This assumes that people don't eat healthy because they don't know how to. However, the media communicates quite regularly on the problems of certain foods and the better alternatives for it. Also, the nutritious values are almost always communicated by the package. (especially the 'not so healthy' foods, but that is a personal impression) H1: The control on their budget can prove an incentive to steal/commit crimes. Since they aren't free to use their own official resources the way they like, they can only obtain certain goods with money that the control doesn't know of, crime can prove the way out to that money. Besides that, it gives a clear incentive towards moonlighting, since the more people earn in this system, the less support they get and it is a 1:1 relation, so there is no net gain for them at all. H2: Again the assumption is made that people actually want to eat healthier but aren't able to do so for a reason (2 mentioned by my opponent: lack of money, lack of knowledge). It may very well be that they simply don't want the healthier food. So either they won't eat healthier because of the plan, or if you force them to, the loss of liberty over ones own live can lead to unhappiness, which may lead just as well to reduced productivity. ""The cost of losing your job is bigger"" this statement appears incompatible with H3 where actually a closing of the gap between poor and rich is assumed. Also, the wealth gap isn't the threat itself. Only if people get stuck in the situation, an upraise is what one risk, because there is no other way in that case to have upward social mobility. However, that upward (and downward) mobility does exist. (as mentioned earlier) SECOND APPROACH The second route to turn this down is that such a system can't increase welfare of the state. We can't know the preferences of the people. The only way we learn their preferences at a given time is by the way they act. This means that any adviser can't decide on priorities like quality and abundance of food, transport etc. the only way he could learn what those people want is by observing what they choose. But he can't improve it, cause they choose already the things they prefer the most. For the same reason, there is no objective criterion to accept a higher real GDP as a good thing, since it will inevitably involve a trade-off with something different. It can very well be that people actually prefer more leisure time or a more moderate workload instead. And again, the only reason we can learn about these preferences (at a given time) is by observing how people act. If some people eat unhealthy food, we learn that they prefer it above the alternatives, forcing them to healthy food would actually reduce their well-being. Likewise, the fact that some people don't take extra measures to be more productive, learns us that they prefer to be less productive than their full potential, because they prefer other things above extra productivity. (like the unhealthy food for example) Even the fact that less crime at this cost (the cost - in the broad sense - of the plan that is) is good is a mere assumption that you can't know for sure. It might very well be that not having the plan and so having more crime (if that really gets reduced by this plan of course) is preferred."	CON	10
