id	conclusion	premises	stance	rank
S7ae7b591-A932862f3	Wind energy provides a sustainable alternative to fossil fuels and nuclear power	No renewable energy is going to provide the sheer quantity and variety of energy needed to power a developed society. Wind suffers from being unreliable – producing either too little or too much – and as a result would be a bad choice to be the core technology. The basic staple of the energy supply needs to be predictable as well as clean. Wind may well have a useful role providing a surplus that can be tapped in to at times of high demand. However, it is simply not reliable enough to be the mainstay of the energy blend. It is worth noting that wind energy requires government subsidies which is simply not viable in the long term, people are unlikely to be keen on the idea of paying for their energy twice; once through their power bill and then again in their taxes[i]. [i] Industrial Wind Energy Group. 23 August 2008.	CON	1
S7ae7b591-A671ee205	Wind energy provides a sustainable alternative to fossil fuels and nuclear power	There is little doubt that the current mix of energy provision is simply unsustainable. Fossil fuels are simply too damaging to the environment and nuclear is just too expensive. Wind power is an established technology providing, for example, 21% of electricity in Denmark.[i] The research is already done and can be made available around the world. Once externalities are taken into account nuclear energy is the single most expensive way of producing a therm. Clean coal is, frankly, a myth and the trend for oil and gas is constantly upwards in term of price. Other renewables are embryonic technologies fraught with development costs whereas wind is an established technology already providing a significant share of the energy mix in several developed economies. [i] World Wind Energy Association, World Wind Energy Report 2010, April 2010, p.5	PRO	2
S7ae7b591-Aae22ee16	wind power should be a primary focus of future energy supply.	Wind energy provides a sustainable alternative to fossil fuels and nuclear power	PRO	3
S6140b8cc-Aa3dce0f4	Increasing Funding for Micropower (Alternative Energy)	Pro did present some opening arguments, but then followed up with four forfeits. I refuted his arguments in the second and third rounds, to which Pro did not respond. Micropower requires a power grid to back up unreliable alternative energy sources like wind and solar. There is nothing remotely economical that operates independently of the grid. The government program contains only a small amount of money for micropower and does nothing to make alternative energy cheaper or more reliable. The best application of micropower is with small gas turbine generators, a technology that industry has fully developed and now widely supports. Consequently, the government does nothing for micropower that is not being done in the private sector, without taxpayer expense. The resolution is negated.	CON	4
S7785529c-A75e184aa	All energy sources need back-ups; wind energy is not uniquely bad	"""Wind energy myths"". Wind Powering America. May 2005 - 4 Wind energy is unpredictable and must be “backed up” by conventional generation. No power plant is 100% reliable. During a power plant outage—whether a conventional plant or a wind plant—backup is provided by the entire interconnected utility system. The system operating strategy strives to make best use of all elements of the overall system, taking into account the operating characteristics of each generating unit and planning for contingencies such as plant or transmission line outages. The utility system is also designed to accommodate load fluctuations, which occur continuously. This feature also facilitates accommodation of wind plant output fluctuations. In Denmark, Northern Germany, and parts of Spain, wind supplies 20% to 40% of electric loads without sacrificing reliability. When wind is added to a utility system, no new backup is required to maintain system reliability"	PRO	5
S669a08bf-Aae913f66	Nuclear Energy should be the primary alternative energy	"Same format as above: 1a) Obviously wind farms take up much land, but the U.S has excessive land that we do not use mostly in the desert where there are plenty of wind. http://hubpages.com... Solar power plants work 24/7 even in cloudy conditions. http://www.grist.org... Building a nuclear power plant cost at least $4 billion, it is more costly to the 130 million for wind turbines that can be decommissioned or moved around. At least there methods do not deplete any resources, unlike nuclear. 1b) A serious nuclear accident would involved deaths and a major change in the surrounding enviroment. There is a 16% chance of a nuclear disaster within the next 40 years. (http://docs.google.com...) Space shuttles like Discovery were expected to have an accident every 76 flights. Instead, in less than 24 flights there were 2 accidents. Considering the fact nuclear power plants are built near cities, chances are nuclear accidents will cause devastating damage to the city. The majority of the cost of the accident will come from taxpayers. Other accidents:(http://www.lutins.org...) 2) Pro agrees because there were no arguments there. 3) Recycling is more expensive than obtaining newly mined uranium. So obviously nuclear companies would mine new sources and enrich nuclear. Metal is recycled more efficiently and economically cheaper than uranium. Not only that but wind turbines can be moved, unlike nuclear power plants. ""Reprocessing doesn't make any sense – economically, it's more expensive"" than mining uranium and just discarding the waste, claims Steve Caldwell, Policy Coordinator for the Pew Center on Global Climate Change. http://news.cnet.com... 4) Dave ignored the fact that the U.S has excess deserted land that can be filled with wind turbines, solar panels, and solar power plants. Con's case: 1) Over $96 billion per site. Considering we have many that also has to be maintained over tens of thousands of years and with inflation, so that's over $96 billion. http://www.usatoday.com... 2) Decommissioning a power plant just stripping the nuclear substance cost $320 million per unit. Compare this cost to simply moving solar panels or wind turbines by flatbed trucks. 3) Read my R2 and R3 sources. There were smuggling attempts while transporting uranium. In Russia in 1999 plant workers tried to sell 5 grams of radioactive material to the open market. Several years before some others were caught selling 4.5 kilograms of enriched uranium. http://www.atomicarchive.com... 4) One, ""The European Commission said in 2001 that at the current level of uranium consumption, known uranium resources would last 42 years. When added to military and secondary sources, the resources could be stretched to 72 years. Yet this rate of usage assumes that nuclear power continues to provide only a fraction of the world's energy supply. If electric capacity were increased six-fold, then the 72-year supply would last just 12 years."" Two, recycling is currently under experiments and very expensive. Plutonium 239 is a highly unstable byproduct of recycling and also increases the risk of an accident. I'm surprised that none had sunk yet; if one did it will contaminate the ocean, like oil. Actually, there was a solution about sinking waste but any rupture, even from one canister, would cause serious major environmental damage. So with that said nuclear energy should not be the primary alternative energy. Voting issues: 1) Davewerty dropped my 2nd rebuttal on his case about high security standards not being able to protect the environment. 2) Davewerty did not have valid sources backing is arguments. Note to Davewerty: always post sources. 3) Nuclear accidents are likely to happen/increase if we increase our use, proven above. 4) In the long run nuclear energy are more expensive than any other alternative sources. 5) U.S has excess desert land that no one live on and are promising to solar and wind power, we should invest more in those instead, basically went in a circle about how alternative energy takes up land and money. 6) Nuclear recycling is currently unstable and expensive so it is not as economical and eco-friendly as other alternatives. 7) Nuclear waste is still a major issue, recycling is not a reliable option. 8) Increase in nuclear energy would increase the chances of smuggling nuclear for ""other purposes."" Thank you and please comment and/or vote. I enjoyed this debate Davewerty."	CON	6
Sf9ecc418-A33cb7d0c	Wind energy is non-dispatchable	"""Pickens Plan Leaves U.S. Energy Security Blowing in the Wind"". Institute for Energy Research. 11 Jul. 2008 - ""Unfortunately, energy consumers can’t tell the wind to blow more when they need more electricity. Typically, the winds blow most consistently in the morning when electricity demand is low, and less during the afternoon when electricity demand is high. The hottest days are the days without wind, leaving the peak load to be met by conventional energies. Reliable operation of the electricity grid requires generation that can be turned on and off the “flip of a switch.” Wind power cannot provide this flexibility."""	PRO	7
Se2550a31-A92b74e1f	Alternative energy methods should be proposed with total costs	"For this debate, ""alternative energy"" means a fuel, method, or apparatus designed to reduce or eliminate consumption of traditional fossil fuels as they are now employed. http://www.thefreedictionary.com... ""Total costs"" includes all the costs associated with producing, shipping, storing, and using the alternative energy. Costs include dollar costs and environmental impact. Dollar costs include capital costs, indirect induced costs, and operating costs. The resolution is largely moot for private investment in alternative energy, because investors make it their business to understand costs. For private investment, the laws governing environmental impact apply. The resolution has it's primary impact for proposed government funding, subsidies, and regulations. Citizens have a right to know the true costs of government actions not only in terms of what the government is spending, but including the indirect costs on society. An example of the principle of the resolution being applied is the accounting of nuclear power plant decommissioning costs. When a nuclear power plant is ultimately taken out of service, there are significant costs in making the plant site safe. Those are figured into the costs of the plant, disclosed, and accounted for by setting up a fund to pay for the plant decommissioning. (A quirky California law requires decommissioning costs to be disclosed on electric bills; it's about four cents on a $200 electric bill.) Examples of the principle of the resolution being ignored are plentiful. Solar and wind power are generally unreliable. The sun is absent every night. Even in windy locations the wind may cease for many days at a time, or the winds may be seasonal. Consequently, usually a backup power source, like a gas-driven power plant must be added to the grid to pick up the load when the alternative energy source is unavailable. The capital costs of the backup are generally about 70% of the cost of running the plant full time. In other words, the fossil fuel is about 30% of the cost of the power, including the delivery system. Here is an example of wind power being touted as cheaper, while totally ignoring the costs of a backup energy system: http://www.ucsusa.org... The article says that farmers can make money from selling wind energy, but ignores the extra cost to the public. The wind turbine operator is getting a substantial subsidy from ratepayers who must pay the capital costs for two systems. In some applications, no backup system will be required. For example, if solar power is used to supply peak loads to Las Vegas or Phoenix in the summer, it is probably a good assumption that the sun will be shining when the power is needed. If it happens to be cloudy, then the weather is probably cooler so than the air conditioning load will be less, so that seems like a very good application for solar power. However, if the costs are analyzed for Chicago or New York, it's likely that a full accounting would reveal a different story. Failure to perform and disclose total costs has lead to a major policy error in the government subsidies for ethanol. Ethanol production from corn requires lots of energy-intensive fertilizer, an expensive delivery system, and high costs of taking land out of food production. http://www.thefreedictionary.com... That was not disclosed or even a thought through before the policy was committed. The U.S. government is now adopting policies that favor electric cars. The energy and environmental costs http://green.yahoo.com... of making the batteries are generally ignored, and the very high capital costs of the cars is downplayed. An electric car that will run for 40 miles may cost $40,000. http://www.cbsnews.com... To make that widely salable, large government subsidies would be required. Total cost accounting amounts to honesty in developing energy policy. It does not preclude adopting more expensive alternatives. For example, a case could be argued that ethanol and electric cars effective consume coal (to produce fertilizer and batteries) in favor of imported oil. If costs are disclosed, that case can be argued on the merits. The resolution would avoid bogus claims that, for example, if a kilowatt hour of wind power is the same or lower than coal, the wind power is obviously preferable. The wind power costs may be double when the backup generator is taken into account. How much the backup costs is site dependent. In some circumstances, wind power might be used to pump water uphill into an existing hydroelectric project. That's probably much cheaper than having to build a gas-turbine plant. My point is only that full costs should be disclosed. This is a ""should"" resolution. It means that environmental activists and government officials should honestly perform the total cost analysis and disclose the numbers to the public. This is now rarely done, so it would greatly improve the quality of public policy decisions. Con may argue that government should not provide any subsidies. If so, that does not dispute the resolution. Investors should be fully informed of costs even if government is not involved. Con may argue that even when total costs are disclosed, there is economically sound alternative energy. If so, that does not dispute the resolution either. The resolution will nonetheless favor the best solutions. The resolution is affirmed."	PRO	8
S2aa5711e-A326dccdb	We should invest in alternative sources of energy	There are many alternative sources of energy available, and I believe that those that are both renewable and non-toxic would help the environment best. Such sources are solar energy, hydropower, and wind energy. Alone, these kinds of power have seemed to be less-than-needed by the large population, but when put together could have a tremendous positive effect on the economy and the overall homeostasis of Earth. Solar energy is energy gathered from the wavelengths of light produced from the sun, which can be captured with solar panels that contain light-capturing cells. Instead of wasting some of this energy powering huge electrical appliances, it could be kept in it's primitive form to heat houses, water, and small hand-held devices such as calculators, watches, etc. It can also be converted into electricity through various machines. If the United States were to further invest in Solar Power, the citizens themselves would be able to spend less money on house electricity and thus result in more money to the Federal Government, which could be used for multiple things to better our situation with other countries, such as China, to which we owe enormous debt, and as the National Debt decreases, the value of American currency will increase and we will slowly but surely achieve a better political and economic condition. Hydropower and Wind energy are could be used to move rotors or wheels, and the resulting movement would create electricity. These, if used correctly, would greatly decrease the amount of money we use to buy foreign oils and the National Debt would decrease further and the previous results would occur in a quicker time. I thank my opponent for accepting this challenge and wish them luck in the following rounds. :)	PRO	9
S7785529c-Aff8cdbe	Wind energy	Wind energy relies on subsidies, but just like other energy sources	PRO	10
