	id	conclusion	premises	stance	rank
0	Sde791ad8-A3072f8a4	Video Games	"Video games foster the mindset that allows creativity to grow."" was a quote once said by Nolan Bushnell that really represents the true reasons for why video games are good. That doesn""t solve the debate but it helps a lot. There is a lot of things that could counter-argue that but in this argument, you will learn about why I believe that video games are good and have many positive effects that outweigh the negatives, along with many good reasons. Those reasons are that they help with mental struggles, they give you your basic mental skills, and help with your creativity. My first reason is that it helps with basic mental struggles such as dyslexia. For example, in an article by BBC, it states that in a study on 4 ten-year-olds they played constant video games for 12 hours and in the end had better cognitive skills. This is important because it is real-life proof of kids using their video games to their advantage and help them with their struggle. Another piece of evidence is that in a study by Dartmouth University for Apa.org it states that kids with dyslexia had shown improvement in their reading abilities after using computer programs for a little while. This is important because this is conclusive evidence of people with basic mental struggles using video games to help them and showing signs of improvement, not disimprovement. In addition, my second reason is that they help you develop your basic mental skills. For Example, in an article RaiseSmartKid, it states that if your children play video games it will help them develop their basic problem-solving skills. This is important because those are skills you need to have in order to succeed in life. Another example would be that in a study done for the same article as above it states that video games also help develop the basics for hand-eye coordination and your basic motor skills. This is important because like I said above those are skills you need to succeed. My third and final reason is that video games help with your creativity. This might not seem important but it is. In an article by Michigan State University it found that out of 500 twelve year olds, the ones who played video games had more creativity then the ones who didn""t. This is key because in our everyday lives we have to be creative for like writing stories but stories get bland if you aren""t creatively so that is why this is key. Another piece of evidence is that in a study by USAToday it found that kids who play video games tend to be more creative then ones who don""t. This is important because if people have done a lot of research and found that video games do help then it is true and video games are good for creativity. Now yes you could argue that video games are bad because they can teach you what some bad things might be like maybe a drug or something and then you go tell your friend that and it blows up. That is bad but there are so many more positives like how they help you learn which just is one of the many reasons that video games are good. In summary that is just some of the many reasons why video games are good and why I believe that video games are good and have many positive effects that outweigh the negatives. There are many more reasons I could""ve talked about but I feel that those reasons I gave you are some of the best reasons for why video games are good."	CON	1
1	Sde791ad8-A3072f8a4	Video Games	"""Video games foster the mindset that allows creativity to grow."" was a quote once said by Nolan Bushnell that really represents the true reasons for why video games are good. That doesn""t solve the debate but it helps a lot. There is a lot of things that could counter-argue that but in this argument, you will learn about why I believe that video games are good and have many positive effects that outweigh the negatives, along with many good reasons. Those reasons are that they help with mental struggles, they give you your basic mental skills, and help with your creativity. My first reason is that it helps with basic mental struggles such as dyslexia. For example, in an article by BBC, it states that in a study on 4 ten-year-olds they played constant video games for 12 hours and in the end had better cognitive skills. This is important because it is real-life proof of kids using their video games to their advantage and help them with their struggle. Another piece of evidence is that in a study by Dartmouth University for Apa.org it states that kids with dyslexia had shown improvement in their reading abilities after using computer programs for a little while. This is important because this is conclusive evidence of people with basic mental struggles using video games to help them and showing signs of improvement, not disimprovement. In addition, my second reason is that they help you develop your basic mental skills. For Example, in an article RaiseSmartKid, it states that if your children play video games it will help them develop their basic problem-solving skills. This is important because those are skills you need to have in order to succeed in life. Another example would be that in a study done for the same article as above it states that video games also help develop the basics for hand-eye coordination and your basic motor skills. This is important because like I said above those are skills you need to succeed. My third and final reason is that video games help with your creativity. This might not seem important but it is. In an article by Michigan State University it found that out of 500 twelve year olds, the ones who played video games had more creativity then the ones who didn""t. This is key because in our everyday lives we have to be creative for like writing stories but stories get bland if you aren""t creatively so that is why this is key. Another piece of evidence is that in a study by USAToday it found that kids who play video games tend to be more creative then ones who don""t. This is important because if people have done a lot of research and found that video games do help then it is true and video games are good for creativity. Now yes you could argue that video games are bad because they can teach you what some bad things might be like maybe a drug or something and then you go tell your friend that and it blows up. That is bad but there are so many more positives like how they help you learn which just is one of the many reasons that video games are good. In summary that is just some of the many reasons why video games are good and why I believe that video games are good and have many positive effects that outweigh the negatives. There are many more reasons I could""ve talked about but I feel that those reasons I gave you are some of the best reasons for why video games are good."	PRO	2
2	Sde791ad8-A8138f402	Video Games	"""Video games foster the mindset that allows creativity to grow."" was a quote once said by Nolan Bushnell that really represents the true reasons of why video games are good. That doesn""t solve the debate but it helps a lot. There is a lot of things that could counter-argue that but in this argument, you will learn about why I believe that video games are good and have many positive effects that outweigh the negatives, along with many good reasons. Those reasons are that they help with mental struggles, they give you your basic mental skills, and help with your creativity. My first reason is that it helps with basic mental struggles such as dyslexia. For example, in an article by BBC, it states that in a study on 4 ten year olds they played constant video games for 12 hours and in the end had better cognitive skills. This is important because it is real-life proof of kids using their video games to their advantage and help them with their struggle. Another piece of evidence is that in a study by Dartmouth University for Apa.org it states that kids with dyslexia had shown improvement in their reading abilities after using computer programs for a little while. This is important because this is conclusive evidence of people with basic mental struggles using video games to help them and showing signs of improvement, not disimprovement. In addition, my second reason is that they help you develop your basic mental skills. For Example, in an article RaiseSmartKid, it states that if your children play video games it will help them develop their basic problem-solving skills. This is important because those are skills you need to have in order to succeed in life. Another example would be that in a study done for the same article as above it states that video games also help develop the basics for hand-eye coordination and your basic motor skills. This is important because like I said above those are skills you need to succeed. My third and final reason is that video games help with your creativity. This might not seem important but it is. In an article by Michigan State University it found that out of 500 twelve year olds, the ones who played video games had more creativity then the ones who didn""t. This is key because in our everyday lives we have to be creative for like writing stories but stories get bland if you aren""t creatively so that is why this is key. Another piece of evidence is that in a study by USAToday it found that kids who play video games tend to be more creative then ones who don""t. This is important because if people have done a lot of research and found that video games do help then it is true and video games are good for creativity. Now yes you could argue that video games are bad because they can teach you what some bad things might be like maybe a drug or something and then you go tell your friend that and it blows up. That is bad but there are so many more positives like how they help you learn which just is one of the many reasons that video games are good. In summary that is just some of the many reasons why video games are good and why I believe that video games are good and have many positive effects that outweigh the negatives. There are many more reasons I could""ve talked about but I feel that those reasons I gave you are some of the best reasons about why video games are good."	PRO	3
3	Sde791ad8-A3072f8a4	Video Games	"""Video games foster the mindset that allows creativity to grow."" was a quote once said by Nolan Bushnell that really represents the true reasons for why video games are good. That doesn""t solve the debate but it helps a lot. There is a lot of things that could counter-argue that but in this argument, you will learn about why I believe that video games are good and have many positive effects that outweigh the negatives, along with many good reasons. Those reasons are that they help with mental struggles, they give you your basic mental skills, and help with your creativity. My first reason is that it helps with basic mental struggles such as dyslexia. For example, in an article by BBC, it states that in a study on 4 ten-year-olds they played constant video games for 12 hours and in the end had better cognitive skills. This is important because it is real-life proof of kids using their video games to their advantage and help them with their struggle. Another piece of evidence is that in a study by Dartmouth University for Apa.org it states that kids with dyslexia had shown improvement in their reading abilities after using computer programs for a little while. This is important because this is conclusive evidence of people with basic mental struggles using video games to help them and showing signs of improvement, not disimprovement. In addition, my second reason is that they help you develop your basic mental skills. For Example, in an article RaiseSmartKid, it states that if your children play video games it will help them develop their basic problem-solving skills. This is important because those are skills you need to have in order to succeed in life. Another example would be that in a study done for the same article as above it states that video games also help develop the basics for hand-eye coordination and your basic motor skills. This is important because like I said above those are skills you need to succeed. My third and final reason is that video games help with your creativity. This might not seem important but it is. In an article by Michigan State University it found that out of 500 twelve year olds, the ones who played video games had more creativity then the ones who didn""t. This is key because in our everyday lives we have to be creative for like writing stories but stories get bland if you aren""t creatively so that is why this is key. Another piece of evidence is that in a study by USAToday it found that kids who play video games tend to be more creative then ones who don""t. This is important because if people have done a lot of research and found that video games do help then it is true and video games are good for creativity. Now yes you could argue that video games are bad because they can teach you what some bad things might be like maybe a drug or something and then you go tell your friend that and it blows up. That is bad but there are so many more positives like how they help you learn which just is one of the many reasons that video games are good. In summary that is just some of the many reasons why video games are good and why I believe that video games are good and have many positive effects that outweigh the negatives. There are many more reasons I could""ve talked about but I feel that those reasons I gave you are some of the best reasons for why video games are good."	PRO	4
4	Sde7919e0-A4e2d7b9c	Video Games	Video games might not be on the same level as some stuff when it comes to desensitizing people to violence but video games are deffidentally brain washing many young men into doing horrible things when they become soldiers and to off to Iraq or Afghanistan. Video games might not he telling people to kill someone the way greed, anger, money, passion or fear does but it's a part of our problem. Video games make young people to used to violent images.	CON	5
5	S6706fda2-A2ed94bb3	Video games	Is it safe to purchase video games online? I wish to purchase some new trending video games for my brother. Some of my friends suggested me to check here at Steam. Instant-gaming (https://www. Instant-gaming. Com/en), BestBuy, Online stores tat offer great deals on the bulk purchase of video games. Please give your opinion about the online purchasing of video games.	CON	6
6	Sde7919e0-A7f0a981e	Video Games	I know that most video game players are good people who wouldn't actually hurt anyone else and I know that video games just games. Also all my cousins and most of my friends play video games and they're all good people. Video games and tv shows or movies that have lots of violence desensitize people to violence. When they see pictures of actual dead people on the news they're less likely to be grossed out or saddened by it. That doesn't mean people who play video games don't have emotions or are psychopaths or that they never get saddened by images of actual dead people but they are less likely to. Also we shouldn't premodern violence. Violence is only good for self defense. BTW I also play slender man. It's pretty scary and it's really fun but it's not that bloody or violent.	CON	7
7	Sde7919ff-A2641e783	Video Games	Um... Ok. The topic will be; Should Video Games be considered a normal media? Let me explain. Have you ever noticed that if you play video games in public, it's a bit embarrassing. However listening to music or reading a book in public is totally ok? I believe this is because video games are not considered a normal media. This is one of the reasons why games are looked down upon and is subject to controversy. I will be arguing for video games to become considered a normal media, my opponent will argue against it. ======================================= 1. The Gamer Stereotype I believe that one of the reasons why video games are not considered a normal media is because of the stereotype gamers get. When you play video games in public, why do you feel embarrassed? You probably are thinking about what others are thinking of you. You probably think they think you look like this: https://gamerstereotype.files.wordpress.com... This is the gamer stereotype, and it is terribly inaccurate. According to this article [1] when someone calls themselves a gamer, they are just classifying themselves with others who have the same likes as them. They aren't like the stereotype. Plus, with the booming mobile market, there are more people who are getting into video games. Ask yourself this, how many if these people are actually like the stereotype? Not a lot. 2. Similarities What defines media? First, we need to list some types of media (not to be confused with things like the news). Some types of media are books, TV, and music. What similarities make them classified as media? One similarity I see is that they are all past-times and are used for entertainment. Video games can be used as past-times or entertainment. This seems to be the only similarity that these forms of media share, and video games share it as well. 3. Popularity There is a huge gaming community out there. According to source [2], the population of gamers in the US in 2009 was about 170 million. The current population of the US, according to the United States Census Bureau, is about 316.1 million. Doing the math shows that the percentage of gamers to the total US population is about 47%. That's almost HALF the US population, so why not let them enjoy their games without being judged. ===================================== Sources: [1]: https://gamerstereotype.wordpress.com... [2]: http://www.gamespot.com...	PRO	8
8	Sdbf33cc6-Ad589255c	video games	"Instigator's argument is that gaming is a good activity when one is bored and is actually ""fun"" and connects you with others around the world. Problems with Instigator's argument: Instigator states gaming is a ""good activity."" I am not sure what the Instigator means by ""good activity"". Does he mean healthy? Does he mean something else? Instigator must polish this argument to be more valid. POINT 1: What does good activity mean? It is not defined and seems like an opinion. The word fun is subjective. One may find reseaching paper more fun than video games. One may find board games more fun than video games. POINT 2: Video games are not ""fun"" for everybody. There are some who dislike video games, because ""fun"" is a subjective term. Next, Instigator points our that it connects you to people around the world. However, that can only be true for multiplayer games or games with a large community. POINT 3: Gaming can only connect you to others only if you have certain games and internet access. I await future arguments from Instigator."	CON	9
9	S6706fa3e-A5b89f6b6	Video games	Should kids under the age of 13 be allowed to buy violent video games with or without an adult ? No, that's why there's a rating on the back of the box. To avoid minors from buying M-rated games. Violent video games will expose kids to gore, violence, and sex. And kids ages 13 and below are more prone to aggresion according to a article that tested out this theory. http://www.theguardian.com... In conclusion, kids shouldn't buy M-rated games because they are not fully mature enough to play them.	CON	10
